index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
3600,1.45884,5.37098,8.99989,2.22451,1.3112,0,0,0,0,0,0,17.1302,22.8188,2.67349,0.0219409,0.773838,0.440876,0.24211,-3.49788,2.14899,7.10424,0.0121552,0.148415,0.164453,-3296.58
