index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1612,1.59104,4.61286,9,7.98188,1.45532,0,0,0,0,0,0,18.3391,24.9577,6.78081,0.0919793,0.87311,0.521249,0.536612,-3.49756,2.29053,1.3472,0.0335473,0.0951975,0.0916701,-3256.58
