time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.37388e+06,1.37388e+06,1.37388e+06,9711.25,9711.25,9711.25,237.22,237.22,237.22,1.66948e+06,1.66948e+06,1.66948e+06,1.55583e+06,1.55583e+06,1.55583e+06,50647,50647,50647,1256.46,1256.46,1256.46,82343.6,82343.6,82343.6,462318,462318,462318,1.34496e+07,1.34496e+07,1.34496e+07,2.34681e+06,2.34681e+06,2.34681e+06,1.05706e+08,1.05706e+08,1.05706e+08,0,0,0,0,0,0
1,1.3709e+06,1.3709e+06,1.3709e+06,9236.4,9236.4,9236.4,190.044,190.044,190.044,1.69085e+06,1.69085e+06,1.69085e+06,1.54084e+06,1.54084e+06,1.54084e+06,47906.1,47906.1,47906.1,1006.77,1006.77,1006.77,74562.9,74562.9,74562.9,465843,465843,465843,1.35116e+07,1.35116e+07,1.35116e+07,2.12548e+06,2.12548e+06,2.12548e+06,1.0587e+08,1.0587e+08,1.0587e+08,37.5634,37.5634,37.5634,2.10024,2.10024,2.10024
2,1.36941e+06,1.36941e+06,1.36941e+06,8745.47,8745.47,8745.47,152.819,152.819,152.819,1.7138e+06,1.7138e+06,1.7138e+06,1.52656e+06,1.52656e+06,1.52656e+06,45362.8,45362.8,45362.8,814.221,814.221,814.221,67398.3,67398.3,67398.3,466503,466503,466503,1.34885e+07,1.34885e+07,1.34885e+07,1.92178e+06,1.92178e+06,1.92178e+06,1.06108e+08,1.06108e+08,1.06108e+08,35.5596,35.5596,35.5596,1.68936,1.68936,1.68936
3,1.36926e+06,1.36926e+06,1.36926e+06,8297.99,8297.99,8297.99,124.161,124.161,124.161,1.73793e+06,1.73793e+06,1.73793e+06,1.51291e+06,1.51291e+06,1.51291e+06,43037.9,43037.9,43037.9,665.292,665.292,665.292,60834.8,60834.8,60834.8,464763,464763,464763,1.33958e+07,1.33958e+07,1.33958e+07,1.73526e+06,1.73526e+06,1.73526e+06,1.06397e+08,1.06397e+08,1.06397e+08,33.6997,33.6997,33.6997,1.37162,1.37162,1.37162
4,1.37028e+06,1.37028e+06,1.37028e+06,7903.38,7903.38,7903.38,102.111,102.111,102.111,1.76283e+06,1.76283e+06,1.76283e+06,1.49981e+06,1.49981e+06,1.49981e+06,40967.9,40967.9,40967.9,549.99,549.99,549.99,54847.5,54847.5,54847.5,461133,461133,461133,1.32488e+07,1.32488e+07,1.32488e+07,1.56515e+06,1.56515e+06,1.56515e+06,1.06722e+08,1.06722e+08,1.06722e+08,32.0235,32.0235,32.0235,1.126,1.126,1.126
5,1.37231e+06,1.37231e+06,1.37231e+06,7564.21,7564.21,7564.21,85.097,85.097,85.097,1.78816e+06,1.78816e+06,1.78816e+06,1.48714e+06,1.48714e+06,1.48714e+06,39169.2,39169.2,39169.2,460.511,460.511,460.511,49405,49405,49405,456100,456100,456100,1.30615e+07,1.30615e+07,1.30615e+07,1.41052e+06,1.41052e+06,1.41052e+06,1.07071e+08,1.07071e+08,1.07071e+08,30.5515,30.5515,30.5515,0.935833,0.935833,0.935833
6,1.37519e+06,1.37519e+06,1.37519e+06,7280.15,7280.15,7280.15,71.9184,71.9184,71.9184,1.81362e+06,1.81362e+06,1.81362e+06,1.47482e+06,1.47482e+06,1.47482e+06,37642.7,37642.7,37642.7,390.828,390.828,390.828,44471.6,44471.6,44471.6,450103,450103,450103,1.28467e+07,1.28467e+07,1.28467e+07,1.27034e+06,1.27034e+06,1.27034e+06,1.07431e+08,1.07431e+08,1.07431e+08,29.2894,29.2894,29.2894,0.788148,0.788148,0.788148
7,1.37876e+06,1.37876e+06,1.37876e+06,7049.02,7049.02,7049.02,61.6631,61.6631,61.6631,1.83896e+06,1.83896e+06,1.83896e+06,1.46276e+06,1.46276e+06,1.46276e+06,36378.9,36378.9,36378.9,336.334,336.334,336.334,40010.1,40010.1,40010.1,443531,443531,443531,1.26157e+07,1.26157e+07,1.26157e+07,1.14356e+06,1.14356e+06,1.14356e+06,1.07794e+08,1.07794e+08,1.07794e+08,28.2333,28.2333,28.2333,0.673005,0.673005,0.673005
8,1.38287e+06,1.38287e+06,1.38287e+06,6867.55,6867.55,6867.55,53.644,53.644,53.644,1.86398e+06,1.86398e+06,1.86398e+06,1.45087e+06,1.45087e+06,1.45087e+06,35362.2,35362.2,35362.2,293.532,293.532,293.532,35983,35983,35983,436720,436720,436720,1.23778e+07,1.23778e+07,1.23778e+07,1.0291e+06,1.0291e+06,1.0291e+06,1.08149e+08,1.08149e+08,1.08149e+08,27.3733,27.3733,27.3733,0.582838,0.582838,0.582838
9,1.3874e+06,1.3874e+06,1.3874e+06,6731.92,6731.92,6731.92,47.3449,47.3449,47.3449,1.88853e+06,1.88853e+06,1.88853e+06,1.43908e+06,1.43908e+06,1.43908e+06,34573.6,34573.6,34573.6,259.773,259.773,259.773,32353.7,32353.7,32353.7,429953,429953,429953,1.21411e+07,1.21411e+07,1.21411e+07,925931,925931,925931,1.08492e+08,1.08492e+08,1.08492e+08,26.696,26.696,26.696,0.51192,0.51192,0.51192
