time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.30282e+06,1.30282e+06,1.30282e+06,4390.61,4390.61,4390.61,3991.72,3991.72,3991.72,4.07279e+06,4.07279e+06,4.07279e+06,3.55197e+06,3.55197e+06,3.55197e+06,9088.49,9088.49,9088.49,8872.02,8872.02,8872.02,1.11623e+06,1.11623e+06,1.11623e+06,1.32886e+06,1.32886e+06,1.32886e+06,7.99689e+06,7.99689e+06,7.99689e+06,7.47501e+06,7.47501e+06,7.47501e+06,9.98375e+07,9.98375e+07,9.98375e+07,0,0,0,0,0,0
1,1.30549e+06,1.30549e+06,1.30549e+06,4449.7,4449.7,4449.7,4046.37,4046.37,4046.37,4.07315e+06,4.07315e+06,4.07315e+06,3.55227e+06,3.55227e+06,3.55227e+06,9149.59,9149.59,9149.59,8936.27,8936.27,8936.27,1.11611e+06,1.11611e+06,1.11611e+06,1.32869e+06,1.32869e+06,1.32869e+06,7.99381e+06,7.99381e+06,7.99381e+06,7.47228e+06,7.47228e+06,7.47228e+06,9.98401e+07,9.98401e+07,9.98401e+07,17.798,17.798,17.798,5.42034,5.42034,5.42034
2,1.30795e+06,1.30795e+06,1.30795e+06,4496.41,4496.41,4496.41,4089.81,4089.81,4089.81,4.07314e+06,4.07314e+06,4.07314e+06,3.55224e+06,3.55224e+06,3.55224e+06,9229.29,9229.29,9229.29,9016.03,9016.03,9016.03,1.11633e+06,1.11633e+06,1.11633e+06,1.32893e+06,1.32893e+06,1.32893e+06,7.99302e+06,7.99302e+06,7.99302e+06,7.47175e+06,7.47175e+06,7.47175e+06,9.9847e+07,9.9847e+07,9.9847e+07,17.9606,17.9606,17.9606,5.47126,5.47126,5.47126
3,1.31018e+06,1.31018e+06,1.31018e+06,4543.01,4543.01,4543.01,4132.68,4132.68,4132.68,4.07276e+06,4.07276e+06,4.07276e+06,3.55192e+06,3.55192e+06,3.55192e+06,9311.57,9311.57,9311.57,9097.14,9097.14,9097.14,1.11689e+06,1.11689e+06,1.11689e+06,1.32956e+06,1.32956e+06,1.32956e+06,7.99454e+06,7.99454e+06,7.99454e+06,7.47338e+06,7.47338e+06,7.47338e+06,9.98495e+07,9.98495e+07,9.98495e+07,18.1287,18.1287,18.1287,5.5232,5.5232,5.5232
4,1.31219e+06,1.31219e+06,1.31219e+06,4589.27,4589.27,4589.27,4174.81,4174.81,4174.81,4.07204e+06,4.07204e+06,4.07204e+06,3.5513e+06,3.5513e+06,3.5513e+06,9393.87,9393.87,9393.87,9177.28,9177.28,9177.28,1.11777e+06,1.11777e+06,1.11777e+06,1.33056e+06,1.33056e+06,1.33056e+06,7.99829e+06,7.99829e+06,7.99829e+06,7.4771e+06,7.4771e+06,7.4771e+06,9.9848e+07,9.9848e+07,9.9848e+07,18.2982,18.2982,18.2982,5.57493,5.57493,5.57493
5,1.31399e+06,1.31399e+06,1.31399e+06,4634.37,4634.37,4634.37,4215.46,4215.46,4215.46,4.07099e+06,4.07099e+06,4.07099e+06,3.55041e+06,3.55041e+06,3.55041e+06,9474.49,9474.49,9474.49,9254.84,9254.84,9254.84,1.11895e+06,1.11895e+06,1.11895e+06,1.33192e+06,1.33192e+06,1.33192e+06,8.00418e+06,8.00418e+06,8.00418e+06,7.48279e+06,7.48279e+06,7.48279e+06,9.98424e+07,9.98424e+07,9.98424e+07,18.4656,18.4656,18.4656,5.62543,5.62543,5.62543
6,1.31558e+06,1.31558e+06,1.31558e+06,4677.57,4677.57,4677.57,4254.01,4254.01,4254.01,4.06964e+06,4.06964e+06,4.06964e+06,3.54927e+06,3.54927e+06,3.54927e+06,9551.94,9551.94,9551.94,9328.47,9328.47,9328.47,1.1204e+06,1.1204e+06,1.1204e+06,1.33362e+06,1.33362e+06,1.33362e+06,8.01206e+06,8.01206e+06,8.01206e+06,7.49028e+06,7.49028e+06,7.49028e+06,9.98333e+07,9.98333e+07,9.98333e+07,18.6278,18.6278,18.6278,5.67382,5.67382,5.67382
7,1.31698e+06,1.31698e+06,1.31698e+06,4718.27,4718.27,4718.27,4289.95,4289.95,4289.95,4.06802e+06,4.06802e+06,4.06802e+06,3.54792e+06,3.54792e+06,3.54792e+06,9624.99,9624.99,9624.99,9397.05,9397.05,9397.05,1.12209e+06,1.12209e+06,1.12209e+06,1.33561e+06,1.33561e+06,1.33561e+06,8.02175e+06,8.02175e+06,8.02175e+06,7.4994e+06,7.4994e+06,7.4994e+06,9.98209e+07,9.98209e+07,9.98209e+07,18.7821,18.7821,18.7821,5.71932,5.71932,5.71932
8,1.31819e+06,1.31819e+06,1.31819e+06,4755.99,4755.99,4755.99,4322.88,4322.88,4322.88,4.06617e+06,4.06617e+06,4.06617e+06,3.54637e+06,3.54637e+06,3.54637e+06,9692.65,9692.65,9692.65,9459.7,9459.7,9459.7,1.12399e+06,1.12399e+06,1.12399e+06,1.33787e+06,1.33787e+06,1.33787e+06,8.03305e+06,8.03305e+06,8.03305e+06,7.50994e+06,7.50994e+06,7.50994e+06,9.98056e+07,9.98056e+07,9.98056e+07,18.9263,18.9263,18.9263,5.76132,5.76132,5.76132
9,1.31925e+06,1.31925e+06,1.31925e+06,4790.37,4790.37,4790.37,4352.51,4352.51,4352.51,4.06412e+06,4.06412e+06,4.06412e+06,3.54466e+06,3.54466e+06,3.54466e+06,9754.16,9754.16,9754.16,9515.75,9515.75,9515.75,1.12607e+06,1.12607e+06,1.12607e+06,1.34035e+06,1.34035e+06,1.34035e+06,8.04575e+06,8.04575e+06,8.04575e+06,7.52168e+06,7.52168e+06,7.52168e+06,9.97878e+07,9.97878e+07,9.97878e+07,19.0586,19.0586,19.0586,5.79936,5.79936,5.79936
