index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
512,1.50313,5.43787,5.33974,1.06978,0.901183,0,0,0,0,0,0,20.9813,22.4851,2.15122,0.00538446,0.794726,0.107331,0.367042,-0.705725,-0.398604,4.26937,0.0220641,0.168768,0.210621,-4965.73
