index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,p:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
0,0.0372505,1.9567e-06,3.64905e-06,0.000951714,0.165566,1e-17,1e-17,1e-17,1e-17,1e-17,1e-17,4.19707,4.88271,0.529882,0.00844626,0.736099,0.507208,0.687596,-3.33608,-2.79258,0.557447,0.296196,1e-17,0.0758564,0.0309207,0.000000
