time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.49068e+06,3.49068e+06,3.49068e+06,0.385336,0.385336,0.385336,0.435139,0.435139,0.435139,4.77232e+06,4.77232e+06,4.77232e+06,5.85769e+06,5.85769e+06,5.85769e+06,0.363398,0.363398,0.363398,0.334512,0.334512,0.334512,238153,238153,238153,7328.04,7328.04,7328.04,6548.34,6548.34,6548.34,215341,215341,215341,1.1212e+08,1.1212e+08,1.1212e+08,0,0,0,0,0,0
1,3.51319e+06,3.51319e+06,3.51319e+06,0.505518,0.505518,0.505518,0.398132,0.398132,0.398132,4.77195e+06,4.77195e+06,4.77195e+06,5.86733e+06,5.86733e+06,5.86733e+06,0.474569,0.474569,0.474569,0.304185,0.304185,0.304185,227629,227629,227629,7005.55,7005.55,7005.55,6260.23,6260.23,6260.23,205825,205825,205825,1.12109e+08,1.12109e+08,1.12109e+08,0.00131817,0.00131817,0.00131817,0.000878944,0.000878944,0.000878944
2,3.53569e+06,3.53569e+06,3.53569e+06,0.672005,0.672005,0.672005,0.368733,0.368733,0.368733,4.77157e+06,4.77157e+06,4.77157e+06,5.87651e+06,5.87651e+06,5.87651e+06,0.62783,0.62783,0.62783,0.2799,0.2799,0.2799,217570,217570,217570,6697.76,6697.76,6697.76,5985.26,5985.26,5985.26,196730,196730,196730,1.12106e+08,1.12106e+08,1.12106e+08,0.00173734,0.00173734,0.00173734,0.000806837,0.000806837,0.000806837
3,3.55818e+06,3.55818e+06,3.55818e+06,0.905102,0.905102,0.905102,0.34557,0.34557,0.34557,4.77117e+06,4.77117e+06,4.77117e+06,5.88524e+06,5.88524e+06,5.88524e+06,0.841513,0.841513,0.841513,0.260633,0.260633,0.260633,207956,207956,207956,6404.18,6404.18,6404.18,5723,5723,5723,188036,188036,188036,1.12103e+08,1.12103e+08,1.12103e+08,0.00231998,0.00231998,0.00231998,0.000749546,0.000749546,0.000749546
4,3.58066e+06,3.58066e+06,3.58066e+06,1.23526,1.23526,1.23526,0.327703,0.327703,0.327703,4.77076e+06,4.77076e+06,4.77076e+06,5.89354e+06,5.89354e+06,5.89354e+06,1.14288,1.14288,1.14288,0.24558,0.24558,0.24558,198766,198766,198766,6124.44,6124.44,6124.44,5473.13,5473.13,5473.13,179727,179727,179727,1.121e+08,1.121e+08,1.121e+08,0.00313907,0.00313907,0.00313907,0.000704628,0.000704628,0.000704628
5,3.60314e+06,3.60314e+06,3.60314e+06,1.70833,1.70833,1.70833,0.314414,0.314414,0.314414,4.77033e+06,4.77033e+06,4.77033e+06,5.90144e+06,5.90144e+06,5.90144e+06,1.57282,1.57282,1.57282,0.234126,0.234126,0.234126,189983,189983,189983,5858.3,5858.3,5858.3,5235.43,5235.43,5235.43,171784,171784,171784,1.12095e+08,1.12095e+08,1.12095e+08,0.00430393,0.00430393,0.00430393,0.000670251,0.000670251,0.000670251
6,3.6256e+06,3.6256e+06,3.6256e+06,2.39409,2.39409,2.39409,0.305176,0.305176,0.305176,4.7699e+06,4.7699e+06,4.7699e+06,5.90894e+06,5.90894e+06,5.90894e+06,2.19332,2.19332,2.19332,0.225815,0.225815,0.225815,181587,181587,181587,5605.7,5605.7,5605.7,5009.84,5009.84,5009.84,164193,164193,164193,1.12091e+08,1.12091e+08,1.12091e+08,0.00597981,0.00597981,0.00597981,0.000645037,0.000645037,0.000645037
7,3.64806e+06,3.64806e+06,3.64806e+06,3.39982,3.39982,3.39982,0.299619,0.299619,0.299619,4.76946e+06,4.76946e+06,4.76946e+06,5.91608e+06,5.91608e+06,5.91608e+06,3.09928,3.09928,3.09928,0.220314,0.220314,0.220314,173563,173563,173563,5366.87,5366.87,5366.87,4796.57,4796.57,4796.57,156937,156937,156937,1.12086e+08,1.12086e+08,1.12086e+08,0.0084191,0.0084191,0.0084191,0.000627983,0.000627983,0.000627983
8,3.67051e+06,3.67051e+06,3.67051e+06,4.89211,4.89211,4.89211,0.297506,0.297506,0.297506,4.769e+06,4.769e+06,4.769e+06,5.92285e+06,5.92285e+06,5.92285e+06,4.43747,4.43747,4.43747,0.217398,0.217398,0.217398,165893,165893,165893,5142.41,5142.41,5142.41,4596.16,4596.16,4596.16,150002,150002,150002,1.12081e+08,1.12081e+08,1.12081e+08,0.0120111,0.0120111,0.0120111,0.000618396,0.000618396,0.000618396
9,3.69294e+06,3.69294e+06,3.69294e+06,7.13231,7.13231,7.13231,0.298718,0.298718,0.298718,4.76853e+06,4.76853e+06,4.76853e+06,5.92928e+06,5.92928e+06,5.92928e+06,6.43716,6.43716,6.43716,0.216933,0.216933,0.216933,158563,158563,158563,4933.6,4933.6,4933.6,4409.73,4409.73,4409.73,143373,143373,143373,1.12076e+08,1.12076e+08,1.12076e+08,0.0173627,0.0173627,0.0173627,0.000615851,0.000615851,0.000615851
