index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,1.38296e+06,3399.16,4099.46,1.36867e+06,1.97782e+06,3951.44,3298.03,115009,95385.6,110845,92484.9,1.21551e+08,0,0,0,0
0,1,1.38536e+06,3442.9,4148.57,1.36865e+06,1.97781e+06,3996.31,3332.3,115073,95439.9,110904,92533.6,1.21548e+08,9.32974,4.56809,8.43721,4.27931
0,2,1.38766e+06,3462.51,4168.42,1.36862e+06,1.97777e+06,4012.29,3342.57,115211,95564.5,111029,92627.8,1.21554e+08,9.40184,4.59939,10.572,2.92161
0,3,1.38988e+06,3474.26,4180.57,1.36858e+06,1.97772e+06,4019.31,3346.8,115375,95715.8,111169,92730.2,1.2156e+08,9.43409,4.61273,5.18387,4.75322
0,4,1.39204e+06,3483.56,4190.73,1.36855e+06,1.97768e+06,4023.63,3349.58,115553,95879.6,111310,92831.7,1.21566e+08,9.45388,4.62149,10.591,6.5328
0,5,1.39416e+06,3492.03,4200.31,1.36853e+06,1.97764e+06,4027.16,3352.05,115739,96051,111448,92930.5,1.21572e+08,9.46984,4.6291,9.24775,4.37587
0,6,1.39622e+06,3500.21,4209.67,1.36853e+06,1.97761e+06,4030.51,3354.48,115932,96228,111582,93026.5,1.21578e+08,9.4846,4.63639,6.72825,5.5268
0,7,1.39823e+06,3508.24,4218.91,1.36853e+06,1.97759e+06,4033.84,3356.95,116132,96409.6,111713,93120,1.21584e+08,9.49901,4.6436,11.9304,5.46602
0,8,1.4002e+06,3516.18,4228.04,1.36854e+06,1.97759e+06,4037.23,3359.48,116337,96595,111840,93211.4,1.2159e+08,9.51331,4.65076,9.10359,3.04246
0,9,1.40211e+06,3524.04,4237.07,1.36857e+06,1.97759e+06,4040.67,3362.06,116546,96783.8,111964,93301,1.21596e+08,9.52756,4.6579,4.85629,5.42228
0,10,1.40398e+06,3531.81,4245.99,1.3686e+06,1.97761e+06,4044.17,3364.69,116759,96975.3,112086,93389,1.21602e+08,9.54179,4.66501,7.81208,3.97321
0,11,1.40579e+06,3539.5,4254.79,1.36865e+06,1.97763e+06,4047.72,3367.37,116976,97169.1,112205,93475.8,1.21608e+08,9.55598,4.67207,7.12582,5.18403
0,12,1.40756e+06,3547.08,4263.47,1.36871e+06,1.97767e+06,4051.31,3370.08,117195,97364.7,112323,93561.6,1.21615e+08,9.5701,4.67909,9.25031,2.8521
0,13,1.40929e+06,3554.56,4272.02,1.36878e+06,1.97772e+06,4054.93,3372.83,117416,97561.8,112439,93646.5,1.21621e+08,9.58414,4.68605,8.9134,5.72533
0,14,1.41096e+06,3561.93,4280.42,1.36886e+06,1.97778e+06,4058.56,3375.59,117639,97759.8,112554,93730.7,1.21627e+08,9.59807,4.69294,13.3771,4.7671
0,15,1.41259e+06,3569.16,4288.67,1.36895e+06,1.97785e+06,4062.19,3378.37,117862,97958.5,112668,93814.4,1.21633e+08,9.61185,4.69975,7.83738,4.81698
0,16,1.41418e+06,3576.26,4296.75,1.36905e+06,1.97793e+06,4065.82,3381.14,118086,98157.3,112781,93897.4,1.2164e+08,9.62546,4.70646,6.22641,6.4955
0,17,1.41572e+06,3583.2,4304.66,1.36917e+06,1.97802e+06,4069.41,3383.9,118310,98356,112893,93980,1.21646e+08,9.63886,4.71306,13.3586,5.06259
0,18,1.41722e+06,3589.99,4312.37,1.3693e+06,1.97813e+06,4072.96,3386.65,118534,98554.1,113003,94062.1,1.21652e+08,9.65202,4.71954,11.108,2.57537
0,19,1.41868e+06,3596.6,4319.89,1.36944e+06,1.97825e+06,4076.46,3389.36,118756,98751.2,113113,94143.7,1.21659e+08,9.66491,4.72588,8.00531,3.9701
0,20,1.4201e+06,3603.03,4327.19,1.36959e+06,1.97838e+06,4079.88,3392.02,118978,98947,113221,94224.7,1.21665e+08,9.67749,4.73208,16.7075,1.79852
0,21,1.42148e+06,3609.26,4334.28,1.36975e+06,1.97852e+06,4083.22,3394.64,119197,99141.1,113328,94305,1.21671e+08,9.68973,4.73812,7.88905,8.06893
0,22,1.42282e+06,3615.3,4341.14,1.36992e+06,1.97868e+06,4086.47,3397.2,119415,99333.2,113434,94384.7,1.21678e+08,9.70162,4.74398,9.08985,2.72905
