time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,4.32981e+06,4.32981e+06,4.32981e+06,33.6298,33.6298,33.6298,43.1321,43.1321,43.1321,6.53216e+06,6.53216e+06,6.53216e+06,5.0043e+06,5.0043e+06,5.0043e+06,25.4004,25.4004,25.4004,42.4937,42.4937,42.4937,5380.05,5380.05,5380.05,204194,204194,204194,174896,174896,174896,4948.12,4948.12,4948.12,1.10453e+08,1.10453e+08,1.10453e+08,0,0,0,0,0,0
1,4.35198e+06,4.35198e+06,4.35198e+06,31.1496,31.1496,31.1496,51.1301,51.1301,51.1301,6.54153e+06,6.54153e+06,6.54153e+06,5.00379e+06,5.00379e+06,5.00379e+06,23.41,23.41,23.41,50.1992,50.1992,50.1992,5224.31,5224.31,5224.31,193810,193810,193810,165993,165993,165993,4812.54,4812.54,4812.54,1.10441e+08,1.10441e+08,1.10441e+08,0.0468054,0.0468054,0.0468054,0.0983172,0.0983172,0.0983172
2,4.37413e+06,4.37413e+06,4.37413e+06,29.0925,29.0925,29.0925,61.0332,61.0332,61.0332,6.55034e+06,6.55034e+06,6.55034e+06,5.00328e+06,5.00328e+06,5.00328e+06,21.7509,21.7509,21.7509,59.7003,59.7003,59.7003,5099.34,5099.34,5099.34,183951,183951,183951,157541,157541,157541,4705.81,4705.81,4705.81,1.10438e+08,1.10438e+08,1.10438e+08,0.0434371,0.0434371,0.0434371,0.116757,0.116757,0.116757
3,4.39624e+06,4.39624e+06,4.39624e+06,27.392,27.392,27.392,73.361,73.361,73.361,6.55861e+06,6.55861e+06,6.55861e+06,5.00277e+06,5.00277e+06,5.00277e+06,20.374,20.374,20.374,71.4892,71.4892,71.4892,5009.05,5009.05,5009.05,174594,174594,174594,149519,149519,149519,4631.63,4631.63,4631.63,1.10434e+08,1.10434e+08,1.10434e+08,0.0406412,0.0406412,0.0406412,0.139609,0.139609,0.139609
4,4.41831e+06,4.41831e+06,4.41831e+06,25.9997,25.9997,25.9997,88.8075,88.8075,88.8075,6.56636e+06,6.56636e+06,6.56636e+06,5.00225e+06,5.00225e+06,5.00225e+06,19.2395,19.2395,19.2395,86.2122,86.2122,86.2122,4958.71,4958.71,4958.71,165712,165712,165712,141905,141905,141905,4594.97,4594.97,4594.97,1.1043e+08,1.1043e+08,1.1043e+08,0.0383345,0.0383345,0.0383345,0.168107,0.168107,0.168107
5,4.44033e+06,4.44033e+06,4.44033e+06,24.8765,24.8765,24.8765,108.287,108.287,108.287,6.57362e+06,6.57362e+06,6.57362e+06,5.00174e+06,5.00174e+06,5.00174e+06,18.3148,18.3148,18.3148,104.718,104.718,104.718,4955.36,4955.36,4955.36,157282,157282,157282,134679,134679,134679,4602.44,4602.44,4602.44,1.10426e+08,1.10426e+08,1.10426e+08,0.0364516,0.0364516,0.0364516,0.203877,0.203877,0.203877
6,4.46228e+06,4.46228e+06,4.46228e+06,23.9912,23.9912,23.9912,133.015,133.015,133.015,6.58038e+06,6.58038e+06,6.58038e+06,5.00123e+06,5.00123e+06,5.00123e+06,17.574,17.574,17.574,128.131,128.131,128.131,5008.37,5008.37,5008.37,149282,149282,149282,127821,127821,127821,4662.82,4662.82,4662.82,1.10421e+08,1.10421e+08,1.10421e+08,0.0349394,0.0349394,0.0349394,0.249066,0.249066,0.249066
7,4.48415e+06,4.48415e+06,4.48415e+06,23.3193,23.3193,23.3193,164.61,164.61,164.61,6.58665e+06,6.58665e+06,6.58665e+06,5.00073e+06,5.00073e+06,5.00073e+06,16.9964,16.9964,16.9964,157.944,157.944,157.944,5130.24,5130.24,5130.24,141690,141690,141690,121312,121312,121312,4787.76,4787.76,4787.76,1.10416e+08,1.10416e+08,1.10416e+08,0.0337558,0.0337558,0.0337558,0.30653,0.30653,0.30653
8,4.5059e+06,4.5059e+06,4.5059e+06,22.8415,22.8415,22.8415,205.244,205.244,205.244,6.59244e+06,6.59244e+06,6.59244e+06,5.00023e+06,5.00023e+06,5.00023e+06,16.5657,16.5657,16.5657,196.155,196.155,196.155,5337.64,5337.64,5337.64,134485,134485,134485,115136,115136,115136,4992.72,4992.72,4992.72,1.1041e+08,1.1041e+08,1.1041e+08,0.0328677,0.0328677,0.0328677,0.380081,0.380081,0.380081
9,4.52752e+06,4.52752e+06,4.52752e+06,22.5432,22.5432,22.5432,257.841,257.841,257.841,6.59774e+06,6.59774e+06,6.59774e+06,4.99975e+06,4.99975e+06,4.99975e+06,16.2694,16.2694,16.2694,245.444,245.444,245.444,5652.82,5652.82,5652.82,127649,127649,127649,109276,109276,109276,5298.34,5298.34,5298.34,1.10405e+08,1.10405e+08,1.10405e+08,0.0322491,0.0322491,0.0322491,0.474835,0.474835,0.474835
