index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
265,1.55468,3.86573,6.58686,1.18559,1.21172,0,0,0,0,0,0,17.3152,16.8874,2.60321,0.219623,0.762221,0.436865,0.513441,-0.203181,-0.732547,5.37052,0.126158,0.203789,-20807.9
