index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1771,1.54152,4.36835,4.77801,1.33602,1.08289,0,0,0,0,0,0,15.714,20.8941,5.47746,0.0811602,0.895617,0.429507,0.393801,1.49666,-0.068507,3.16635,0.136747,0.163255,-3547.65
