index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,5.20441e+06,2504.86,1312.68,7.03911e+06,5.9239e+06,2012.02,1251.97,36253.7,159941,132139,33908.4,1.08172e+08,0,0,0,0
0,1,5.21597e+06,2410.75,1408.82,7.04808e+06,5.9208e+06,1931.43,1342.73,36858,153088,126319,34539.8,1.08166e+08,2.54003,1.85615,2.79284,0
0,2,5.22746e+06,2328.14,1517.18,7.05619e+06,5.91797e+06,1860.22,1444.55,37686.1,146575,120786,35376.7,1.08168e+08,2.44592,1.99477,3.38065,2.64487
0,3,5.23881e+06,2255.73,1638.9,7.06342e+06,5.91539e+06,1797.62,1558.71,38753.2,140402,115538,36432.9,1.0817e+08,2.36315,2.15045,2.50682,2.30583
0,4,5.24996e+06,2192.72,1775.6,7.06977e+06,5.91308e+06,1742.96,1686.7,40077.5,134566,110574,37725.4,1.08171e+08,2.29074,2.32517,2.11639,0.704963
0,5,5.26085e+06,2138.36,1929.02,7.07523e+06,5.91103e+06,1695.58,1830.1,41679.7,129064,105891,39273.3,1.08173e+08,2.22787,2.52115,0.645577,1.08222
0,6,5.27138e+06,2091.92,2101.1,7.07977e+06,5.90926e+06,1654.88,1990.69,43584,123889,101484,41099.1,1.08174e+08,2.17375,2.74087,2.02557,2.63364
0,7,5.28149e+06,2052.76,2293.93,7.08338e+06,5.90776e+06,1620.3,2170.36,45818,119035,97346.7,43228,1.08174e+08,2.12767,2.987,0.284253,4.69569
0,8,5.2911e+06,2020.25,2509.74,7.08602e+06,5.90656e+06,1591.33,2371.15,48412.5,114492,93471.9,45688.6,1.08175e+08,2.08893,3.26246,0.04574,5.84669
0,9,5.30011e+06,1993.78,2750.9,7.08766e+06,5.90567e+06,1567.48,2595.19,51402.3,110253,89852.1,48512.4,1.08176e+08,2.05692,3.57029,1.16709,1.52348
