time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.30179e+06,3.30179e+06,3.30179e+06,16250.5,16250.5,16250.5,203.419,203.419,203.419,7.52076e+06,7.52076e+06,7.52076e+06,8.49013e+06,8.49013e+06,8.49013e+06,15253.7,15253.7,15253.7,168.696,168.696,168.696,237440,237440,237440,612950,612950,612950,554370,554370,554370,181519,181519,181519,1.05778e+08,1.05778e+08,1.05778e+08,0,0,0,0,0,0
1,3.27939e+06,3.27939e+06,3.27939e+06,14860.6,14860.6,14860.6,163.502,163.502,163.502,7.54247e+06,7.54247e+06,7.54247e+06,8.45575e+06,8.45575e+06,8.45575e+06,13995.3,13995.3,13995.3,137.004,137.004,137.004,229271,229271,229271,635465,635465,635465,576347,576347,576347,175310,175310,175310,1.05785e+08,1.05785e+08,1.05785e+08,17.9953,17.9953,17.9953,0.245195,0.245195,0.245195
2,3.26137e+06,3.26137e+06,3.26137e+06,13406.3,13406.3,13406.3,130.86,130.86,130.86,7.565e+06,7.565e+06,7.565e+06,8.425e+06,8.425e+06,8.425e+06,12653.1,12653.1,12653.1,110.635,110.635,110.635,221297,221297,221297,653027,653027,653027,593740,593740,593740,169245,169245,169245,1.05802e+08,1.05802e+08,1.05802e+08,16.3652,16.3652,16.3652,0.197512,0.197512,0.197512
3,3.2477e+06,3.2477e+06,3.2477e+06,11959.1,11959.1,11959.1,104.499,104.499,104.499,7.58815e+06,7.58815e+06,7.58815e+06,8.39795e+06,8.39795e+06,8.39795e+06,11301.8,11301.8,11301.8,89.0313,89.0313,89.0313,213530,213530,213530,665738,665738,665738,606588,606588,606588,163334,163334,163334,1.05819e+08,1.05819e+08,1.05819e+08,14.6916,14.6916,14.6916,0.158483,0.158483,0.158483
4,3.23821e+06,3.23821e+06,3.23821e+06,10575.3,10575.3,10575.3,83.44,83.44,83.44,7.61174e+06,7.61174e+06,7.61174e+06,8.37449e+06,8.37449e+06,8.37449e+06,9998.27,9998.27,9998.27,71.551,71.551,71.551,205979,205979,205979,673881,673881,673881,615119,615119,615119,157582,157582,157582,1.05837e+08,1.05837e+08,1.05837e+08,13.0524,13.0524,13.0524,0.126944,0.126944,0.126944
5,3.23261e+06,3.23261e+06,3.23261e+06,9291.89,9291.89,9291.89,66.7516,66.7516,66.7516,7.6356e+06,7.6356e+06,7.6356e+06,8.3544e+06,8.3544e+06,8.3544e+06,8781.48,8781.48,8781.48,57.5435,57.5435,57.5435,198650,198650,198650,677866,677866,677866,619689,619689,619689,151996,151996,151996,1.05854e+08,1.05854e+08,1.05854e+08,11.504,11.504,11.504,0.101715,0.101715,0.101715
6,3.23052e+06,3.23052e+06,3.23052e+06,8129.48,8129.48,8129.48,53.6002,53.6002,53.6002,7.65956e+06,7.65956e+06,7.65956e+06,8.33735e+06,8.33735e+06,8.33735e+06,7674.13,7674.13,7674.13,46.3992,46.3992,46.3992,191547,191547,191547,678169,678169,678169,620731,620731,620731,146578,146578,146578,1.05872e+08,1.05872e+08,1.05872e+08,10.0814,10.0814,10.0814,0.0816847,0.0816847,0.0816847
7,3.23157e+06,3.23157e+06,3.23157e+06,7095.64,7095.64,7095.64,43.2718,43.2718,43.2718,7.6835e+06,7.6835e+06,7.6835e+06,8.32301e+06,8.32301e+06,8.32301e+06,6686.02,6686.02,6686.02,37.5764,37.5764,37.5764,184671,184671,184671,675288,675288,675288,618706,618706,618706,141330,141330,141330,1.05889e+08,1.05889e+08,1.05889e+08,8.80233,8.80233,8.80233,0.0658647,0.0658647,0.0658647
8,3.23537e+06,3.23537e+06,3.23537e+06,6188.91,6188.91,6188.91,35.1734,35.1734,35.1734,7.70729e+06,7.70729e+06,7.70729e+06,8.31103e+06,8.31103e+06,8.31103e+06,5817.55,5817.55,5817.55,30.6121,30.6121,30.6121,178019,178019,178019,669711,669711,669711,614075,614075,614075,136251,136251,136251,1.05906e+08,1.05906e+08,1.05906e+08,7.6714,7.6714,7.6714,0.0534095,0.0534095,0.0534095
9,3.24155e+06,3.24155e+06,3.24155e+06,5402.01,5402.01,5402.01,28.8245,28.8245,28.8245,7.73085e+06,7.73085e+06,7.73085e+06,8.30109e+06,8.30109e+06,8.30109e+06,5062.97,5062.97,5062.97,25.1221,25.1221,25.1221,171591,171591,171591,661895,661895,661895,607272,607272,607272,131341,131341,131341,1.05922e+08,1.05922e+08,1.05922e+08,6.68407,6.68407,6.68407,0.0436177,0.0436177,0.0436177
10,3.24979e+06,3.24979e+06,3.24979e+06,4724.43,4724.43,4724.43,23.8423,23.8423,23.8423,7.75409e+06,7.75409e+06,7.75409e+06,8.29287e+06,8.29287e+06,8.29287e+06,4412.96,4412.96,4412.96,20.7945,20.7945,20.7945,165382,165382,165382,652252,652252,652252,598691,598691,598691,126596,126596,126596,1.05938e+08,1.05938e+08,1.05938e+08,5.83034,5.83034,5.83034,0.0359204,0.0359204,0.0359204
11,3.25979e+06,3.25979e+06,3.25979e+06,4144.28,4144.28,4144.28,19.9256,19.9256,19.9256,7.77696e+06,7.77696e+06,7.77696e+06,8.28611e+06,8.28611e+06,8.28611e+06,3856.51,3856.51,3856.51,17.3798,17.3798,17.3798,159387,159387,159387,641149,641149,641149,588685,588685,588685,122014,122014,122014,1.05953e+08,1.05953e+08,1.05953e+08,5.09731,5.09731,5.09731,0.0298636,0.0298636,0.0298636
12,3.27128e+06,3.27128e+06,3.27128e+06,3649.52,3649.52,3649.52,16.8396,16.8396,16.8396,7.79939e+06,7.79939e+06,7.79939e+06,8.28056e+06,8.28056e+06,8.28056e+06,3382.25,3382.25,3382.25,14.6813,14.6813,14.6813,153602,153602,153602,628903,628903,628903,577560,577560,577560,117591,117591,117591,1.05968e+08,1.05968e+08,1.05968e+08,4.47111,4.47111,4.47111,0.0250897,0.0250897,0.0250897
13,3.28405e+06,3.28405e+06,3.28405e+06,3228.72,3228.72,3228.72,14.4023,14.4023,14.4023,7.82135e+06,7.82135e+06,7.82135e+06,8.27602e+06,8.27602e+06,8.27602e+06,2979.25,2979.25,2979.25,12.5448,12.5448,12.5448,148021,148021,148021,615786,615786,615786,565577,565577,565577,113323,113323,113323,1.05983e+08,1.05983e+08,1.05983e+08,3.93802,3.93802,3.93802,0.0213192,0.0213192,0.0213192
14,3.2979e+06,3.2979e+06,3.2979e+06,2871.42,2871.42,2871.42,12.4734,12.4734,12.4734,7.84282e+06,7.84282e+06,7.84282e+06,8.2723e+06,8.2723e+06,8.2723e+06,2637.44,2637.44,2637.44,10.8501,10.8501,10.8501,142638,142638,142638,602027,602027,602027,552961,552961,552961,109206,109206,109206,1.05996e+08,1.05996e+08,1.05996e+08,3.48524,3.48524,3.48524,0.018335,0.018335,0.018335
15,3.31266e+06,3.31266e+06,3.31266e+06,2568.37,2568.37,2568.37,10.9446,10.9446,10.9446,7.86376e+06,7.86376e+06,7.86376e+06,8.26927e+06,8.26927e+06,8.26927e+06,2347.84,2347.84,2347.84,9.50422,9.50422,9.50422,137447,137447,137447,587822,587822,587822,539896,539896,539896,105235,105235,105235,1.06009e+08,1.06009e+08,1.06009e+08,3.10121,3.10121,3.10121,0.015969,0.015969,0.015969
16,3.3282e+06,3.3282e+06,3.3282e+06,2311.5,2311.5,2311.5,9.73257,9.73257,9.73257,7.88418e+06,7.88418e+06,7.88418e+06,8.26679e+06,8.26679e+06,8.26679e+06,2102.63,2102.63,2102.63,8.4349,8.4349,8.4349,132442,132442,132442,573330,573330,573330,526539,526539,526539,101407,101407,101407,1.06022e+08,1.06022e+08,1.06022e+08,2.77578,2.77578,2.77578,0.0140915,0.0140915,0.0140915
17,3.34439e+06,3.34439e+06,3.34439e+06,2093.91,2093.91,2093.91,8.77329,8.77329,8.77329,7.90405e+06,7.90405e+06,7.90405e+06,8.26475e+06,8.26475e+06,8.26475e+06,1895.08,1895.08,1895.08,7.5864,7.5864,7.5864,127618,127618,127618,558685,558685,558685,513020,513020,513020,97715.5,97715.5,97715.5,1.06033e+08,1.06033e+08,1.06033e+08,2.50014,2.50014,2.50014,0.0126023,0.0126023,0.0126023
18,3.36114e+06,3.36114e+06,3.36114e+06,1909.72,1909.72,1909.72,8.01742,8.01742,8.01742,7.92337e+06,7.92337e+06,7.92337e+06,8.26307e+06,8.26307e+06,8.26307e+06,1719.47,1719.47,1719.47,6.9156,6.9156,6.9156,122968,122968,122968,543997,543997,543997,499443,499443,499443,94157.3,94157.3,94157.3,1.06045e+08,1.06045e+08,1.06045e+08,2.2668,2.2668,2.2668,0.0114243,0.0114243,0.0114243
19,3.37835e+06,3.37835e+06,3.37835e+06,1754.01,1754.01,1754.01,7.42704,7.42704,7.42704,7.94215e+06,7.94215e+06,7.94215e+06,8.26167e+06,8.26167e+06,8.26167e+06,1570.99,1570.99,1570.99,6.38921,6.38921,6.38921,118486,118486,118486,529357,529357,529357,485896,485896,485896,90727.7,90727.7,90727.7,1.06055e+08,1.06055e+08,1.06055e+08,2.06941,2.06941,2.06941,0.0104978,0.0104978,0.0104978
20,3.39596e+06,3.39596e+06,3.39596e+06,1622.65,1622.65,1622.65,6.97305,6.97305,6.97305,7.96038e+06,7.96038e+06,7.96038e+06,8.26048e+06,8.26048e+06,8.26048e+06,1445.62,1445.62,1445.62,5.98157,5.98157,5.98157,114167,114167,114167,514841,514841,514841,472452,472452,472452,87422.3,87422.3,87422.3,1.06065e+08,1.06065e+08,1.06065e+08,1.90266,1.90266,1.90266,0.00977713,0.00977713,0.00977713
