index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
389,1.25637,5.1164,7.61143,0.917518,1.0093,0,0,0,0,0,0,7.89923,7.5908,2.49392,0.115537,0.703907,0.631776,0.374299,-0.417818,-0.274872,2.33197,0.122978,0.228016,-15426
