time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,7.45895e+06,7.45895e+06,7.45895e+06,5493.45,5493.45,5493.45,90.5577,90.5577,90.5577,6.72273e+06,6.72273e+06,6.72273e+06,7.52048e+06,7.52048e+06,7.52048e+06,4644.51,4644.51,4644.51,68.3307,68.3307,68.3307,25192.9,25192.9,25192.9,59612.1,59612.1,59612.1,50892,50892,50892,21728.8,21728.8,21728.8,1.04839e+08,1.04839e+08,1.04839e+08,0,0,0,0,0,0
1,7.46388e+06,7.46388e+06,7.46388e+06,6681.5,6681.5,6681.5,93.0939,93.0939,93.0939,6.72582e+06,6.72582e+06,6.72582e+06,7.50684e+06,7.50684e+06,7.50684e+06,5635.16,5635.16,5635.16,70.2833,70.2833,70.2833,23827.5,23827.5,23827.5,70938.6,70938.6,70938.6,60420.7,60420.7,60420.7,20526.6,20526.6,20526.6,1.04824e+08,1.04824e+08,1.04824e+08,4.69308,4.69308,4.69308,0.116948,0.116948,0.116948
2,7.4652e+06,7.4652e+06,7.4652e+06,8112.09,8112.09,8112.09,95.7796,95.7796,95.7796,6.72972e+06,6.72972e+06,6.72972e+06,7.49013e+06,7.49013e+06,7.49013e+06,6825.11,6825.11,6825.11,72.3264,72.3264,72.3264,22555,22555,22555,84798.9,84798.9,84798.9,72053.3,72053.3,72053.3,19405.4,19405.4,19405.4,1.04818e+08,1.04818e+08,1.04818e+08,5.69713,5.69713,5.69713,0.1203,0.1203,0.1203
3,7.46221e+06,7.46221e+06,7.46221e+06,9817.17,9817.17,9817.17,98.5135,98.5135,98.5135,6.73462e+06,6.73462e+06,6.73462e+06,7.46977e+06,7.46977e+06,7.46977e+06,8240.28,8240.28,8240.28,74.4537,74.4537,74.4537,21369.8,21369.8,21369.8,101676,101676,101676,86184.9,86184.9,86184.9,18360.3,18360.3,18360.3,1.04813e+08,1.04813e+08,1.04813e+08,6.89872,6.89872,6.89872,0.123787,0.123787,0.123787
4,7.45416e+06,7.45416e+06,7.45416e+06,11823.6,11823.6,11823.6,101.218,101.218,101.218,6.74072e+06,6.74072e+06,6.74072e+06,7.44515e+06,7.44515e+06,7.44515e+06,9902.07,9902.07,9902.07,76.6238,76.6238,76.6238,20266.3,20266.3,20266.3,122097,122097,122097,103246,103246,103246,17386.7,17386.7,17386.7,1.0481e+08,1.0481e+08,1.0481e+08,8.32052,8.32052,8.32052,0.127329,0.127329,0.127329
5,7.44023e+06,7.44023e+06,7.44023e+06,14145.4,14145.4,14145.4,103.795,103.795,103.795,6.74827e+06,6.74827e+06,6.74827e+06,7.41561e+06,7.41561e+06,7.41561e+06,11821.1,11821.1,11821.1,78.7789,78.7789,78.7789,19239.2,19239.2,19239.2,146607,146607,146607,123680,123680,123680,16480.1,16480.1,16480.1,1.04807e+08,1.04807e+08,1.04807e+08,9.97833,9.97833,9.97833,0.130826,0.130826,0.130826
6,7.41962e+06,7.41962e+06,7.41962e+06,16774.5,16774.5,16774.5,106.127,106.127,106.127,6.75757e+06,6.75757e+06,6.75757e+06,7.38051e+06,7.38051e+06,7.38051e+06,13989.9,13989.9,13989.9,80.8473,80.8473,80.8473,18283.1,18283.1,18283.1,175728,175728,175728,147907,147907,147907,15636,15636,15636,1.04806e+08,1.04806e+08,1.04806e+08,11.8747,11.8747,11.8747,0.134153,0.134153,0.134153
7,7.39164e+06,7.39164e+06,7.39164e+06,19670.2,19670.2,19670.2,108.08,108.08,108.08,6.76892e+06,6.76892e+06,6.76892e+06,7.33929e+06,7.33929e+06,7.33929e+06,16374.2,16374.2,16374.2,82.743,82.743,82.743,17392.9,17392.9,17392.9,209887,209887,209887,176274,176274,176274,14850.3,14850.3,14850.3,1.04806e+08,1.04806e+08,1.04806e+08,13.9913,13.9913,13.9913,0.137161,0.137161,0.137161
8,7.35578e+06,7.35578e+06,7.35578e+06,22749,22749,22749,109.508,109.508,109.508,6.78266e+06,6.78266e+06,6.78266e+06,7.29154e+06,7.29154e+06,7.29154e+06,18904.6,18904.6,18904.6,84.3686,84.3686,84.3686,16563.3,16563.3,16563.3,249334,249334,249334,208973,208973,208973,14118.7,14118.7,14118.7,1.04809e+08,1.04809e+08,1.04809e+08,16.2811,16.2811,16.2811,0.139682,0.139682,0.139682
9,7.31186e+06,7.31186e+06,7.31186e+06,25877.4,25877.4,25877.4,110.268,110.268,110.268,6.79914e+06,6.79914e+06,6.79914e+06,7.23714e+06,7.23714e+06,7.23714e+06,21470.9,21470.9,21470.9,85.6208,85.6208,85.6208,15788.8,15788.8,15788.8,294033,294033,294033,245964,245964,245964,13437,13437,13437,1.04813e+08,1.04813e+08,1.04813e+08,18.661,18.661,18.661,0.141535,0.141535,0.141535
