time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,5.80025e+06,5.80025e+06,5.80025e+06,1684.78,1684.78,1684.78,37.7829,37.7829,37.7829,7.32867e+06,7.32867e+06,7.32867e+06,6.02209e+06,6.02209e+06,6.02209e+06,1348.99,1348.99,1348.99,36.7552,36.7552,36.7552,29501.7,29501.7,29501.7,641697,641697,641697,531674,531674,531674,26097.8,26097.8,26097.8,1.06325e+08,1.06325e+08,1.06325e+08,0,0,0,0,0,0
1,5.81861e+06,5.81861e+06,5.81861e+06,1447.72,1447.72,1447.72,39.6554,39.6554,39.6554,7.35455e+06,7.35455e+06,7.35455e+06,6.01949e+06,6.01949e+06,6.01949e+06,1155.23,1155.23,1155.23,38.5991,38.5991,38.5991,28354,28354,28354,618515,618515,618515,512354,512354,512354,25091.1,25091.1,25091.1,1.06329e+08,1.06329e+08,1.06329e+08,1.1401,1.1401,1.1401,0.0706318,0.0706318,0.0706318
2,5.83747e+06,5.83747e+06,5.83747e+06,1249.31,1249.31,1249.31,41.818,41.818,41.818,7.37944e+06,7.37944e+06,7.37944e+06,6.01727e+06,6.01727e+06,6.01727e+06,993.333,993.333,993.333,40.7136,40.7136,40.7136,27259.7,27259.7,27259.7,595774,595774,595774,493410,493410,493410,24131.6,24131.6,24131.6,1.0634e+08,1.0634e+08,1.0634e+08,0.980178,0.980178,0.980178,0.0743267,0.0743267,0.0743267
3,5.85675e+06,5.85675e+06,5.85675e+06,1082.72,1082.72,1082.72,44.2916,44.2916,44.2916,7.40335e+06,7.40335e+06,7.40335e+06,6.01534e+06,6.01534e+06,6.01534e+06,857.775,857.775,857.775,43.1225,43.1225,43.1225,26217.2,26217.2,26217.2,573541,573541,573541,474897,474897,474897,23218.2,23218.2,23218.2,1.06351e+08,1.06351e+08,1.06351e+08,0.846249,0.846249,0.846249,0.078559,0.078559,0.078559
4,5.87637e+06,5.87637e+06,5.87637e+06,942.559,942.559,942.559,47.1093,47.1093,47.1093,7.4263e+06,7.4263e+06,7.4263e+06,6.01367e+06,6.01367e+06,6.01367e+06,744.033,744.033,744.033,45.8577,45.8577,45.8577,25225.3,25225.3,25225.3,551866,551866,551866,456858,456858,456858,22349.6,22349.6,22349.6,1.0636e+08,1.0636e+08,1.0636e+08,0.733829,0.733829,0.733829,0.0833805,0.0833805,0.0833805
5,5.89628e+06,5.89628e+06,5.89628e+06,824.345,824.345,824.345,50.3106,50.3106,50.3106,7.44833e+06,7.44833e+06,7.44833e+06,6.0122e+06,6.0122e+06,6.0122e+06,648.36,648.36,648.36,48.9567,48.9567,48.9567,24282.5,24282.5,24282.5,530787,530787,530787,439321,439321,439321,21524.9,21524.9,21524.9,1.06369e+08,1.06369e+08,1.06369e+08,0.639246,0.639246,0.639246,0.0888566,0.0888566,0.0888566
6,5.91643e+06,5.91643e+06,5.91643e+06,724.393,724.393,724.393,53.9433,53.9433,53.9433,7.46946e+06,7.46946e+06,7.46946e+06,6.01089e+06,6.01089e+06,6.01089e+06,567.682,567.682,567.682,52.4643,52.4643,52.4643,23388,23388,23388,510327,510327,510327,422305,422305,422305,20743,20743,20743,1.06377e+08,1.06377e+08,1.06377e+08,0.559473,0.559473,0.559473,0.0950657,0.0950657,0.0950657
7,5.93679e+06,5.93679e+06,5.93679e+06,639.666,639.666,639.666,58.064,58.064,58.064,7.48971e+06,7.48971e+06,7.48971e+06,6.00973e+06,6.00973e+06,6.00973e+06,499.467,499.467,499.467,56.4341,56.4341,56.4341,22540.7,22540.7,22540.7,490501,490501,490501,405823,405823,405823,20003.4,20003.4,20003.4,1.06384e+08,1.06384e+08,1.06384e+08,0.492019,0.492019,0.492019,0.102101,0.102101,0.102101
8,5.95731e+06,5.95731e+06,5.95731e+06,567.657,567.657,567.657,62.7404,62.7404,62.7404,7.5091e+06,7.5091e+06,7.5091e+06,6.00868e+06,6.00868e+06,6.00868e+06,441.635,441.635,441.635,60.9298,60.9298,60.9298,21740,21740,21740,471318,471318,471318,389880,389880,389880,19305.4,19305.4,19305.4,1.06391e+08,1.06391e+08,1.06391e+08,0.434832,0.434832,0.434832,0.110075,0.110075,0.110075
9,5.97797e+06,5.97797e+06,5.97797e+06,506.3,506.3,506.3,68.053,68.053,68.053,7.52768e+06,7.52768e+06,7.52768e+06,6.00772e+06,6.00772e+06,6.00772e+06,392.474,392.474,392.474,66.0267,66.0267,66.0267,20985.5,20985.5,20985.5,452779,452779,452779,374477,374477,374477,18648.7,18648.7,18648.7,1.06397e+08,1.06397e+08,1.06397e+08,0.38622,0.38622,0.38622,0.11912,0.11912,0.11912
