index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
324,1.06347,8.99331,7.92119,0.16119,0.768189,0,0,0,0,0,0,7.64973,4.08487,10.376,0.192683,0.868483,0.235516,0.139431,3.66204,2.33538,11.659,0.0878372,0.408118,-5032.57
