time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,3.27278e+07,3.27278e+07,3.27278e+07,1921.24,1921.24,1921.24,3313.29,3313.29,3313.29,1.35428e+07,1.35428e+07,1.35428e+07,2.96466e+07,2.96466e+07,2.96466e+07,1230.05,1230.05,1230.05,969.042,969.042,969.042,17554.2,17554.2,17554.2,10178.5,10178.5,10178.5,6516.36,6516.36,6516.36,5133.75,5133.75,5133.75,5.07443e+07,5.07443e+07,5.07443e+07,0,0,0,0,0,0
1,3.27317e+07,3.27317e+07,3.27317e+07,1953.35,1953.35,1953.35,3368.6,3368.6,3368.6,1.35434e+07,1.35434e+07,1.35434e+07,2.9648e+07,2.9648e+07,2.9648e+07,1250.51,1250.51,1250.51,985.127,985.127,985.127,17591.3,17591.3,17591.3,10200.2,10200.2,10200.2,6530.28,6530.28,6530.28,5144.62,5144.62,5144.62,5.07383e+07,5.07383e+07,5.07383e+07,1.433,1.433,1.433,2.1547,2.1547,2.1547
2,3.27353e+07,3.27353e+07,3.27353e+07,1982.73,1982.73,1982.73,3419.31,3419.31,3419.31,1.3544e+07,1.3544e+07,1.3544e+07,2.96493e+07,2.96493e+07,2.96493e+07,1269.24,1269.24,1269.24,999.885,999.885,999.885,17725.6,17725.6,17725.6,10278.3,10278.3,10278.3,6580.05,6580.05,6580.05,5183.75,5183.75,5183.75,5.07411e+07,5.07411e+07,5.07411e+07,1.45571,1.45571,1.45571,2.18885,2.18885,2.18885
3,3.27387e+07,3.27387e+07,3.27387e+07,2009.47,2009.47,2009.47,3465.52,3465.52,3465.52,1.35446e+07,1.35446e+07,1.35446e+07,2.96507e+07,2.96507e+07,2.96507e+07,1286.28,1286.28,1286.28,1013.34,1013.34,1013.34,17908.3,17908.3,17908.3,10384.2,10384.2,10384.2,6647.58,6647.58,6647.58,5236.95,5236.95,5236.95,5.07439e+07,5.07439e+07,5.07439e+07,1.47641,1.47641,1.47641,2.22004,2.22004,2.22004
4,3.2742e+07,3.2742e+07,3.2742e+07,2033.87,2033.87,2033.87,3507.74,3507.74,3507.74,1.35453e+07,1.35453e+07,1.35453e+07,2.96521e+07,2.96521e+07,2.96521e+07,1301.82,1301.82,1301.82,1025.63,1025.63,1025.63,18110.9,18110.9,18110.9,10501.5,10501.5,10501.5,6722.38,6722.38,6722.38,5295.94,5295.94,5295.94,5.07467e+07,5.07467e+07,5.07467e+07,1.49527,1.49527,1.49527,2.24851,2.24851,2.24851
5,3.2745e+07,3.2745e+07,3.2745e+07,2056.15,2056.15,2056.15,3546.38,3546.38,3546.38,1.35459e+07,1.35459e+07,1.35459e+07,2.96536e+07,2.96536e+07,2.96536e+07,1316.03,1316.03,1316.03,1036.87,1036.87,1036.87,18317.5,18317.5,18317.5,10621,10621,10621,6798.51,6798.51,6798.51,5356.07,5356.07,5356.07,5.07496e+07,5.07496e+07,5.07496e+07,1.51248,1.51248,1.51248,2.27453,2.27453,2.27453
6,3.27479e+07,3.27479e+07,3.27479e+07,2076.57,2076.57,2076.57,3581.83,3581.83,3581.83,1.35466e+07,1.35466e+07,1.35466e+07,2.96552e+07,2.96552e+07,2.96552e+07,1329.05,1329.05,1329.05,1047.2,1047.2,1047.2,18519.2,18519.2,18519.2,10737.5,10737.5,10737.5,6872.78,6872.78,6872.78,5414.81,5414.81,5414.81,5.07527e+07,5.07527e+07,5.07527e+07,1.52824,1.52824,1.52824,2.29837,2.29837,2.29837
7,3.27507e+07,3.27507e+07,3.27507e+07,2095.35,2095.35,2095.35,3614.47,3614.47,3614.47,1.35473e+07,1.35473e+07,1.35473e+07,2.96568e+07,2.96568e+07,2.96568e+07,1341.02,1341.02,1341.02,1056.7,1056.7,1056.7,18711.8,18711.8,18711.8,10848.6,10848.6,10848.6,6943.59,6943.59,6943.59,5470.87,5470.87,5470.87,5.07557e+07,5.07557e+07,5.07557e+07,1.5427,1.5427,1.5427,2.32029,2.32029,2.32029
8,3.27533e+07,3.27533e+07,3.27533e+07,2112.69,2112.69,2112.69,3644.64,3644.64,3644.64,1.35481e+07,1.35481e+07,1.35481e+07,2.96585e+07,2.96585e+07,2.96585e+07,1352.08,1352.08,1352.08,1065.5,1065.5,1065.5,18893.2,18893.2,18893.2,10953.1,10953.1,10953.1,7010.26,7010.26,7010.26,5523.72,5523.72,5523.72,5.07589e+07,5.07589e+07,5.07589e+07,1.55602,1.55602,1.55602,2.3405,2.3405,2.3405
9,3.27558e+07,3.27558e+07,3.27558e+07,2128.78,2128.78,2128.78,3672.66,3672.66,3672.66,1.35489e+07,1.35489e+07,1.35489e+07,2.96603e+07,2.96603e+07,2.96603e+07,1362.35,1362.35,1362.35,1073.66,1073.66,1073.66,19063.2,19063.2,19063.2,11051,11051,11051,7072.67,7072.67,7072.67,5573.25,5573.25,5573.25,5.07621e+07,5.07621e+07,5.07621e+07,1.56836,1.56836,1.56836,2.35923,2.35923,2.35923
