index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
212,1.79515,6.03927,5.40494,1.61339,1.60045,0,0,0,0,0,0,29.9422,29.7204,2.77595,0.0895492,0.885573,0.623415,0.781465,-3.00007,-2.77622,11.4098,0.171486,0.176202,-15785.1
