1.13053,0.259032,2.04887,-0.306353,-0.319239,0,0,0.176577,0.161927,0.244672,0.323664,0.0160487,0.028255,0.296843,0.144833,0.139653,-0.0550586,-0.00908767
0.259032,0.894937,0.978042,-0.12862,-0.143878,0,0,0.118072,0.108438,0.162153,0.230785,0.0223166,0.0102924,0.193672,0.0971116,0.0828192,-0.0291666,-0.00275773
2.04887,0.978042,9.12562,-0.795229,-0.83206,0,0,0.636652,0.613608,0.836594,1.08026,0.0196375,0.100216,1.04756,0.507921,0.52491,-0.162667,-0.0676287
-0.306353,-0.12862,-0.795229,0.177589,0.166602,0,0,-0.124627,-0.130356,-0.137377,-0.180351,0.00615041,0.00404415,-0.166765,-0.0839084,-0.0837593,0.0155757,0.00983358
-0.319239,-0.143878,-0.83206,0.166602,0.170552,0,0,-0.125625,-0.122731,-0.144167,-0.191146,0.00318413,0.00365107,-0.17904,-0.0888934,-0.0885839,0.0206422,0.00641193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.176577,0.118072,0.636652,-0.124627,-0.125625,0,0,0.104472,0.10395,0.116874,0.154295,-0.00345431,-0.00468244,0.143606,0.072489,0.0720476,-0.0154097,-0.00606035
0.161927,0.108438,0.613608,-0.130356,-0.122731,0,0,0.10395,0.109264,0.112946,0.147637,-0.00425171,-0.005418,0.13654,0.0694768,0.0686797,-0.0114699,-0.00892051
0.244672,0.162153,0.836594,-0.137377,-0.144167,0,0,0.116874,0.112946,0.150335,0.203898,0.0102363,0.00843662,0.187131,0.0947571,0.0911016,-0.0255433,-0.00747942
0.323664,0.230785,1.08026,-0.180351,-0.191146,0,0,0.154295,0.147637,0.203898,0.291481,0.012023,0.0185558,0.25582,0.130937,0.124259,-0.0376233,-0.00897298
0.0160487,0.0223166,0.0196375,0.00615041,0.00318413,0,0,-0.00345431,-0.00425171,0.0102363,0.012023,0.0412425,-0.000853388,0.0113453,0.0045131,-0.000347155,-0.00225899,0.00139183
0.028255,0.0102924,0.100216,0.00404415,0.00365107,0,0,-0.00468244,-0.005418,0.00843662,0.0185558,-0.000853388,0.0400039,0.0117352,0.00870122,0.00506481,-0.0112098,-0.00665576
0.296843,0.193672,1.04756,-0.166765,-0.17904,0,0,0.143606,0.13654,0.187131,0.25582,0.0113453,0.0117352,0.247561,0.121072,0.119256,-0.0336522,-0.00890151
0.144833,0.0971116,0.507921,-0.0839084,-0.0888934,0,0,0.072489,0.0694768,0.0947571,0.130937,0.0045131,0.00870122,0.121072,0.0630802,0.0592873,-0.0177762,-0.0046598
0.139653,0.0828192,0.52491,-0.0837593,-0.0885839,0,0,0.0720476,0.0686797,0.0911016,0.124259,-0.000347155,0.00506481,0.119256,0.0592873,0.0634455,-0.0155747,-0.00507303
-0.0550586,-0.0291666,-0.162667,0.0155757,0.0206422,0,0,-0.0154097,-0.0114699,-0.0255433,-0.0376233,-0.00225899,-0.0112098,-0.0336522,-0.0177762,-0.0155747,0.00994936,0.000396976
-0.00908767,-0.00275773,-0.0676287,0.00983358,0.00641193,0,0,-0.00606035,-0.00892051,-0.00747942,-0.00897298,0.00139183,-0.00665576,-0.00890151,-0.0046598,-0.00507303,0.000396976,0.0047776
