0.454259,-0.0732739,-0.00237938,-0.0361103,-0.0409156,0,0,0,0,0,0,-0.0181812,-0.0332194,-0.0289327,-0.0354828,0.0113025,-0.0225473,-0.0406749,-0.025739,-0.0335669,-0.0745012,0.0110971,0.0082901
-0.0732739,0.830815,0.0684131,0.0151321,-0.0180591,0,0,0,0,0,0,0.023687,0.00536146,0.0365495,0.0652469,0.0267035,-0.0134153,0.0435859,0.0173412,0.0237228,-0.0371099,0.000425716,-0.00325458
-0.00237938,0.0684131,3.72042,-0.0251045,-0.0418885,0,0,0,0,0,0,0.0334326,0.0220555,0.0338253,0.0555818,-0.00734357,-0.0154429,0.0544113,0.0201181,0.0475319,0.040637,0.00386098,-0.00223755
-0.0361103,0.0151321,-0.0251045,0.0480414,0.030492,0,0,0,0,0,0,-0.0193632,-0.0281941,-0.0157249,-0.0220178,0.0118408,-0.0060314,-0.0211526,-0.0105204,-0.011906,-0.00850388,-0.00248492,-0.0044367
-0.0409156,-0.0180591,-0.0418885,0.030492,0.0450409,0,0,0,0,0,0,-0.0269009,-0.0156055,-0.022448,-0.0397928,0.0054539,-0.0066302,-0.0344483,-0.0153866,-0.0213514,0.00195354,-0.00317259,-0.00203214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0181812,0.023687,0.0334326,-0.0193632,-0.0269009,0,0,0,0,0,0,0.0255445,0.0201518,0.0219326,0.0359183,-0.00710317,-0.00480011,0.0332626,0.0160316,0.0216078,0.00465422,-5.66513e-06,-6.63197e-05
-0.0332194,0.00536146,0.0220555,-0.0281941,-0.0156055,0,0,0,0,0,0,0.0201518,0.0286483,0.0180532,0.0243265,-0.0106604,-0.00411527,0.0252058,0.0135425,0.0151456,0.0123025,-0.000544424,0.00084188
-0.0289327,0.0365495,0.0338253,-0.0157249,-0.022448,0,0,0,0,0,0,0.0219326,0.0180532,0.0285787,0.0431438,0.00764694,0.00074331,0.0398416,0.0204629,0.0236332,0.00450918,-0.000706921,-0.00039932
-0.0354828,0.0652469,0.0555818,-0.0220178,-0.0397928,0,0,0,0,0,0,0.0359183,0.0243265,0.0431438,0.0849017,0.00594246,0.001719,0.0616137,0.0322763,0.0390984,-0.00509589,-0.000970865,-0.000716166
0.0113025,0.0267035,-0.00734357,0.0118408,0.0054539,0,0,0,0,0,0,-0.00710317,-0.0106604,0.00764694,0.00594246,0.0542691,-0.000675246,0.00500165,0.00192543,-0.00359353,-0.0243382,-0.00050888,-0.000229249
-0.0225473,-0.0134153,-0.0154429,-0.0060314,-0.0066302,0,0,0,0,0,0,-0.00480011,-0.00411527,0.00074331,0.001719,-0.000675246,0.0455608,-0.00188071,-0.000105549,0.000643136,0.0240362,0.00192007,0.00228478
-0.0406749,0.0435859,0.0544113,-0.0211526,-0.0344483,0,0,0,0,0,0,0.0332626,0.0252058,0.0398416,0.0616137,0.00500165,-0.00188071,0.0707729,0.0317319,0.0390031,0.0106894,-0.0013188,-0.00182857
-0.025739,0.0173412,0.0201181,-0.0105204,-0.0153866,0,0,0,0,0,0,0.0160316,0.0135425,0.0204629,0.0322763,0.00192543,-0.000105549,0.0317319,0.0182435,0.0189275,0.0051444,-0.00126323,-0.000720686
-0.0335669,0.0237228,0.0475319,-0.011906,-0.0213514,0,0,0,0,0,0,0.0216078,0.0151456,0.0236332,0.0390984,-0.00359353,0.000643136,0.0390031,0.0189275,0.0300987,0.0186018,-0.000818288,-0.00104623
-0.0745012,-0.0371099,0.040637,-0.00850388,0.00195354,0,0,0,0,0,0,0.00465422,0.0123025,0.00450918,-0.00509589,-0.0243382,0.0240362,0.0106894,0.0051444,0.0186018,0.147551,0.000872035,0.00122978
0.0110971,0.000425716,0.00386098,-0.00248492,-0.00317259,0,0,0,0,0,0,-5.66513e-06,-0.000544424,-0.000706921,-0.000970865,-0.00050888,0.00192007,-0.0013188,-0.00126323,-0.000818288,0.000872035,0.00135743,0.000458028
0.0082901,-0.00325458,-0.00223755,-0.0044367,-0.00203214,0,0,0,0,0,0,-6.63197e-05,0.00084188,-0.00039932,-0.000716166,-0.000229249,0.00228478,-0.00182857,-0.000720686,-0.00104623,0.00122978,0.000458028,0.0013347
