index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,2.45099e+06,37966.9,35201.5,1.38941e+07,1.31557e+07,254642,248393,9.66315e+07,0,0,0,0
0,1,2.44813e+06,38765.3,35915,1.38708e+07,1.31325e+07,259810,253493,9.6669e+07,93.4479,191.444,93.4479,191.444
0,2,2.44048e+06,39289.4,36411.8,1.38364e+07,1.30983e+07,263354,257056,9.67458e+07,95.0627,194.799,95.0627,194.799
0,3,2.4305e+06,39438.5,36572.9,1.37977e+07,1.30603e+07,264586,258449,9.68383e+07,95.9354,196.698,95.9354,196.698
0,4,2.42089e+06,39216.9,36400.1,1.37621e+07,1.3026e+07,263409,257547,9.6929e+07,95.9261,196.848,95.9261,196.848
0,5,2.41395e+06,38711.9,35966.9,1.37356e+07,1.30016e+07,260282,254734,9.70024e+07,95.1097,195.365,95.1097,195.365
0,6,2.41113e+06,38062.7,35392.5,1.3722e+07,1.29908e+07,256046,250762,9.70478e+07,93.7347,192.708,93.7347,192.708
0,7,2.41287e+06,37419.8,34808.1,1.37222e+07,1.29939e+07,251670,246522,9.70612e+07,92.1407,189.522,92.1407,189.522
0,8,2.41866e+06,36911.7,34327.3,1.37345e+07,1.30089e+07,248021,242832,9.70453e+07,90.668,186.471,90.668,186.471
0,9,2.42726e+06,36624.6,34028.7,1.3755e+07,1.30314e+07,245719,240298,9.70077e+07,89.5882,184.102,89.5882,184.102
0,10,2.43699e+06,36595.8,33949.3,1.37791e+07,1.30563e+07,245069,239248,9.69595e+07,89.0676,182.768,89.0676,182.768
0,11,2.44611e+06,36814.1,34084.9,1.38018e+07,1.30784e+07,246058,239724,9.69124e+07,89.1563,182.602,89.1563,182.602
0,12,2.45307e+06,37225.4,34394.8,1.3819e+07,1.30935e+07,248389,241508,9.68771e+07,89.7937,183.527,89.7937,183.527
0,13,2.45684e+06,37742.7,34810.1,1.38278e+07,1.3099e+07,251533,244168,9.68611e+07,90.8243,185.286,90.8243,185.286
0,14,2.45703e+06,38260.4,35245.7,1.38272e+07,1.30942e+07,254824,247138,9.68677e+07,92.0257,187.49,92.0257,187.49
0,15,2.45399e+06,38675.4,35616.4,1.38181e+07,1.30808e+07,257585,249821,9.68956e+07,93.1488,189.683,93.1488,189.683
0,16,2.44868e+06,38908.8,35854.2,1.38032e+07,1.30621e+07,259272,251705,9.69393e+07,93.9672,191.439,93.9672,191.439
0,17,2.44248e+06,38923.8,35922.9,1.37858e+07,1.30422e+07,259592,252473,9.69903e+07,94.3275,192.439,94.3275,192.439
