index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
496,3.21834,8.77525,5.6326,2.63076,1.25859,0,0,26.0889,23.7012,1.64738,0.00109465,0.9719,0.184486,0.665558,0.920143,1.78318,0.632127,0.001982,0.00767067,-6538.8
