index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
708,7.9163,3.00543,7.62851,5.20317,1.0446,0,0,8.97054,9.50076,2.20212,0.00100103,0.629366,0.95453,0.173363,2.59087,3.97235,0.6135,0.00179594,0.00263586,-6501.46
