time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,2.372e+06,2.372e+06,2.372e+06,3771.66,3771.66,3771.66,3721.05,3721.05,3721.05,9.19924e+06,9.19924e+06,9.19924e+06,9.12877e+06,9.12877e+06,9.12877e+06,21068.3,21068.3,21068.3,20931,20931,20931,1.05959e+08,1.05959e+08,1.05959e+08,0,0,0,0,0,0
1,2.37459e+06,2.37459e+06,2.37459e+06,3871.96,3871.96,3871.96,3819.65,3819.65,3819.65,9.19893e+06,9.19893e+06,9.19893e+06,9.12834e+06,9.12834e+06,9.12834e+06,21609.7,21609.7,21609.7,21471.8,21471.8,21471.8,1.05956e+08,1.05956e+08,1.05956e+08,40.971,40.971,40.971,18.0722,18.0722,18.0722
2,2.37629e+06,2.37629e+06,2.37629e+06,3974.81,3974.81,3974.81,3921.6,3921.6,3921.6,9.19686e+06,9.19686e+06,9.19686e+06,9.12615e+06,9.12615e+06,9.12615e+06,22162.6,22162.6,22162.6,22024.2,22024.2,22024.2,1.05966e+08,1.05966e+08,1.05966e+08,42.0307,42.0307,42.0307,18.5418,18.5418,18.5418
3,2.37709e+06,2.37709e+06,2.37709e+06,4076,4076,4076,4022.06,4022.06,4022.06,9.19304e+06,9.19304e+06,9.19304e+06,9.12221e+06,9.12221e+06,9.12221e+06,22709.3,22709.3,22709.3,22571.2,22571.2,22571.2,1.0598e+08,1.0598e+08,1.0598e+08,43.0948,43.0948,43.0948,19.014,19.014,19.014
4,2.37704e+06,2.37704e+06,2.37704e+06,4172.5,4172.5,4172.5,4118.08,4118.08,4118.08,9.18753e+06,9.18753e+06,9.18753e+06,9.1166e+06,9.1166e+06,9.1166e+06,23232.9,23232.9,23232.9,23096.5,23096.5,23096.5,1.05999e+08,1.05999e+08,1.05999e+08,44.13,44.13,44.13,19.4744,19.4744,19.4744
5,2.37618e+06,2.37618e+06,2.37618e+06,4261.15,4261.15,4261.15,4206.56,4206.56,4206.56,9.18047e+06,9.18047e+06,9.18047e+06,9.10944e+06,9.10944e+06,9.10944e+06,23716,23716,23716,23582.5,23582.5,23582.5,1.06021e+08,1.06021e+08,1.06021e+08,45.1033,45.1033,45.1033,19.9084,19.9084,19.9084
6,2.37461e+06,2.37461e+06,2.37461e+06,4338.91,4338.91,4338.91,4284.48,4284.48,4284.48,9.17202e+06,9.17202e+06,9.17202e+06,9.10092e+06,9.10092e+06,9.10092e+06,24141.4,24141.4,24141.4,24012.5,24012.5,24012.5,1.06048e+08,1.06048e+08,1.06048e+08,45.9812,45.9812,45.9812,20.3013,20.3013,20.3013
7,2.37244e+06,2.37244e+06,2.37244e+06,4403,4403,4403,4349.12,4349.12,4349.12,9.16241e+06,9.16241e+06,9.16241e+06,9.09125e+06,9.09125e+06,9.09125e+06,24493.8,24493.8,24493.8,24370.8,24370.8,24370.8,1.06077e+08,1.06077e+08,1.06077e+08,46.7323,46.7323,46.7323,20.6392,20.6392,20.6392
8,2.3698e+06,2.3698e+06,2.3698e+06,4451.16,4451.16,4451.16,4398.21,4398.21,4398.21,9.15191e+06,9.15191e+06,9.15191e+06,9.08072e+06,9.08072e+06,9.08072e+06,24759.9,24759.9,24759.9,24644.5,24644.5,24644.5,1.06109e+08,1.06109e+08,1.06109e+08,47.3292,47.3292,47.3292,20.9098,20.9098,20.9098
9,2.36683e+06,2.36683e+06,2.36683e+06,4481.75,4481.75,4481.75,4430.1,4430.1,4430.1,9.14083e+06,9.14083e+06,9.14083e+06,9.06962e+06,9.06962e+06,9.06962e+06,24930.2,24930.2,24930.2,24823.5,24823.5,24823.5,1.06142e+08,1.06142e+08,1.06142e+08,47.7498,47.7498,47.7498,21.1035,21.1035,21.1035
10,2.36371e+06,2.36371e+06,2.36371e+06,4493.9,4493.9,4493.9,4443.89,4443.89,4443.89,9.12948e+06,9.12948e+06,9.12948e+06,9.05829e+06,9.05829e+06,9.05829e+06,24999.1,24999.1,24999.1,24902.4,24902.4,24902.4,1.06176e+08,1.06176e+08,1.06176e+08,47.9799,47.9799,47.9799,21.2136,21.2136,21.2136
11,2.36058e+06,2.36058e+06,2.36058e+06,4487.57,4487.57,4487.57,4439.49,4439.49,4439.49,9.1182e+06,9.1182e+06,9.1182e+06,9.04706e+06,9.04706e+06,9.04706e+06,24965.7,24965.7,24965.7,24879.7,24879.7,24879.7,1.06211e+08,1.06211e+08,1.06211e+08,48.0133,48.0133,48.0133,21.2373,21.2373,21.2373
12,2.35761e+06,2.35761e+06,2.35761e+06,4463.53,4463.53,4463.53,4417.61,4417.61,4417.61,9.1073e+06,9.1073e+06,9.1073e+06,9.03624e+06,9.03624e+06,9.03624e+06,24833.6,24833.6,24833.6,24758.7,24758.7,24758.7,1.06245e+08,1.06245e+08,1.06245e+08,47.853,47.853,47.853,21.1754,21.1754,21.1754
13,2.35493e+06,2.35493e+06,2.35493e+06,4423.34,4423.34,4423.34,4379.7,4379.7,4379.7,9.09709e+06,9.09709e+06,9.09709e+06,9.02613e+06,9.02613e+06,9.02613e+06,24610.7,24610.7,24610.7,24546.9,24546.9,24546.9,1.06277e+08,1.06277e+08,1.06277e+08,47.51,47.51,47.51,21.0326,21.0326,21.0326
14,2.35268e+06,2.35268e+06,2.35268e+06,4369.13,4369.13,4369.13,4327.84,4327.84,4327.84,9.08782e+06,9.08782e+06,9.08782e+06,9.017e+06,9.017e+06,9.017e+06,24308.4,24308.4,24308.4,24255.4,24255.4,24255.4,1.06307e+08,1.06307e+08,1.06307e+08,47.0033,47.0033,47.0033,20.8171,20.8171,20.8171
15,2.35096e+06,2.35096e+06,2.35096e+06,4303.52,4303.52,4303.52,4264.55,4264.55,4264.55,9.07971e+06,9.07971e+06,9.07971e+06,9.00905e+06,9.00905e+06,9.00905e+06,23940.7,23940.7,23940.7,23897.8,23897.8,23897.8,1.06334e+08,1.06334e+08,1.06334e+08,46.3577,46.3577,46.3577,20.5395,20.5395,20.5395
16,2.34984e+06,2.34984e+06,2.34984e+06,4229.41,4229.41,4229.41,4192.66,4192.66,4192.66,9.07294e+06,9.07294e+06,9.07294e+06,9.00246e+06,9.00246e+06,9.00246e+06,23523.4,23523.4,23523.4,23489.7,23489.7,23489.7,1.06358e+08,1.06358e+08,1.06358e+08,45.6022,45.6022,45.6022,20.2123,20.2123,20.2123
17,2.3494e+06,2.3494e+06,2.3494e+06,4149.79,4149.79,4149.79,4115.09,4115.09,4115.09,9.06761e+06,9.06761e+06,9.06761e+06,8.99733e+06,8.99733e+06,8.99733e+06,23073.2,23073.2,23073.2,23047.3,23047.3,23047.3,1.06379e+08,1.06379e+08,1.06379e+08,44.7681,44.7681,44.7681,19.8493,19.8493,19.8493
18,2.34965e+06,2.34965e+06,2.34965e+06,4067.59,4067.59,4067.59,4034.72,4034.72,4034.72,9.06379e+06,9.06379e+06,9.06379e+06,8.99373e+06,8.99373e+06,8.99373e+06,22606.3,22606.3,22606.3,22586.9,22586.9,22586.9,1.06396e+08,1.06396e+08,1.06396e+08,43.887,43.887,43.887,19.4643,19.4643,19.4643
19,2.3506e+06,2.3506e+06,2.3506e+06,3985.58,3985.58,3985.58,3954.27,3954.27,3954.27,9.0615e+06,9.0615e+06,9.0615e+06,8.99166e+06,8.99166e+06,8.99166e+06,22138.2,22138.2,22138.2,22123.8,22123.8,22123.8,1.06409e+08,1.06409e+08,1.06409e+08,42.9895,42.9895,42.9895,19.0709,19.0709,19.0709
20,2.35225e+06,2.35225e+06,2.35225e+06,3906.24,3906.24,3906.24,3876.2,3876.2,3876.2,9.0607e+06,9.0607e+06,9.0607e+06,8.99108e+06,8.99108e+06,8.99108e+06,21682.8,21682.8,21682.8,21671.8,21671.8,21671.8,1.06419e+08,1.06419e+08,1.06419e+08,42.1041,42.1041,42.1041,18.6814,18.6814,18.6814
21,2.35454e+06,2.35454e+06,2.35454e+06,3831.75,3831.75,3831.75,3802.67,3802.67,3802.67,9.06131e+06,9.06131e+06,9.06131e+06,8.99192e+06,8.99192e+06,8.99192e+06,21252.6,21252.6,21252.6,21243.4,21243.4,21243.4,1.06425e+08,1.06425e+08,1.06425e+08,41.256,41.256,41.256,18.3071,18.3071,18.3071
22,2.35743e+06,2.35743e+06,2.35743e+06,3763.94,3763.94,3763.94,3735.48,3735.48,3735.48,9.06323e+06,9.06323e+06,9.06323e+06,8.99407e+06,8.99407e+06,8.99407e+06,20857.9,20857.9,20857.9,20849,20849,20849,1.06427e+08,1.06427e+08,1.06427e+08,40.4669,40.4669,40.4669,17.9578,17.9578,17.9578
23,2.36086e+06,2.36086e+06,2.36086e+06,3704.29,3704.29,3704.29,3676.12,3676.12,3676.12,9.06632e+06,9.06632e+06,9.06632e+06,8.99739e+06,8.99739e+06,8.99739e+06,20507.1,20507.1,20507.1,20496.9,20496.9,20496.9,1.06427e+08,1.06427e+08,1.06427e+08,39.7548,39.7548,39.7548,17.6413,17.6413,17.6413
24,2.36474e+06,2.36474e+06,2.36474e+06,3653.95,3653.95,3653.95,3625.75,3625.75,3625.75,9.07043e+06,9.07043e+06,9.07043e+06,9.0017e+06,9.0017e+06,9.0017e+06,20206.9,20206.9,20206.9,20194.1,20194.1,20194.1,1.06424e+08,1.06424e+08,1.06424e+08,39.1343,39.1343,39.1343,17.3642,17.3642,17.3642
25,2.36899e+06,2.36899e+06,2.36899e+06,3613.8,3613.8,3613.8,3585.23,3585.23,3585.23,9.07537e+06,9.07537e+06,9.07537e+06,9.00684e+06,9.00684e+06,9.00684e+06,19962.4,19962.4,19962.4,19945.5,19945.5,19945.5,1.06419e+08,1.06419e+08,1.06419e+08,38.6165,38.6165,38.6165,17.1314,17.1314,17.1314
26,2.37352e+06,2.37352e+06,2.37352e+06,3584.41,3584.41,3584.41,3555.17,3555.17,3555.17,9.08096e+06,9.08096e+06,9.08096e+06,9.01261e+06,9.01261e+06,9.01261e+06,19776.8,19776.8,19776.8,19754.5,19754.5,19754.5,1.06412e+08,1.06412e+08,1.06412e+08,38.2092,38.2092,38.2092,16.9466,16.9466,16.9466
