time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,750807,750807,750807,2008.95,2008.95,2008.95,2081.4,2081.4,2081.4,5.56655e+06,5.56655e+06,5.56655e+06,5.58378e+06,5.58378e+06,5.58378e+06,103274,103274,103274,106713,106713,106713,1.14593e+08,1.14593e+08,1.14593e+08,0,0,0,0,0,0
1,752105,752105,752105,2046.85,2046.85,2046.85,2120.4,2120.4,2120.4,5.55565e+06,5.55565e+06,5.55565e+06,5.57288e+06,5.57288e+06,5.57288e+06,105062,105062,105062,108559,108559,108559,1.1461e+08,1.1461e+08,1.1461e+08,102.959,102.959,102.959,130.309,130.309,130.309
2,752223,752223,752223,2077.17,2077.17,2077.17,2151.75,2151.75,2151.75,5.53929e+06,5.53929e+06,5.53929e+06,5.55652e+06,5.55652e+06,5.55652e+06,106318,106318,106318,109854,109854,109854,1.14649e+08,1.14649e+08,1.14649e+08,104.495,104.495,104.495,132.249,132.249,132.249
3,751644,751644,751644,2091.92,2091.92,2091.92,2166.95,2166.95,2166.95,5.52081e+06,5.52081e+06,5.52081e+06,5.53803e+06,5.53803e+06,5.53803e+06,106805,106805,106805,110352,110352,110352,1.14694e+08,1.14694e+08,1.14694e+08,105.373,105.373,105.373,133.355,133.355,133.355
4,750923,750923,750923,2090.03,2090.03,2090.03,2164.86,2164.86,2164.86,5.50377e+06,5.50377e+06,5.50377e+06,5.52098e+06,5.52098e+06,5.52098e+06,106483,106483,106483,110012,110012,110012,1.14738e+08,1.14738e+08,1.14738e+08,105.454,105.454,105.454,133.451,133.451,133.451
5,750559,750559,750559,2074.29,2074.29,2074.29,2148.41,2148.41,2148.41,5.49113e+06,5.49113e+06,5.49113e+06,5.50832e+06,5.50832e+06,5.50832e+06,105493,105493,105493,108981,108981,108981,1.14775e+08,1.14775e+08,1.14775e+08,104.792,104.792,104.792,132.604,132.604,132.604
6,750892,750892,750892,2050.17,2050.17,2050.17,2123.27,2123.27,2123.27,5.48468e+06,5.48468e+06,5.48468e+06,5.50184e+06,5.50184e+06,5.50184e+06,104110,104110,104110,107544,107544,107544,1.14799e+08,1.14799e+08,1.14799e+08,103.597,103.597,103.597,131.082,131.082,131.082
7,752057,752057,752057,2024.18,2024.18,2024.18,2096.2,2096.2,2096.2,5.48478e+06,5.48478e+06,5.48478e+06,5.50192e+06,5.50192e+06,5.50192e+06,102656,102656,102656,106035,106035,106035,1.14809e+08,1.14809e+08,1.14809e+08,102.171,102.171,102.171,129.268,129.268,129.268
8,753982,753982,753982,2002.3,2002.3,2002.3,2073.42,2073.42,2073.42,5.49051e+06,5.49051e+06,5.49051e+06,5.50762e+06,5.50762e+06,5.50762e+06,101426,101426,101426,104759,104759,104759,1.14807e+08,1.14807e+08,1.14807e+08,100.826,100.826,100.826,127.558,127.558,127.558
9,756433,756433,756433,1988.9,1988.9,1988.9,2059.46,2059.46,2059.46,5.49995e+06,5.49995e+06,5.49995e+06,5.51704e+06,5.51704e+06,5.51704e+06,100634,100634,100634,103938,103938,103938,1.14796e+08,1.14796e+08,1.14796e+08,99.8153,99.8153,99.8153,126.274,126.274,126.274
10,759078,759078,759078,1986.25,1986.25,1986.25,2056.68,2056.68,2056.68,5.51071e+06,5.51071e+06,5.51071e+06,5.52778e+06,5.52778e+06,5.52778e+06,100389,100389,100389,103684,103684,103684,1.14781e+08,1.14781e+08,1.14781e+08,99.3007,99.3007,99.3007,125.62,125.62,125.62
11,761556,761556,761556,1994.38,1994.38,1994.38,2065.1,2065.1,2065.1,5.52038e+06,5.52038e+06,5.52038e+06,5.53744e+06,5.53744e+06,5.53744e+06,100690,100690,100690,103995,103995,103995,1.14767e+08,1.14767e+08,1.14767e+08,99.3347,99.3347,99.3347,125.664,125.664,125.664
12,763551,763551,763551,2011.3,2011.3,2011.3,2082.68,2082.68,2082.68,5.52697e+06,5.52697e+06,5.52697e+06,5.54402e+06,5.54402e+06,5.54402e+06,101435,101435,101435,104768,104768,104768,1.14759e+08,1.14759e+08,1.14759e+08,99.8654,99.8654,99.8654,126.338,126.338,126.338
13,764846,764846,764846,2033.48,2033.48,2033.48,2105.72,2105.72,2105.72,5.52926e+06,5.52926e+06,5.52926e+06,5.5463e+06,5.5463e+06,5.5463e+06,102447,102447,102447,105818,105818,105818,1.1476e+08,1.1476e+08,1.1476e+08,100.753,100.753,100.753,127.465,127.465,127.465
14,765364,765364,765364,2056.47,2056.47,2056.47,2129.62,2129.62,2129.62,5.52699e+06,5.52699e+06,5.52699e+06,5.54403e+06,5.54403e+06,5.54403e+06,103506,103506,103506,106917,106917,106917,1.14771e+08,1.14771e+08,1.14771e+08,101.798,101.798,101.798,128.793,128.793,128.793
15,765179,765179,765179,2075.84,2075.84,2075.84,2149.77,2149.77,2149.77,5.52085e+06,5.52085e+06,5.52085e+06,5.53788e+06,5.53788e+06,5.53788e+06,104393,104393,104393,107837,107837,107837,1.1479e+08,1.1479e+08,1.1479e+08,102.778,102.778,102.778,130.039,130.039,130.039
16,764495,764495,764495,2088.09,2088.09,2088.09,2162.53,2162.53,2162.53,5.51231e+06,5.51231e+06,5.51231e+06,5.52934e+06,5.52934e+06,5.52934e+06,104935,104935,104935,108400,108400,108400,1.14815e+08,1.14815e+08,1.14815e+08,103.497,103.497,103.497,130.953,130.953,130.953
17,763595,763595,763595,2091.41,2091.41,2091.41,2166.03,2166.03,2166.03,5.50326e+06,5.50326e+06,5.50326e+06,5.52028e+06,5.52028e+06,5.52028e+06,105042,105042,105042,108513,108513,108513,1.14843e+08,1.14843e+08,1.14843e+08,103.822,103.822,103.822,131.368,131.368,131.368
18,762775,762775,762775,2086.02,2086.02,2086.02,2160.48,2160.48,2160.48,5.49555e+06,5.49555e+06,5.49555e+06,5.51258e+06,5.51258e+06,5.51258e+06,104726,104726,104726,108189,108189,108189,1.14868e+08,1.14868e+08,1.14868e+08,103.715,103.715,103.715,131.235,131.235,131.235
