index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1198,5.366,8.88103,8.9841,1.59931,1.54274,0,0,29.8937,22.753,3.07836,0.299666,0.600001,0.820498,0.331333,3.63326,3.93666,0.0233719,0.0483433,0.0552401,-5107.91
