index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
333,7.99653,8.98958,8.93214,7.99976,0.39288,0,0,2.3464,7.1357,0.572373,0.299693,0.600589,0.977851,0.715903,3.99997,3.99264,0.132569,0.00864009,0.0119148,-5312.52
