time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,378777,378777,378777,11536.9,11536.9,11536.9,12448,12448,12448,5.01859e+06,5.01859e+06,5.01859e+06,5.21786e+06,5.21786e+06,5.21786e+06,234748,234748,234748,244304,244304,244304,1.1559e+08,1.1559e+08,1.1559e+08,0,0,0,0,0,0
1,379278,379278,379278,11771.4,11771.4,11771.4,12697.5,12697.5,12697.5,4.99771e+06,4.99771e+06,4.99771e+06,5.1969e+06,5.1969e+06,5.1969e+06,238703,238703,238703,248376,248376,248376,1.15623e+08,1.15623e+08,1.15623e+08,329.336,329.336,329.336,326.024,326.024,326.024
2,378373,378373,378373,11849.9,11849.9,11849.9,12776.5,12776.5,12776.5,4.97268e+06,4.97268e+06,4.97268e+06,5.17151e+06,5.17151e+06,5.17151e+06,239523,239523,239523,249090,249090,249090,1.15681e+08,1.15681e+08,1.15681e+08,332.81,332.81,332.81,329.343,329.343,329.343
3,377722,377722,377722,11765.6,11765.6,11765.6,12677,12677,12677,4.95592e+06,4.95592e+06,4.95592e+06,5.154e+06,5.154e+06,5.154e+06,237361,237361,237361,246668,246668,246668,1.1573e+08,1.1573e+08,1.1573e+08,331.789,331.789,331.789,328.117,328.117,328.117
4,378285,378285,378285,11614.3,11614.3,11614.3,12507.3,12507.3,12507.3,4.95342e+06,4.95342e+06,4.95342e+06,5.15055e+06,5.15055e+06,5.15055e+06,233868,233868,233868,242934,242934,242934,1.15751e+08,1.15751e+08,1.15751e+08,327.652,327.652,327.652,323.831,323.831,323.831
5,380057,380057,380057,11499,11499,11499,12382.8,12382.8,12382.8,4.96313e+06,4.96313e+06,4.96313e+06,5.15943e+06,5.15943e+06,5.15943e+06,230984,230984,230984,239982,239982,239982,1.15746e+08,1.15746e+08,1.15746e+08,323.052,323.052,323.052,319.24,319.24,319.24
6,382324,382324,382324,11478.4,11478.4,11478.4,12368.4,12368.4,12368.4,4.97764e+06,4.97764e+06,4.97764e+06,5.17356e+06,5.17356e+06,5.17356e+06,229934,229934,229934,239087,239087,239087,1.15726e+08,1.15726e+08,1.15726e+08,320.277,320.277,320.277,316.657,316.657,316.657
7,384169,384169,384169,11552.7,11552.7,11552.7,12462,12462,12462,4.98872e+06,4.98872e+06,4.98872e+06,5.18486e+06,5.18486e+06,5.18486e+06,230846,230846,230846,240316,240316,240316,1.15708e+08,1.15708e+08,1.15708e+08,320.268,320.268,320.268,316.974,316.974,316.974
8,384959,384959,384959,11675.6,11675.6,11675.6,12608.8,12608.8,12608.8,4.99124e+06,4.99124e+06,4.99124e+06,5.18815e+06,5.18815e+06,5.18815e+06,232924,232924,232924,242735,242735,242735,1.15705e+08,1.15705e+08,1.15705e+08,322.509,322.509,322.509,319.561,319.561,319.561
9,384623,384623,384623,11783.6,11783.6,11783.6,12734.5,12734.5,12734.5,4.98513e+06,4.98513e+06,4.98513e+06,5.18306e+06,5.18306e+06,5.18306e+06,234959,234959,234959,244981,244981,244981,1.15721e+08,1.15721e+08,1.15721e+08,325.527,325.527,325.527,322.816,322.816,322.816
10,383614,383614,383614,11829.5,11829.5,11829.5,12784.6,12784.6,12784.6,4.97462e+06,4.97462e+06,4.97462e+06,5.17343e+06,5.17343e+06,5.17343e+06,235965,235965,235965,245979,245979,245979,1.15749e+08,1.15749e+08,1.15749e+08,327.723,327.723,327.723,325.048,325.048,325.048
11,382609,382609,382609,11804.8,11804.8,11804.8,12750,12750,12750,4.96544e+06,4.96544e+06,4.96544e+06,5.16467e+06,5.16467e+06,5.16467e+06,235646,235646,235646,245452,245452,245452,1.15777e+08,1.15777e+08,1.15777e+08,328.18,328.18,328.18,325.333,325.333,325.333
12,382133,382133,382133,11737.3,11737.3,11737.3,12665,12665,12665,4.96165e+06,4.96165e+06,4.96165e+06,5.16075e+06,5.16075e+06,5.16075e+06,234427,234427,234427,243934,243934,243934,1.15797e+08,1.15797e+08,1.15797e+08,327.019,327.019,327.019,323.879,323.879,323.879
13,382335,382335,382335,11670.3,11670.3,11670.3,12581.1,12581.1,12581.1,4.96396e+06,4.96396e+06,4.96396e+06,5.16252e+06,5.16252e+06,5.16252e+06,233096,233096,233096,242347,242347,242347,1.15804e+08,1.15804e+08,1.15804e+08,325.146,325.146,325.146,321.716,321.716,321.716
