time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.00226e+06,1.00226e+06,1.00226e+06,27951.4,27951.4,27951.4,31559.9,31559.9,31559.9,7.82221e+06,7.82221e+06,7.82221e+06,8.11725e+06,8.11725e+06,8.11725e+06,484306,484306,484306,530556,530556,530556,1.08692e+08,1.08692e+08,1.08692e+08,0,0,0,0,0,0
1,999374,999374,999374,28348.1,28348.1,28348.1,32010.9,32010.9,32010.9,7.78099e+06,7.78099e+06,7.78099e+06,8.07583e+06,8.07583e+06,8.07583e+06,490816,490816,490816,537577,537577,537577,1.08764e+08,1.08764e+08,1.08764e+08,165.867,165.867,165.867,368.441,368.441,368.441
2,994244,994244,994244,28359.8,28359.8,28359.8,32010.3,32010.3,32010.3,7.74128e+06,7.74128e+06,7.74128e+06,8.03547e+06,8.03547e+06,8.03547e+06,490506,490506,490506,536944,536944,536944,1.08858e+08,1.08858e+08,1.08858e+08,166.939,166.939,166.939,370.684,370.684,370.684
3,991498,991498,991498,28058.8,28058.8,28058.8,31651.2,31651.2,31651.2,7.72429e+06,7.72429e+06,7.72429e+06,8.01739e+06,8.01739e+06,8.01739e+06,485276,485276,485276,530898,530898,530898,1.08917e+08,1.08917e+08,1.08917e+08,165.897,165.897,165.897,368.148,368.148,368.148
4,992827,992827,992827,27719.4,27719.4,27719.4,31254.9,31254.9,31254.9,7.73296e+06,7.73296e+06,7.73296e+06,8.02489e+06,8.02489e+06,8.02489e+06,479381,479381,479381,524294,524294,524294,1.08921e+08,1.08921e+08,1.08921e+08,163.884,163.884,163.884,363.505,363.505,363.505
5,996954,996954,996954,27555.5,27555.5,27555.5,31071,31071,31071,7.75532e+06,7.75532e+06,7.75532e+06,8.04641e+06,8.04641e+06,8.04641e+06,476256,476256,476256,520987,520987,520987,1.08889e+08,1.08889e+08,1.08889e+08,162.288,162.288,162.288,359.945,359.945,359.945
6,1.00121e+06,1.00121e+06,1.00121e+06,27622.3,27622.3,27622.3,31162,31162,31162,7.77502e+06,7.77502e+06,7.77502e+06,8.06586e+06,8.06586e+06,8.06586e+06,476896,476896,476896,522020,522020,522020,1.08852e+08,1.08852e+08,1.08852e+08,161.882,161.882,161.882,359.201,359.201,359.201
7,1.00337e+06,1.00337e+06,1.00337e+06,27831.7,27831.7,27831.7,31422,31422,31422,7.78124e+06,7.78124e+06,7.78124e+06,8.07242e+06,8.07242e+06,8.07242e+06,479998,479998,479998,525826,525826,525826,1.08839e+08,1.08839e+08,1.08839e+08,162.587,162.587,162.587,361.032,361.032,361.032
8,1.00283e+06,1.00283e+06,1.00283e+06,28035,28035,28035,31673.3,31673.3,31673.3,7.77334e+06,7.77334e+06,7.77334e+06,8.06523e+06,8.06523e+06,8.06523e+06,483208,483208,483208,529665,529665,529665,1.08855e+08,1.08855e+08,1.08855e+08,163.735,163.735,163.735,363.843,363.843,363.843
9,1.0006e+06,1.0006e+06,1.0006e+06,28119.3,28119.3,28119.3,31780.9,31780.9,31780.9,7.75888e+06,7.75888e+06,7.75888e+06,8.05149e+06,8.05149e+06,8.05149e+06,484661,484661,484661,531392,531392,531392,1.08891e+08,1.08891e+08,1.08891e+08,164.565,164.565,164.565,365.85,365.85,365.85
