time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,9.77924e+06,9.77924e+06,9.77924e+06,109560,109560,109560,158702,158702,158702,2.039e+07,2.039e+07,2.039e+07,2.75381e+07,2.75381e+07,2.75381e+07,360256,360256,360256,394281,394281,394281,6.79783e+07,6.79783e+07,6.79783e+07,0,0,0,0,0,0
1,9.76877e+06,9.76877e+06,9.76877e+06,111516,111516,111516,161495,161495,161495,2.03627e+07,2.03627e+07,2.03627e+07,2.75113e+07,2.75113e+07,2.75113e+07,366758,366758,366758,401182,401182,401182,6.80247e+07,6.80247e+07,6.80247e+07,644.504,644.504,644.504,394.097,394.097,394.097
2,9.74609e+06,9.74609e+06,9.74609e+06,113096,113096,113096,163620,163620,163620,2.03266e+07,2.03266e+07,2.03266e+07,2.74762e+07,2.74762e+07,2.74762e+07,372193,372193,372193,406550,406550,406550,6.81128e+07,6.81128e+07,6.81128e+07,655.115,655.115,655.115,400.238,400.238,400.238
3,9.71538e+06,9.71538e+06,9.71538e+06,114121,114121,114121,164769,164769,164769,2.02866e+07,2.02866e+07,2.02866e+07,2.74358e+07,2.74358e+07,2.74358e+07,376062,376062,376062,409749,409749,409749,6.82233e+07,6.82233e+07,6.82233e+07,663.266,663.266,663.266,404.459,404.459,404.459
4,9.68147e+06,9.68147e+06,9.68147e+06,114533,114533,114533,164850,164850,164850,2.02479e+07,2.02479e+07,2.02479e+07,2.73934e+07,2.73934e+07,2.73934e+07,378060,378060,378060,410478,410478,410478,6.83438e+07,6.83438e+07,6.83438e+07,668.256,668.256,668.256,406.288,406.288,406.288
5,9.64911e+06,9.64911e+06,9.64911e+06,114349,114349,114349,163931,163931,163931,2.02153e+07,2.02153e+07,2.02153e+07,2.73523e+07,2.73523e+07,2.73523e+07,378106,378106,378106,408811,408811,408811,6.84613e+07,6.84613e+07,6.84613e+07,669.789,669.789,669.789,405.636,405.636,405.636
6,9.62238e+06,9.62238e+06,9.62238e+06,113653,113653,113653,162223,162223,162223,2.01925e+07,2.01925e+07,2.01925e+07,2.73154e+07,2.73154e+07,2.73154e+07,376348,376348,376348,405167,405167,405167,6.85643e+07,6.85643e+07,6.85643e+07,667.986,667.986,667.986,402.784,402.784,402.784
7,9.60421e+06,9.60421e+06,9.60421e+06,112575,112575,112575,160023,160023,160023,2.01815e+07,2.01815e+07,2.01815e+07,2.72852e+07,2.72852e+07,2.72852e+07,373127,373127,373127,400208,400208,400208,6.86439e+07,6.86439e+07,6.86439e+07,663.333,663.333,663.333,398.303,398.303,398.303
8,9.59617e+06,9.59617e+06,9.59617e+06,111272,111272,111272,157667,157667,157667,2.01828e+07,2.01828e+07,2.01828e+07,2.72631e+07,2.72631e+07,2.72631e+07,368908,368908,368908,394706,394706,394706,6.86948e+07,6.86948e+07,6.86948e+07,656.582,656.582,656.582,392.934,392.934,392.934
9,9.59844e+06,9.59844e+06,9.59844e+06,109899,109899,109899,155469,155469,155469,2.01951e+07,2.01951e+07,2.01951e+07,2.725e+07,2.725e+07,2.725e+07,364206,364206,364206,389416,389416,389416,6.87155e+07,6.87155e+07,6.87155e+07,648.624,648.624,648.624,387.455,387.455,387.455
