index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,g:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
585,7.99994,3.00014,4.43951,1.69421,7.21096,0,0,29.9412,22.9122,1.98188,0.299725,0.600004,0.280452,0.436528,3.79852,-3.49467,0.561499,0.0017932,0.0384804,-5603.36
