0.186572,-0.0822772,-0.205749,0.0233936,-0.0342039,0,0,-0.0347669,-0.0611865,-0.0237139,-0.0329838,-0.0065243,0.0259768,-0.0373889,-0.0261809,-0.027438,-0.0792266,0.0315103,0.0370965
-0.0822772,0.581466,0.0370355,0.00228076,-0.0276855,0,0,0.0259007,0.0179801,0.0260065,0.0434466,-0.00458208,-0.00116169,0.0318467,0.0156626,0.026956,0.0646773,-0.013491,-0.0240208
-0.205749,0.0370355,9.00712,-0.143612,-0.101387,0,0,0.0956178,0.116826,0.0960405,0.145078,0.00555649,-0.00776182,0.178129,0.101306,0.120815,0.106123,-0.0655734,-0.0677653
0.0233936,0.00228076,-0.143612,0.113144,0.048639,0,0,-0.0326536,-0.0617335,-0.0214635,-0.0213053,0.0174764,0.00179504,-0.0282753,-0.0183903,-0.017879,-0.00834802,0.0045821,0.0106784
-0.0342039,-0.0276855,-0.101387,0.048639,0.105856,0,0,-0.0362787,-0.0141218,-0.0320003,-0.0526256,0.0171458,-0.0175333,-0.0459428,-0.0256302,-0.0266336,0.00909254,0.000448658,0.000346519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0347669,0.0259007,0.0956178,-0.0326536,-0.0362787,0,0,0.0344682,0.0343031,0.0264901,0.0409684,-0.00603543,-0.00811591,0.0383575,0.0205588,0.0202687,-0.0247596,-0.00151667,-0.00293512
-0.0611865,0.0179801,0.116826,-0.0617335,-0.0141218,0,0,0.0343031,0.0570814,0.0230898,0.0288248,-0.00645656,-0.0183918,0.0329293,0.0184203,0.017398,-0.0171159,-0.00291546,-0.00816772
-0.0237139,0.0260065,0.0960405,-0.0214635,-0.0320003,0,0,0.0264901,0.0230898,0.0318544,0.0521792,0.00367029,0.00297992,0.0467335,0.0234965,0.0227419,-0.0362493,0.00067733,0.000584132
-0.0329838,0.0434466,0.145078,-0.0213053,-0.0526256,0,0,0.0409684,0.0288248,0.0521792,0.100088,0.00703451,0.00844487,0.0769307,0.0377889,0.0367116,-0.0653008,0.00212197,0.00268332
-0.0065243,-0.00458208,0.00555649,0.0174764,0.0171458,0,0,-0.00603543,-0.00645656,0.00367029,0.00703451,0.0317649,-0.000100704,0.00430155,0.000176695,-0.00219732,-0.00485793,0.000504195,0.00201746
0.0259768,-0.00116169,-0.00776182,0.00179504,-0.0175333,0,0,-0.00811591,-0.0183918,0.00297992,0.00844487,-0.000100704,0.0482457,0.00241906,-9.70339e-05,-0.000954822,-0.0340463,0.00659088,0.00744854
-0.0373889,0.0318467,0.178129,-0.0282753,-0.0459428,0,0,0.0383575,0.0329293,0.0467335,0.0769307,0.00430155,0.00241906,0.0845287,0.0381954,0.041096,-0.0505259,-0.0011045,-0.00158287
-0.0261809,0.0156626,0.101306,-0.0183903,-0.0256302,0,0,0.0205588,0.0184203,0.0234965,0.0377889,0.000176695,-9.70339e-05,0.0381954,0.022577,0.0213347,-0.00242486,-0.00592432,-0.00536737
-0.027438,0.026956,0.120815,-0.017879,-0.0266336,0,0,0.0202687,0.017398,0.0227419,0.0367116,-0.00219732,-0.000954822,0.041096,0.0213347,0.0286823,0.00439648,-0.00648669,-0.00751293
-0.0792266,0.0646773,0.106123,-0.00834802,0.00909254,0,0,-0.0247596,-0.0171159,-0.0362493,-0.0653008,-0.00485793,-0.0340463,-0.0505259,-0.00242486,0.00439648,0.458895,-0.0785016,-0.0782397
0.0315103,-0.013491,-0.0655734,0.0045821,0.000448658,0,0,-0.00151667,-0.00291546,0.00067733,0.00212197,0.000504195,0.00659088,-0.0011045,-0.00592432,-0.00648669,-0.0785016,0.0191347,0.0177031
0.0370965,-0.0240208,-0.0677653,0.0106784,0.000346519,0,0,-0.00293512,-0.00816772,0.000584132,0.00268332,0.00201746,0.00744854,-0.00158287,-0.00536737,-0.00751293,-0.0782397,0.0177031,0.0200811
