index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,782,2.12167e+06,2977.68,7912.18,3.78011e+06,6.51831e+06,6931.46,10860.6,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.01705,0.102997,5.75529
0,783,2.12167e+06,2977.59,7912.02,3.78011e+06,6.51831e+06,6931.55,10860.8,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,1.47557,2.34171,3.61549
0,784,2.12167e+06,2977.56,7911.96,3.78011e+06,6.51831e+06,6931.58,10860.8,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,0.0130149,0.389831,4.15818
0,785,2.12167e+06,2977.55,7911.94,3.78011e+06,6.51831e+06,6931.59,10860.8,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.81486,1.72691,3.86907
0,786,2.12167e+06,2977.55,7911.94,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,5.06957,2.1775,3.86036
0,787,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.43354,2.38903,5.65635
0,788,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,4.05276,1.9689,2.2907
0,789,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.39792,1.80552,8.18294
0,790,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,1.35068,2.59355,0.180464
0,791,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,0.681617,0,6.36576
0,792,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.13123,1.53831,1.96003
0,793,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,1.42944,0.691142,5.72878
0,794,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,0,1.45785,6.90764
0,795,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,3.62065,0.847302,1.75414
0,796,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,1.5298,0.679496,2.61201
0,797,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,0,1.5549,5.31056
0,798,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,1.9281,1.73954,4.27356
0,799,2.12167e+06,2977.55,7911.93,3.78011e+06,6.51831e+06,6931.59,10860.9,936381,241242,3.28897e+06,8.5005e+06,1.89568,1.53324,4.56452,2.41522,1.29084,7.31867
