time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:VAC_JAP__IASR__inc,VAC_JAP__IASR__inc,high95:VAC_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
782,2.38959e+06,2.38959e+06,2.38959e+06,0.772159,0.772159,0.772159,3659.73,3659.73,3659.73,4.03613e+06,4.03613e+06,4.03613e+06,2.49029e+07,2.49029e+07,2.49029e+07,5.8053,5.8053,5.8053,6135.35,6135.35,6135.35,326727,326727,326727,38.9811,38.9811,38.9811,369.856,369.856,369.856,603950,603950,603950,0.0114292,0.0114292,0.0114292,1.16518,1.16518,1.16518,7.143,7.143,7.143
783,2.38925e+06,2.38925e+06,2.38925e+06,0.819194,0.819194,0.819194,3661.3,3661.3,3661.3,4.03395e+06,4.03395e+06,4.03395e+06,2.49104e+07,2.49104e+07,2.49104e+07,6.16154,6.16154,6.16154,6136.06,6136.06,6136.06,326891,326891,326891,41.2797,41.2797,41.2797,391.829,391.829,391.829,604047,604047,604047,0.0121249,0.0121249,0.0121249,1.16518,1.16518,1.16518,7.14466,7.14466,7.14466
784,2.3889e+06,2.3889e+06,2.3889e+06,0.869856,0.869856,0.869856,3662.85,3662.85,3662.85,4.03178e+06,4.03178e+06,4.03178e+06,2.4918e+07,2.4918e+07,2.4918e+07,6.54511,6.54511,6.54511,6136.76,6136.76,6136.76,327054,327054,327054,43.7505,43.7505,43.7505,415.456,415.456,415.456,604142,604142,604142,0.0128738,0.0128738,0.0128738,1.16518,1.16518,1.16518,7.14631,7.14631,7.14631
785,2.38856e+06,2.38856e+06,2.38856e+06,0.924428,0.924428,0.924428,3664.4,3664.4,3664.4,4.02962e+06,4.02962e+06,4.02962e+06,2.49256e+07,2.49256e+07,2.49256e+07,6.95841,6.95841,6.95841,6137.44,6137.44,6137.44,327217,327217,327217,46.4082,46.4082,46.4082,440.878,440.878,440.878,604236,604236,604236,0.0136804,0.0136804,0.0136804,1.16518,1.16518,1.16518,7.14794,7.14794,7.14794
786,2.38821e+06,2.38821e+06,2.38821e+06,0.983251,0.983251,0.983251,3665.94,3665.94,3665.94,4.02746e+06,4.02746e+06,4.02746e+06,2.49331e+07,2.49331e+07,2.49331e+07,7.40404,7.40404,7.40404,6138.12,6138.12,6138.12,327379,327379,327379,49.2689,49.2689,49.2689,468.251,468.251,468.251,604330,604330,604330,0.0145498,0.0145498,0.0145498,1.16518,1.16518,1.16518,7.14957,7.14957,7.14957
787,2.38787e+06,2.38787e+06,2.38787e+06,1.04671,1.04671,1.04671,3667.48,3667.48,3667.48,4.0253e+06,4.0253e+06,4.0253e+06,2.49407e+07,2.49407e+07,2.49407e+07,7.88486,7.88486,7.88486,6138.79,6138.79,6138.79,327540,327540,327540,52.3501,52.3501,52.3501,497.742,497.742,497.742,604422,604422,604422,0.0154875,0.0154875,0.0154875,1.16518,1.16518,1.16518,7.15118,7.15118,7.15118
788,2.38752e+06,2.38752e+06,2.38752e+06,1.11518,1.11518,1.11518,3669,3669,3669,4.02314e+06,4.02314e+06,4.02314e+06,2.49483e+07,2.49483e+07,2.49483e+07,8.40404,8.40404,8.40404,6139.44,6139.44,6139.44,327701,327701,327701,55.671,55.671,55.671,529.539,529.539,529.539,604514,604514,604514,0.0164996,0.0164996,0.0164996,1.16518,1.16518,1.16518,7.15278,7.15278,7.15278
789,2.38717e+06,2.38717e+06,2.38717e+06,1.18916,1.18916,1.18916,3670.52,3670.52,3670.52,4.02099e+06,4.02099e+06,4.02099e+06,2.49558e+07,2.49558e+07,2.49558e+07,8.96497,8.96497,8.96497,6140.08,6140.08,6140.08,327862,327862,327862,59.2528,59.2528,59.2528,563.845,563.845,563.845,604604,604604,604604,0.0175927,0.0175927,0.0175927,1.16518,1.16518,1.16518,7.15435,7.15435,7.15435
790,2.38682e+06,2.38682e+06,2.38682e+06,1.26912,1.26912,1.26912,3672.02,3672.02,3672.02,4.01885e+06,4.01885e+06,4.01885e+06,2.49634e+07,2.49634e+07,2.49634e+07,9.57147,9.57147,9.57147,6140.7,6140.7,6140.7,328021,328021,328021,63.1187,63.1187,63.1187,600.883,600.883,600.883,604693,604693,604693,0.0187741,0.0187741,0.0187741,1.16518,1.16518,1.16518,7.15591,7.15591,7.15591
791,2.38646e+06,2.38646e+06,2.38646e+06,1.3556,1.3556,1.3556,3673.51,3673.51,3673.51,4.0167e+06,4.0167e+06,4.0167e+06,2.4971e+07,2.4971e+07,2.4971e+07,10.2277,10.2277,10.2277,6141.3,6141.3,6141.3,328180,328180,328180,67.294,67.294,67.294,640.899,640.899,640.899,604780,604780,604780,0.020052,0.020052,0.020052,1.16518,1.16518,1.16518,7.15746,7.15746,7.15746
792,2.38611e+06,2.38611e+06,2.38611e+06,1.44921,1.44921,1.44921,3675,3675,3675,4.01456e+06,4.01456e+06,4.01456e+06,2.49785e+07,2.49785e+07,2.49785e+07,10.9382,10.9382,10.9382,6141.89,6141.89,6141.89,328338,328338,328338,71.8065,71.8065,71.8065,684.162,684.162,684.162,604866,604866,604866,0.0214349,0.0214349,0.0214349,1.16518,1.16518,1.16518,7.15897,7.15897,7.15897
793,2.38575e+06,2.38575e+06,2.38575e+06,1.5506,1.5506,1.5506,3676.46,3676.46,3676.46,4.01243e+06,4.01243e+06,4.01243e+06,2.49861e+07,2.49861e+07,2.49861e+07,11.708,11.708,11.708,6142.45,6142.45,6142.45,328495,328495,328495,76.6871,76.6871,76.6871,730.968,730.968,730.968,604950,604950,604950,0.0229328,0.0229328,0.0229328,1.16518,1.16518,1.16518,7.16047,7.16047,7.16047
794,2.3854e+06,2.3854e+06,2.3854e+06,1.66053,1.66053,1.66053,3677.92,3677.92,3677.92,4.0103e+06,4.0103e+06,4.0103e+06,2.49936e+07,2.49936e+07,2.49936e+07,12.5427,12.5427,12.5427,6142.99,6142.99,6142.99,328651,328651,328651,81.9693,81.9693,81.9693,781.643,781.643,781.643,605032,605032,605032,0.0245563,0.0245563,0.0245563,1.16518,1.16518,1.16518,7.16194,7.16194,7.16194
795,2.38504e+06,2.38504e+06,2.38504e+06,1.77969,1.77969,1.77969,3679.35,3679.35,3679.35,4.00817e+06,4.00817e+06,4.00817e+06,2.50011e+07,2.50011e+07,2.50011e+07,13.4484,13.4484,13.4484,6143.51,6143.51,6143.51,328805,328805,328805,87.6903,87.6903,87.6903,836.546,836.546,836.546,605112,605112,605112,0.0263171,0.0263171,0.0263171,1.16518,1.16518,1.16518,7.16337,7.16337,7.16337
796,2.38468e+06,2.38468e+06,2.38468e+06,1.90908,1.90908,1.90908,3680.77,3680.77,3680.77,4.00605e+06,4.00605e+06,4.00605e+06,2.50087e+07,2.50087e+07,2.50087e+07,14.4317,14.4317,14.4317,6143.99,6143.99,6143.99,328959,328959,328959,93.8909,93.8909,93.8909,896.07,896.07,896.07,605190,605190,605190,0.0282283,0.0282283,0.0282283,1.16518,1.16518,1.16518,7.16478,7.16478,7.16478
797,2.38431e+06,2.38431e+06,2.38431e+06,2.04963,2.04963,2.04963,3682.17,3682.17,3682.17,4.00393e+06,4.00393e+06,4.00393e+06,2.50162e+07,2.50162e+07,2.50162e+07,15.5002,15.5002,15.5002,6144.45,6144.45,6144.45,329111,329111,329111,100.616,100.616,100.616,960.653,960.653,960.653,605265,605265,605265,0.0303041,0.0303041,0.0303041,1.16518,1.16518,1.16518,7.16616,7.16616,7.16616
798,2.38395e+06,2.38395e+06,2.38395e+06,2.20241,2.20241,2.20241,3683.55,3683.55,3683.55,4.00182e+06,4.00182e+06,4.00182e+06,2.50237e+07,2.50237e+07,2.50237e+07,16.6621,16.6621,16.6621,6144.88,6144.88,6144.88,329261,329261,329261,107.915,107.915,107.915,1030.77,1030.77,1030.77,605338,605338,605338,0.0325603,0.0325603,0.0325603,1.16518,1.16518,1.16518,7.16749,7.16749,7.16749
799,2.38358e+06,2.38358e+06,2.38358e+06,2.3686,2.3686,2.3686,3684.9,3684.9,3684.9,3.99971e+06,3.99971e+06,3.99971e+06,2.50312e+07,2.50312e+07,2.50312e+07,17.9262,17.9262,17.9262,6145.27,6145.27,6145.27,329410,329410,329410,115.843,115.843,115.843,1106.96,1106.96,1106.96,605407,605407,605407,0.0350144,0.0350144,0.0350144,1.16518,1.16518,1.16518,7.16878,7.16878,7.16878
800,2.38322e+06,2.38322e+06,2.38322e+06,2.5495,2.5495,2.5495,3686.23,3686.23,3686.23,3.99761e+06,3.99761e+06,3.99761e+06,2.50387e+07,2.50387e+07,2.50387e+07,19.3028,19.3028,19.3028,6145.62,6145.62,6145.62,329557,329557,329557,124.46,124.46,124.46,1189.79,1189.79,1189.79,605474,605474,605474,0.0376856,0.0376856,0.0376856,1.16518,1.16518,1.16518,7.17003,7.17003,7.17003
801,2.38285e+06,2.38285e+06,2.38285e+06,2.74664,2.74664,2.74664,3687.53,3687.53,3687.53,3.99551e+06,3.99551e+06,3.99551e+06,2.50462e+07,2.50462e+07,2.50462e+07,20.8028,20.8028,20.8028,6145.92,6145.92,6145.92,329702,329702,329702,133.832,133.832,133.832,1279.92,1279.92,1279.92,605536,605536,605536,0.0405952,0.0405952,0.0405952,1.16518,1.16518,1.16518,7.17123,7.17123,7.17123
802,2.38248e+06,2.38248e+06,2.38248e+06,2.96134,2.96134,2.96134,3688.81,3688.81,3688.81,3.99342e+06,3.99342e+06,3.99342e+06,2.50537e+07,2.50537e+07,2.50537e+07,22.4386,22.4386,22.4386,6146.18,6146.18,6146.18,329844,329844,329844,144.034,144.034,144.034,1378.05,1378.05,1378.05,605595,605595,605595,0.0437668,0.0437668,0.0437668,1.16518,1.16518,1.16518,7.17238,7.17238,7.17238
803,2.3821e+06,2.3821e+06,2.3821e+06,3.19567,3.19567,3.19567,3690.04,3690.04,3690.04,3.99133e+06,3.99133e+06,3.99133e+06,2.50612e+07,2.50612e+07,2.50612e+07,24.2236,24.2236,24.2236,6146.39,6146.39,6146.39,329985,329985,329985,155.146,155.146,155.146,1484.98,1484.98,1484.98,605650,605650,605650,0.0472265,0.0472265,0.0472265,1.16518,1.16518,1.16518,7.17346,7.17346,7.17346
804,2.38173e+06,2.38173e+06,2.38173e+06,3.45149,3.45149,3.45149,3691.24,3691.24,3691.24,3.98924e+06,3.98924e+06,3.98924e+06,2.50687e+07,2.50687e+07,2.50687e+07,26.1728,26.1728,26.1728,6146.53,6146.53,6146.53,330122,330122,330122,167.259,167.259,167.259,1601.58,1601.58,1601.58,605700,605700,605700,0.051003,0.051003,0.051003,1.16518,1.16518,1.16518,7.17448,7.17448,7.17448
