index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,782,1.26574e+06,818.133,4737.28,4.9335e+06,7.27728e+06,3542.31,14017.6,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,2.12942,0,3.99304
0,783,1.26574e+06,818.154,4737.34,4.9335e+06,7.27728e+06,3542.28,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0.592362,5.35324,5.24959
0,784,1.26574e+06,818.161,4737.36,4.9335e+06,7.27728e+06,3542.28,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0.719847,2.68982,8.26153
0,785,1.26574e+06,818.164,4737.36,4.9335e+06,7.27728e+06,3542.28,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0,0.660772,3.00046
0,786,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,1.16135,4.13775,5.25633
0,787,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0.336441,2.15748,2.91876
0,788,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0,3.09561,5.93879
0,789,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,1.52039,2.73002,3.4735
0,790,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,0,3.15322,4.38931
0,791,1.26574e+06,818.165,4737.37,4.9335e+06,7.27728e+06,3542.27,14017.5,925029,116294,1.52968e+06,8.64144e+06,0.834177,2.57863,4.56017,2.4676,2.37771,4.06397
