1.37767,0.643754,0.798906,-0.308252,-0.283649,0,0,-0.102304,-0.100351,-0.0209602,-0.0645037,-0.012294,-0.0319846,-0.0843923,0.00159885,0.0415817,0.887805,-0.0998186,-0.124672
0.643754,2.2578,2.36795,-0.148537,-0.143532,0,0,-0.0249421,-0.0303118,0.034231,0.0882261,-0.0211886,0.0149215,0.013448,0.0294054,0.0630672,0.415249,-0.0707941,-0.0641116
0.798906,2.36795,6.03146,-0.29973,-0.301475,0,0,0.0226129,0.00592208,0.101054,0.206389,-0.0745063,0.0164561,0.138881,0.115329,0.194447,0.307848,-0.101287,-0.0907824
-0.308252,-0.148537,-0.29973,0.17544,0.154294,0,0,-0.0144535,-0.0219106,-0.0233243,-0.0367749,0.0179134,0.0147739,-0.0202627,-0.0248416,-0.0534277,-0.151208,0.0238143,0.0430857
-0.283649,-0.143532,-0.301475,0.154294,0.146344,0,0,-0.0158501,-0.0170802,-0.0254615,-0.0444431,0.0177533,0.0121991,-0.0292046,-0.0279373,-0.0540315,-0.122443,0.0230402,0.0349046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.102304,-0.0249421,0.0226129,-0.0144535,-0.0158501,0,0,0.041218,0.0424118,0.0148412,0.0263925,-0.0111014,-0.00208283,0.0311675,0.00820252,0.00756646,-0.158199,0.0197259,0.0200567
-0.100351,-0.0303118,0.00592208,-0.0219106,-0.0170802,0,0,0.0424118,0.0478426,0.0130047,0.0210565,-0.0102041,-0.00394689,0.026132,0.00508184,0.00439663,-0.156556,0.02284,0.0174929
-0.0209602,0.034231,0.101054,-0.0233243,-0.0254615,0,0,0.0148412,0.0130047,0.0248246,0.0496866,-0.00437571,0.0041206,0.0417293,0.0262103,0.0316302,0.00878221,-0.0090131,-0.00575867
-0.0645037,0.0882261,0.206389,-0.0367749,-0.0444431,0,0,0.0263925,0.0210565,0.0496866,0.116529,-0.00774483,0.0152553,0.0851746,0.0552965,0.0621057,-0.0105307,-0.0188654,-0.00941647
-0.012294,-0.0211886,-0.0745063,0.0179134,0.0177533,0,0,-0.0111014,-0.0102041,-0.00437571,-0.00774483,0.033554,0.000651205,-0.00768744,-0.0077158,-0.0131545,-0.0267436,0.00344463,0.00451795
-0.0319846,0.0149215,0.0164561,0.0147739,0.0121991,0,0,-0.00208283,-0.00394689,0.0041206,0.0152553,0.000651205,0.0399928,0.00766548,0.00709983,0.000925878,-0.0436787,-0.00604753,-0.00126806
-0.0843923,0.013448,0.138881,-0.0202627,-0.0292046,0,0,0.0311675,0.026132,0.0417293,0.0851746,-0.00768744,0.00766548,0.0835075,0.0466427,0.0502167,-0.0449231,-0.00912365,0.000784708
0.00159885,0.0294054,0.115329,-0.0248416,-0.0279373,0,0,0.00820252,0.00508184,0.0262103,0.0552965,-0.0077158,0.00709983,0.0466427,0.0351626,0.0381699,0.0537997,-0.0177292,-0.012365
0.0415817,0.0630672,0.194447,-0.0534277,-0.0540315,0,0,0.00756646,0.00439663,0.0316302,0.0621057,-0.0131545,0.000925878,0.0502167,0.0381699,0.0615276,0.116116,-0.0264782,-0.0264066
0.887805,0.415249,0.307848,-0.151208,-0.122443,0,0,-0.158199,-0.156556,0.00878221,-0.0105307,-0.0267436,-0.0436787,-0.0449231,0.0537997,0.116116,1.69435,-0.182829,-0.204517
-0.0998186,-0.0707941,-0.101287,0.0238143,0.0230402,0,0,0.0197259,0.02284,-0.0090131,-0.0188654,0.00344463,-0.00604753,-0.00912365,-0.0177292,-0.0264782,-0.182829,0.0307271,0.0279173
-0.124672,-0.0641116,-0.0907824,0.0430857,0.0349046,0,0,0.0200567,0.0174929,-0.00575867,-0.00941647,0.00451795,-0.00126806,0.000784708,-0.012365,-0.0264066,-0.204517,0.0279173,0.0369436
