0.266518,-0.0859585,-0.147339,0.0263028,-0.000810148,0,0,0,0,0,0,-0.0225466,-0.0331597,-0.00958221,-0.000361059,-0.000840917,0.0211219,-0.00529633,-0.0262055,-0.0346147,-0.122221,-0.0723355,0.0655304,0.0757742
-0.0859585,0.698795,0.00922742,-0.0303364,-0.0547698,0,0,0,0,0,0,0.0260607,0.0176977,0.0335203,0.0468751,0.019283,-0.0156369,0.0418464,0.0283348,0.0402209,-0.0400054,0.0391278,-0.0372382,-0.0369798
-0.147339,0.00922742,4.07083,-0.0251258,-0.0898101,0,0,0,0,0,0,0.0292192,-0.00318373,0.0200353,0.0498115,-0.0205922,-0.0154059,0.0612387,0.0585728,0.0817594,0.0673867,0.106887,-0.0919175,-0.0852932
0.0263028,-0.0303364,-0.0251258,0.105674,0.0552552,0,0,0,0,0,0,-0.026019,-0.0381583,-0.0160579,-0.0216052,0.0176454,-0.0050159,-0.0192487,-0.0201171,-0.0281531,-0.0358491,-0.0191887,0.0257076,0.0346948
-0.000810148,-0.0547698,-0.0898101,0.0552552,0.0971167,0,0,0,0,0,0,-0.036889,-0.016377,-0.0305325,-0.0512987,0.0135592,-0.0119097,-0.04487,-0.0332748,-0.0377594,0.0072664,-0.0106694,0.0280196,0.0207357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0225466,0.0260607,0.0292192,-0.026019,-0.036889,0,0,0,0,0,0,0.0299076,0.0242075,0.0241066,0.0386777,-0.00871864,-0.00341596,0.0360029,0.0212779,0.024985,0.0105351,-0.0222719,-0.00519786,-0.00118169
-0.0331597,0.0176977,-0.00318373,-0.0381583,-0.016377,0,0,0,0,0,0,0.0242075,0.0317105,0.0183056,0.026447,-0.00739751,-0.00521103,0.0263811,0.015298,0.0190711,0.0257684,-0.0235197,-0.00107964,-0.00340366
-0.00958221,0.0335203,0.0200353,-0.0160579,-0.0305325,0,0,0,0,0,0,0.0241066,0.0183056,0.0288607,0.0465796,0.00241683,0.00474801,0.0429929,0.0234372,0.0238441,0.00343628,-0.0290651,0.000465653,0.00554401
-0.000361059,0.0468751,0.0498115,-0.0216052,-0.0512987,0,0,0,0,0,0,0.0386777,0.026447,0.0465796,0.0885441,0.000378528,0.0103775,0.0699514,0.0375148,0.0389058,-0.019437,-0.0535299,0.00421294,0.0141018
-0.000840917,0.019283,-0.0205922,0.0176454,0.0135592,0,0,0,0,0,0,-0.00871864,-0.00739751,0.00241683,0.000378528,0.0408519,0.00239068,0.00137615,-0.00150748,-0.00734138,0.000769013,1.53579e-05,0.00414054,0.00403512
0.0211219,-0.0156369,-0.0154059,-0.0050159,-0.0119097,0,0,0,0,0,0,-0.00341596,-0.00521103,0.00474801,0.0103775,0.00239068,0.0467164,0.00547077,0.000634877,-0.00101362,0.00689144,-0.024531,0.0086549,0.00886633
-0.00529633,0.0418464,0.0612387,-0.0192487,-0.04487,0,0,0,0,0,0,0.0360029,0.0263811,0.0429929,0.0699514,0.00137615,0.00547077,0.0783849,0.0363555,0.039376,0.00583369,-0.0494128,0.00370493,0.0119734
-0.0262055,0.0283348,0.0585728,-0.0201171,-0.0332748,0,0,0,0,0,0,0.0212779,0.015298,0.0234372,0.0375148,-0.00150748,0.000634877,0.0363555,0.0259898,0.0251525,0.00455776,-0.00474827,-0.012036,-0.00765222
-0.0346147,0.0402209,0.0817594,-0.0281531,-0.0377594,0,0,0,0,0,0,0.024985,0.0190711,0.0238441,0.0389058,-0.00734138,-0.00101362,0.039376,0.0251525,0.0344691,0.0178798,-0.00401107,-0.0150681,-0.0124591
-0.122221,-0.0400054,0.0673867,-0.0358491,0.0072664,0,0,0,0,0,0,0.0105351,0.0257684,0.00343628,-0.019437,0.000769013,0.00689144,0.00583369,0.00455776,0.0178798,0.572228,0.0112851,-0.0243697,-0.0334615
-0.0723355,0.0391278,0.106887,-0.0191887,-0.0106694,0,0,0,0,0,0,-0.0222719,-0.0235197,-0.0290651,-0.0535299,1.53579e-05,-0.024531,-0.0494128,-0.00474827,-0.00401107,0.0112851,0.145922,-0.0644656,-0.0724641
0.0655304,-0.0372382,-0.0919175,0.0257076,0.0280196,0,0,0,0,0,0,-0.00519786,-0.00107964,0.000465653,0.00421294,0.00414054,0.0086549,0.00370493,-0.012036,-0.0150681,-0.0243697,-0.0644656,0.0415936,0.0429479
0.0757742,-0.0369798,-0.0852932,0.0346948,0.0207357,0,0,0,0,0,0,-0.00118169,-0.00340366,0.00554401,0.0141018,0.00403512,0.00886633,0.0119734,-0.00765222,-0.0124591,-0.0334615,-0.0724641,0.0429479,0.0507169
