index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
544,1.07747,5.0363,5.19484,1.56982,0.861308,0,0,0,0,0,0,6.23917,7.16843,1.55015,0.0215453,0.911049,0.314552,0.540372,-2.12271,0.630347,3.09111,0.126394,0.183663,0.150892,-4591.45
