index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
837,2.4357,6.09068,4.0689,3.76499,1.6409,0,0,0,0,0,0,12.2589,13.7446,2.13119,0.0192205,0.666648,0.688437,0.396186,0.37617,0.000964561,4.90079,0.105251,0.0286142,0.0112062,-4308.13
