time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.91511e+06,1.91511e+06,1.91511e+06,8620,8620,8620,3.04791,3.04791,3.04791,6.53461e+06,6.53461e+06,6.53461e+06,1.55263e+07,1.55263e+07,1.55263e+07,12683.4,12683.4,12683.4,2.15028,2.15028,2.15028,351668,351668,351668,1.01286e+06,1.01286e+06,1.01286e+06,1.52266e+06,1.52266e+06,1.52266e+06,234956,234956,234956,9.9589e+07,9.9589e+07,9.9589e+07,0,0,0,0,0,0
1,1.91804e+06,1.91804e+06,1.91804e+06,8612.14,8612.14,8612.14,2.79363,2.79363,2.79363,6.5488e+06,6.5488e+06,6.5488e+06,1.55077e+07,1.55077e+07,1.55077e+07,12602.6,12602.6,12602.6,1.96297,1.96297,1.96297,344166,344166,344166,1.01739e+06,1.01739e+06,1.01739e+06,1.52851e+06,1.52851e+06,1.52851e+06,229944,229944,229944,9.95927e+07,9.95927e+07,9.95927e+07,30.8767,30.8767,30.8767,0.00319198,0.00319198,0.00319198
2,1.921e+06,1.921e+06,1.921e+06,8596.37,8596.37,8596.37,2.56062,2.56062,2.56062,6.56309e+06,6.56309e+06,6.56309e+06,1.54891e+07,1.54891e+07,1.54891e+07,12548.1,12548.1,12548.1,1.80004,1.80004,1.80004,336824,336824,336824,1.02178e+06,1.02178e+06,1.02178e+06,1.53404e+06,1.53404e+06,1.53404e+06,225039,225039,225039,9.96051e+07,9.96051e+07,9.96051e+07,30.7616,30.7616,30.7616,0.00292353,0.00292353,0.00292353
3,1.92399e+06,1.92399e+06,1.92399e+06,8587.28,8587.28,8587.28,2.35123,2.35123,2.35123,6.57747e+06,6.57747e+06,6.57747e+06,1.54705e+07,1.54705e+07,1.54705e+07,12504.9,12504.9,12504.9,1.65387,1.65387,1.65387,329638,329638,329638,1.02604e+06,1.02604e+06,1.02604e+06,1.5393e+06,1.5393e+06,1.5393e+06,220238,220238,220238,9.96176e+07,9.96176e+07,9.96176e+07,30.6724,30.6724,30.6724,0.00268261,0.00268261,0.00268261
4,1.92699e+06,1.92699e+06,1.92699e+06,8585.89,8585.89,8585.89,2.16313,2.16313,2.16313,6.59194e+06,6.59194e+06,6.59194e+06,1.54518e+07,1.54518e+07,1.54518e+07,12472.8,12472.8,12472.8,1.52251,1.52251,1.52251,322605,322605,322605,1.03019e+06,1.03019e+06,1.03019e+06,1.54434e+06,1.54434e+06,1.54434e+06,215540,215540,215540,9.96301e+07,9.96301e+07,9.96301e+07,30.61,30.61,30.61,0.00246621,0.00246621,0.00246621
5,1.92997e+06,1.92997e+06,1.92997e+06,8592.39,8592.39,8592.39,1.99399,1.99399,1.99399,6.60649e+06,6.60649e+06,6.60649e+06,1.5433e+07,1.5433e+07,1.5433e+07,12452.2,12452.2,12452.2,1.40434,1.40434,1.40434,315722,315722,315722,1.03426e+06,1.03426e+06,1.03426e+06,1.54918e+06,1.54918e+06,1.54918e+06,210941,210941,210941,9.96427e+07,9.96427e+07,9.96427e+07,30.5754,30.5754,30.5754,0.00227168,0.00227168,0.00227168
6,1.93292e+06,1.93292e+06,1.93292e+06,8606.93,8606.93,8606.93,1.84174,1.84174,1.84174,6.62111e+06,6.62111e+06,6.62111e+06,1.54141e+07,1.54141e+07,1.54141e+07,12443.3,12443.3,12443.3,1.29795,1.29795,1.29795,308985,308985,308985,1.03827e+06,1.03827e+06,1.03827e+06,1.55388e+06,1.55388e+06,1.55388e+06,206440,206440,206440,9.96552e+07,9.96552e+07,9.96552e+07,30.5692,30.5692,30.5692,0.00209666,0.00209666,0.00209666
7,1.93583e+06,1.93583e+06,1.93583e+06,8629.54,8629.54,8629.54,1.70453,1.70453,1.70453,6.6358e+06,6.6358e+06,6.6358e+06,1.5395e+07,1.5395e+07,1.5395e+07,12446.1,12446.1,12446.1,1.20205,1.20205,1.20205,302392,302392,302392,1.04226e+06,1.04226e+06,1.04226e+06,1.55847e+06,1.55847e+06,1.55847e+06,202035,202035,202035,9.96678e+07,9.96678e+07,9.96678e+07,30.5918,30.5918,30.5918,0.00193901,0.00193901,0.00193901
8,1.93866e+06,1.93866e+06,1.93866e+06,8660.13,8660.13,8660.13,1.58071,1.58071,1.58071,6.65054e+06,6.65054e+06,6.65054e+06,1.53758e+07,1.53758e+07,1.53758e+07,12460.6,12460.6,12460.6,1.11549,1.11549,1.11549,295939,295939,295939,1.04624e+06,1.04624e+06,1.04624e+06,1.56299e+06,1.56299e+06,1.56299e+06,197724,197724,197724,9.96803e+07,9.96803e+07,9.96803e+07,30.6431,30.6431,30.6431,0.00179683,0.00179683,0.00179683
9,1.94142e+06,1.94142e+06,1.94142e+06,8698.52,8698.52,8698.52,1.46879,1.46879,1.46879,6.66533e+06,6.66533e+06,6.66533e+06,1.53565e+07,1.53565e+07,1.53565e+07,12486.5,12486.5,12486.5,1.03726,1.03726,1.03726,289623,289623,289623,1.05025e+06,1.05025e+06,1.05025e+06,1.56747e+06,1.56747e+06,1.56747e+06,193505,193505,193505,9.96928e+07,9.96928e+07,9.96928e+07,30.7226,30.7226,30.7226,0.00166843,0.00166843,0.00166843
10,1.94407e+06,1.94407e+06,1.94407e+06,8744.41,8744.41,8744.41,1.36747,1.36747,1.36747,6.68017e+06,6.68017e+06,6.68017e+06,1.53369e+07,1.53369e+07,1.53369e+07,12523.2,12523.2,12523.2,0.96643,0.96643,0.96643,283442,283442,283442,1.05429e+06,1.05429e+06,1.05429e+06,1.57196e+06,1.57196e+06,1.57196e+06,189375,189375,189375,9.97053e+07,9.97053e+07,9.97053e+07,30.8294,30.8294,30.8294,0.00155228,0.00155228,0.00155228
11,1.9466e+06,1.9466e+06,1.9466e+06,8797.37,8797.37,8797.37,1.27556,1.27556,1.27556,6.69505e+06,6.69505e+06,6.69505e+06,1.53172e+07,1.53172e+07,1.53172e+07,12570.3,12570.3,12570.3,0.902192,0.902192,0.902192,277393,277393,277393,1.0584e+06,1.0584e+06,1.0584e+06,1.57647e+06,1.57647e+06,1.57647e+06,185333,185333,185333,9.97177e+07,9.97177e+07,9.97177e+07,30.9622,30.9622,30.9622,0.00144702,0.00144702,0.00144702
12,1.949e+06,1.949e+06,1.949e+06,8856.87,8856.87,8856.87,1.19203,1.19203,1.19203,6.70996e+06,6.70996e+06,6.70996e+06,1.52972e+07,1.52972e+07,1.52972e+07,12627,12627,12627,0.843815,0.843815,0.843815,271473,271473,271473,1.06259e+06,1.06259e+06,1.06259e+06,1.58105e+06,1.58105e+06,1.58105e+06,181378,181378,181378,9.973e+07,9.973e+07,9.973e+07,31.1194,31.1194,31.1194,0.00135147,0.00135147,0.00135147
13,1.95125e+06,1.95125e+06,1.95125e+06,8922.24,8922.24,8922.24,1.11594,1.11594,1.11594,6.72491e+06,6.72491e+06,6.72491e+06,1.52771e+07,1.52771e+07,1.52771e+07,12692.2,12692.2,12692.2,0.790651,0.790651,0.790651,265679,265679,265679,1.06688e+06,1.06688e+06,1.06688e+06,1.58571e+06,1.58571e+06,1.58571e+06,177507,177507,177507,9.97423e+07,9.97423e+07,9.97423e+07,31.2988,31.2988,31.2988,0.00126453,0.00126453,0.00126453
14,1.95335e+06,1.95335e+06,1.95335e+06,8992.71,8992.71,8992.71,1.04647,1.04647,1.04647,6.73989e+06,6.73989e+06,6.73989e+06,1.52566e+07,1.52566e+07,1.52566e+07,12765,12765,12765,0.742123,0.742123,0.742123,260008,260008,260008,1.07129e+06,1.07129e+06,1.07129e+06,1.59048e+06,1.59048e+06,1.59048e+06,173718,173718,173718,9.97545e+07,9.97545e+07,9.97545e+07,31.498,31.498,31.498,0.00118525,0.00118525,0.00118525
15,1.95528e+06,1.95528e+06,1.95528e+06,9067.38,9067.38,9067.38,0.982878,0.982878,0.982878,6.7549e+06,6.7549e+06,6.7549e+06,1.52359e+07,1.52359e+07,1.52359e+07,12844.1,12844.1,12844.1,0.697715,0.697715,0.697715,254458,254458,254458,1.07582e+06,1.07582e+06,1.07582e+06,1.59538e+06,1.59538e+06,1.59538e+06,170011,170011,170011,9.97666e+07,9.97666e+07,9.97666e+07,31.7139,31.7139,31.7139,0.00111279,0.00111279,0.00111279
16,1.95703e+06,1.95703e+06,1.95703e+06,9145.26,9145.26,9145.26,0.924514,0.924514,0.924514,6.76994e+06,6.76994e+06,6.76994e+06,1.5215e+07,1.5215e+07,1.5215e+07,12928,12928,12928,0.656972,0.656972,0.656972,249027,249027,249027,1.08049e+06,1.08049e+06,1.08049e+06,1.60043e+06,1.60043e+06,1.60043e+06,166382,166382,166382,9.97786e+07,9.97786e+07,9.97786e+07,31.9434,31.9434,31.9434,0.00104638,0.00104638,0.00104638
17,1.95861e+06,1.95861e+06,1.95861e+06,9225.22,9225.22,9225.22,0.870801,0.870801,0.870801,6.78501e+06,6.78501e+06,6.78501e+06,1.51938e+07,1.51938e+07,1.51938e+07,13015.2,13015.2,13015.2,0.619489,0.619489,0.619489,243711,243711,243711,1.0853e+06,1.0853e+06,1.0853e+06,1.60563e+06,1.60563e+06,1.60563e+06,162830,162830,162830,9.97905e+07,9.97905e+07,9.97905e+07,32.1826,32.1826,32.1826,0.000985361,0.000985361,0.000985361
