index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
297,1.82449,6.55401,5.47978,1.01343,1.24597,0,0,0,0,0,0,20.4983,21.2261,2.59404,0.118796,0.604237,0.345578,0.271616,-1.03574,-0.298397,3.59546,0.0101787,0.0801875,0.116977,-20484.9
