time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.07107e+06,1.07107e+06,1.07107e+06,5540.34,5540.34,5540.34,2257.61,2257.61,2257.61,1.61117e+06,1.61117e+06,1.61117e+06,1.45275e+06,1.45275e+06,1.45275e+06,18788.2,18788.2,18788.2,7905.95,7905.95,7905.95,494558,494558,494558,527378,527378,527378,1.76084e+06,1.76084e+06,1.76084e+06,1.71716e+06,1.71716e+06,1.71716e+06,1.18039e+08,1.18039e+08,1.18039e+08,0,0,0,0,0,0
1,1.07278e+06,1.07278e+06,1.07278e+06,5590.93,5590.93,5590.93,2226.94,2226.94,2226.94,1.61507e+06,1.61507e+06,1.61507e+06,1.44874e+06,1.44874e+06,1.44874e+06,18826.9,18826.9,18826.9,7757.41,7757.41,7757.41,490524,490524,490524,532017,532017,532017,1.77692e+06,1.77692e+06,1.77692e+06,1.70326e+06,1.70326e+06,1.70326e+06,1.18035e+08,1.18035e+08,1.18035e+08,21.8202,21.8202,21.8202,11.2993,11.2993,11.2993
2,1.0745e+06,1.0745e+06,1.0745e+06,5619.88,5619.88,5619.88,2195.11,2195.11,2195.11,1.61915e+06,1.61915e+06,1.61915e+06,1.44464e+06,1.44464e+06,1.44464e+06,18875.6,18875.6,18875.6,7639.59,7639.59,7639.59,486482,486482,486482,536659,536659,536659,1.79278e+06,1.79278e+06,1.79278e+06,1.68928e+06,1.68928e+06,1.68928e+06,1.18039e+08,1.18039e+08,1.18039e+08,21.8951,21.8951,21.8951,11.1149,11.1149,11.1149
3,1.07622e+06,1.07622e+06,1.07622e+06,5645.15,5645.15,5645.15,2169.18,2169.18,2169.18,1.62339e+06,1.62339e+06,1.62339e+06,1.44046e+06,1.44046e+06,1.44046e+06,18915.7,18915.7,18915.7,7544.45,7544.45,7544.45,482443,482443,482443,541281,541281,541281,1.80845e+06,1.80845e+06,1.80845e+06,1.6753e+06,1.6753e+06,1.6753e+06,1.18044e+08,1.18044e+08,1.18044e+08,21.9591,21.9591,21.9591,10.9631,10.9631,10.9631
4,1.07793e+06,1.07793e+06,1.07793e+06,5667.72,5667.72,5667.72,2149.44,2149.44,2149.44,1.62778e+06,1.62778e+06,1.62778e+06,1.43621e+06,1.43621e+06,1.43621e+06,18946.3,18946.3,18946.3,7471.23,7471.23,7471.23,478424,478424,478424,545873,545873,545873,1.82388e+06,1.82388e+06,1.82388e+06,1.66137e+06,1.66137e+06,1.66137e+06,1.18049e+08,1.18049e+08,1.18049e+08,22.0122,22.0122,22.0122,10.8431,10.8431,10.8431
5,1.07963e+06,1.07963e+06,1.07963e+06,5687.53,5687.53,5687.53,2135.79,2135.79,2135.79,1.63228e+06,1.63228e+06,1.63228e+06,1.43189e+06,1.43189e+06,1.43189e+06,18967.5,18967.5,18967.5,7419.55,7419.55,7419.55,474443,474443,474443,550429,550429,550429,1.83906e+06,1.83906e+06,1.83906e+06,1.64756e+06,1.64756e+06,1.64756e+06,1.18054e+08,1.18054e+08,1.18054e+08,22.0543,22.0543,22.0543,10.7543,10.7543,10.7543
6,1.08129e+06,1.08129e+06,1.08129e+06,5704.49,5704.49,5704.49,2128.14,2128.14,2128.14,1.63689e+06,1.63689e+06,1.63689e+06,1.42752e+06,1.42752e+06,1.42752e+06,18979.2,18979.2,18979.2,7389.08,7389.08,7389.08,470515,470515,470515,554941,554941,554941,1.85398e+06,1.85398e+06,1.85398e+06,1.63392e+06,1.63392e+06,1.63392e+06,1.18059e+08,1.18059e+08,1.18059e+08,22.0855,22.0855,22.0855,10.6963,10.6963,10.6963
7,1.08292e+06,1.08292e+06,1.08292e+06,5718.46,5718.46,5718.46,2126.41,2126.41,2126.41,1.6416e+06,1.6416e+06,1.6416e+06,1.42309e+06,1.42309e+06,1.42309e+06,18981.1,18981.1,18981.1,7379.58,7379.58,7379.58,466655,466655,466655,559402,559402,559402,1.8686e+06,1.8686e+06,1.8686e+06,1.62051e+06,1.62051e+06,1.62051e+06,1.18064e+08,1.18064e+08,1.18064e+08,22.1055,22.1055,22.1055,10.6687,10.6687,10.6687
8,1.0845e+06,1.0845e+06,1.0845e+06,5729.27,5729.27,5729.27,2130.56,2130.56,2130.56,1.64637e+06,1.64637e+06,1.64637e+06,1.41862e+06,1.41862e+06,1.41862e+06,18973,18973,18973,7390.84,7390.84,7390.84,462880,462880,462880,563805,563805,563805,1.8829e+06,1.8829e+06,1.8829e+06,1.60738e+06,1.60738e+06,1.60738e+06,1.18069e+08,1.18069e+08,1.18069e+08,22.1138,22.1138,22.1138,10.671,10.671,10.671
9,1.08604e+06,1.08604e+06,1.08604e+06,5736.76,5736.76,5736.76,2140.55,2140.55,2140.55,1.65119e+06,1.65119e+06,1.65119e+06,1.41412e+06,1.41412e+06,1.41412e+06,18954.5,18954.5,18954.5,7422.73,7422.73,7422.73,459204,459204,459204,568141,568141,568141,1.89687e+06,1.89687e+06,1.89687e+06,1.59459e+06,1.59459e+06,1.59459e+06,1.18074e+08,1.18074e+08,1.18074e+08,22.1102,22.1102,22.1102,10.7032,10.7032,10.7032
10,1.08752e+06,1.08752e+06,1.08752e+06,5740.7,5740.7,5740.7,2156.35,2156.35,2156.35,1.65605e+06,1.65605e+06,1.65605e+06,1.4096e+06,1.4096e+06,1.4096e+06,18925.2,18925.2,18925.2,7475.17,7475.17,7475.17,455642,455642,455642,572403,572403,572403,1.91048e+06,1.91048e+06,1.91048e+06,1.58219e+06,1.58219e+06,1.58219e+06,1.18079e+08,1.18079e+08,1.18079e+08,22.0939,22.0939,22.0939,10.765,10.765,10.765
11,1.08893e+06,1.08893e+06,1.08893e+06,5740.86,5740.86,5740.86,2177.96,2177.96,2177.96,1.66093e+06,1.66093e+06,1.66093e+06,1.40507e+06,1.40507e+06,1.40507e+06,18884.3,18884.3,18884.3,7548.16,7548.16,7548.16,452206,452206,452206,576581,576581,576581,1.9237e+06,1.9237e+06,1.9237e+06,1.57022e+06,1.57022e+06,1.57022e+06,1.18083e+08,1.18083e+08,1.18083e+08,22.0644,22.0644,22.0644,10.8563,10.8563,10.8563
12,1.09028e+06,1.09028e+06,1.09028e+06,5737,5737,5737,2205.4,2205.4,2205.4,1.6658e+06,1.6658e+06,1.6658e+06,1.40053e+06,1.40053e+06,1.40053e+06,18831.4,18831.4,18831.4,7641.73,7641.73,7641.73,448911,448911,448911,580667,580667,580667,1.93652e+06,1.93652e+06,1.93652e+06,1.55874e+06,1.55874e+06,1.55874e+06,1.18088e+08,1.18088e+08,1.18088e+08,22.0208,22.0208,22.0208,10.9773,10.9773,10.9773
13,1.09156e+06,1.09156e+06,1.09156e+06,5728.85,5728.85,5728.85,2238.68,2238.68,2238.68,1.67066e+06,1.67066e+06,1.67066e+06,1.396e+06,1.396e+06,1.396e+06,18765.8,18765.8,18765.8,7755.96,7755.96,7755.96,445771,445771,445771,584650,584650,584650,1.9489e+06,1.9489e+06,1.9489e+06,1.54778e+06,1.54778e+06,1.54778e+06,1.18093e+08,1.18093e+08,1.18093e+08,21.9625,21.9625,21.9625,11.1279,11.1279,11.1279
14,1.09276e+06,1.09276e+06,1.09276e+06,5716.15,5716.15,5716.15,2277.84,2277.84,2277.84,1.67548e+06,1.67548e+06,1.67548e+06,1.39149e+06,1.39149e+06,1.39149e+06,18686.8,18686.8,18686.8,7891,7891,7891,442798,442798,442798,588521,588521,588521,1.96082e+06,1.96082e+06,1.96082e+06,1.53741e+06,1.53741e+06,1.53741e+06,1.18098e+08,1.18098e+08,1.18098e+08,21.8885,21.8885,21.8885,11.3083,11.3083,11.3083
15,1.09389e+06,1.09389e+06,1.09389e+06,5698.64,5698.64,5698.64,2322.92,2322.92,2322.92,1.68024e+06,1.68024e+06,1.68024e+06,1.38702e+06,1.38702e+06,1.38702e+06,18593.7,18593.7,18593.7,8046.98,8046.98,8046.98,440006,440006,440006,592269,592269,592269,1.97225e+06,1.97225e+06,1.97225e+06,1.52767e+06,1.52767e+06,1.52767e+06,1.18102e+08,1.18102e+08,1.18102e+08,21.798,21.798,21.798,11.5188,11.5188,11.5188
16,1.09493e+06,1.09493e+06,1.09493e+06,5676.08,5676.08,5676.08,2373.97,2373.97,2373.97,1.68492e+06,1.68492e+06,1.68492e+06,1.38259e+06,1.38259e+06,1.38259e+06,18485.9,18485.9,18485.9,8224.1,8224.1,8224.1,437407,437407,437407,595881,595881,595881,1.98316e+06,1.98316e+06,1.98316e+06,1.51859e+06,1.51859e+06,1.51859e+06,1.18107e+08,1.18107e+08,1.18107e+08,21.6902,21.6902,21.6902,11.7596,11.7596,11.7596
17,1.09589e+06,1.09589e+06,1.09589e+06,5648.21,5648.21,5648.21,2431.04,2431.04,2431.04,1.68951e+06,1.68951e+06,1.68951e+06,1.37822e+06,1.37822e+06,1.37822e+06,18362.7,18362.7,18362.7,8422.53,8422.53,8422.53,435015,435015,435015,599348,599348,599348,1.99351e+06,1.99351e+06,1.99351e+06,1.51024e+06,1.51024e+06,1.51024e+06,1.18111e+08,1.18111e+08,1.18111e+08,21.5643,21.5643,21.5643,12.0309,12.0309,12.0309
18,1.09677e+06,1.09677e+06,1.09677e+06,5614.83,5614.83,5614.83,2494.16,2494.16,2494.16,1.69398e+06,1.69398e+06,1.69398e+06,1.37392e+06,1.37392e+06,1.37392e+06,18223.6,18223.6,18223.6,8642.44,8642.44,8642.44,432843,432843,432843,602655,602655,602655,2.00328e+06,2.00328e+06,2.00328e+06,1.50265e+06,1.50265e+06,1.50265e+06,1.18115e+08,1.18115e+08,1.18115e+08,21.4195,21.4195,21.4195,12.3329,12.3329,12.3329
