index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1015,0.939353,8.99971,8.18681,1.85559,5.1359,0,0,0,0,0,0,6.79382,5.17814,2.19389,0.299875,0.691847,0.717417,0.498151,3.4018,3.27586,2.56052,0.00515508,0.106214,0.227335,-5081.84
