index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,1.28758e+07,15488.3,295.656,2.99829e+07,4.95178e+06,14117,777.444,49542.6,924352,840638,127621,7.69252e+07,0,0,0,0
0,1,1.28691e+07,15466,286.819,3.0001e+07,4.94562e+06,13966.6,751.521,48191.7,927617,843438,124179,7.69189e+07,28.7558,0.831879,28.7558,0.443517
0,2,1.28626e+07,15376.5,277.529,3.00194e+07,4.93946e+06,13877.4,727.699,46873.8,930544,845813,120819,7.69215e+07,28.5847,0.805145,28.5847,0.11279
0,3,1.28562e+07,15280.5,268.631,3.0038e+07,4.9333e+06,13788.7,705.033,45588.1,933078,847833,117540,7.69242e+07,28.4076,0.779662,30.0965,0.266038
0,4,1.28501e+07,15182.1,260.163,3.00569e+07,4.92714e+06,13697.7,683.447,44334.3,935225,849511,114343,7.69272e+07,28.2253,0.755386,28.2253,0
0,5,1.28442e+07,15081.7,252.109,3.0076e+07,4.92099e+06,13604.8,662.904,43112.1,936996,850854,111226,7.69303e+07,28.0389,0.732279,28.0389,1.61284
0,6,1.28385e+07,14979.9,244.454,3.00953e+07,4.91484e+06,13510.5,643.365,41921.4,938403,851873,108190,7.69336e+07,27.8491,0.710298,27.8491,0.873102
0,7,1.2833e+07,14876.7,237.181,3.01148e+07,4.90871e+06,13414.9,624.788,40761.9,939457,852578,105233,7.6937e+07,27.6568,0.6894,27.6568,1.49539
0,8,1.28277e+07,14772.6,230.271,3.01344e+07,4.90258e+06,13318.4,607.132,39633.2,940172,852980,102355,7.69406e+07,27.4622,0.669539,27.4622,0
0,9,1.28226e+07,14667.7,223.709,3.01543e+07,4.89647e+06,13221,590.353,38535.1,940560,853090,99554.4,7.69442e+07,27.2659,0.650666,27.2659,1.48328
0,10,1.28178e+07,14562,217.476,3.01742e+07,4.89037e+06,13122.8,574.407,37467,940632,852918,96830.5,7.69481e+07,27.068,0.632733,27.068,0.599461
0,11,1.28131e+07,14455.5,211.555,3.01943e+07,4.88429e+06,13023.8,559.249,36428.7,940401,852475,94182.3,7.6952e+07,26.8686,0.615692,26.8686,1.93328
0,12,1.28087e+07,14348.1,205.927,3.02146e+07,4.87822e+06,12924,544.836,35419.6,939876,851769,91608.5,7.6956e+07,26.6676,0.599492,26.6676,0.126686
0,13,1.28044e+07,14239.8,200.576,3.02349e+07,4.87218e+06,12823.2,531.123,34439.3,939070,850811,89107.9,7.69602e+07,26.4649,0.584087,26.4649,1.08284
0,14,1.28004e+07,14130.4,195.484,3.02553e+07,4.86615e+06,12721.4,518.068,33487.3,937991,849607,86679.3,7.69644e+07,26.2602,0.569429,29.7931,0.600994
0,15,1.27966e+07,14019.6,190.636,3.02758e+07,4.86015e+06,12618.3,505.629,32563.1,936647,848167,84321.2,7.69687e+07,26.0532,0.55547,29.0384,0.0216608
0,16,1.27929e+07,13907.4,186.015,3.02964e+07,4.85417e+06,12513.7,493.768,31666,935047,846495,82032.4,7.69732e+07,25.8435,0.542167,31.7853,0.66516
0,17,1.27895e+07,13793.3,181.607,3.0317e+07,4.84821e+06,12407.6,482.444,30795.6,933196,844599,79811.2,7.69777e+07,25.6307,0.529477,24.1822,1.19863
0,18,1.27864e+07,13677.2,177.397,3.03377e+07,4.84229e+06,12299.5,471.623,29951.1,931101,842483,77656.3,7.69822e+07,25.4143,0.517358,28.5364,1.1847
0,19,1.27834e+07,13558.9,173.371,3.03584e+07,4.83639e+06,12189.4,461.268,29132.2,928766,840151,75566.1,7.69869e+07,25.1939,0.505772,24.8385,1.22863
0,20,1.27807e+07,13438.1,169.518,3.03792e+07,4.83052e+06,12077,451.35,28338,926196,837606,73538.9,7.69916e+07,24.969,0.494682,32.1482,0.85704
0,21,1.27782e+07,13314.6,165.825,3.04e+07,4.82469e+06,11962.1,441.837,27568.1,923392,834852,71573.4,7.69964e+07,24.7394,0.484054,17.6948,0.136775
0,22,1.27759e+07,13188.3,162.281,3.04208e+07,4.8189e+06,11844.7,432.702,26821.7,920357,831889,69667.7,7.70013e+07,24.5046,0.473857,25.6989,0.912507
0,23,1.27739e+07,13058.9,158.878,3.04416e+07,4.81314e+06,11724.5,423.92,26098.2,917094,828720,67820.4,7.70062e+07,24.2643,0.464062,27.5197,0.703143
0,24,1.27721e+07,12926.5,155.606,3.04624e+07,4.80743e+06,11601.6,415.469,25397.1,913604,825346,66029.8,7.70112e+07,24.0185,0.454643,19.2474,1.41988
0,25,1.27706e+07,12791,152.457,3.04832e+07,4.80175e+06,11475.9,407.328,24717.7,909887,821768,64294.4,7.70163e+07,23.7669,0.445577,29.3824,0.492703
0,26,1.27693e+07,12652.5,149.425,3.0504e+07,4.79613e+06,11347.4,399.481,24059.4,905946,817988,62612.6,7.70214e+07,23.5096,0.436843,20.9526,1.36711
0,27,1.27682e+07,12510.9,146.503,3.05248e+07,4.79055e+06,11216.2,391.913,23421.6,901781,814005,60982.9,7.70267e+07,23.2466,0.428424,25.9659,0.379887
0,28,1.27675e+07,12366.5,143.687,3.05456e+07,4.78501e+06,11082.4,384.61,22803.7,897394,809823,59403.6,7.70319e+07,22.9782,0.420304,23.7401,0.408705
0,29,1.27669e+07,12219.3,140.973,3.05663e+07,4.77954e+06,10946.2,377.562,22205.1,892787,805441,57873.5,7.70373e+07,22.7047,0.412471,25.7063,0.93212
0,30,1.27667e+07,12069.8,138.356,3.05871e+07,4.77411e+06,10807.9,370.762,21625.2,887962,800864,56390.9,7.70427e+07,22.4264,0.404914,22.7341,0.962329
0,31,1.27667e+07,11918.2,135.836,3.06077e+07,4.76874e+06,10667.7,364.203,21063.5,882923,796093,54954.5,7.70482e+07,22.144,0.397626,19.9979,0.868924
0,32,1.2767e+07,11764.8,133.409,3.06283e+07,4.76342e+06,10525.9,357.881,20519.5,877673,791132,53563,7.70537e+07,21.8581,0.390602,23.9751,0.515939
0,33,1.27676e+07,11610.1,131.075,3.06489e+07,4.75816e+06,10383,351.793,19992.7,872217,785986,52215.1,7.70592e+07,21.5693,0.383836,28.4255,0.00549076
0,34,1.27684e+07,11454.5,128.833,3.06694e+07,4.75296e+06,10239.3,345.94,19482.5,866561,780660,50909.4,7.70648e+07,21.2784,0.377328,25.8939,1.14313
0,35,1.27696e+07,11298.4,126.683,3.06898e+07,4.74782e+06,10095.2,340.321,18988.5,860712,775160,49644.8,7.70704e+07,20.9864,0.371076,21.8618,0.0730747
0,36,1.2771e+07,11142.5,124.626,3.07101e+07,4.74274e+06,9951.33,334.938,18510.2,854679,769494,48420.3,7.70761e+07,20.6942,0.365083,19.234,0.875075
0,37,1.27727e+07,10987.2,122.662,3.07304e+07,4.73772e+06,9808.02,329.794,18047.3,848469,763670,47234.6,7.70817e+07,20.4026,0.35935,22.4578,0.593012
0,38,1.27746e+07,10833.1,120.793,3.07505e+07,4.73276e+06,9665.81,324.892,17599.3,842094,757698,46086.7,7.70874e+07,20.1128,0.353881,16.7302,0
0,39,1.27768e+07,10680.7,119.02,3.07706e+07,4.72786e+06,9525.18,320.238,17165.7,835565,751587,44975.7,7.7093e+07,19.8256,0.34868,20.4948,0
0,40,1.27793e+07,10530.6,117.344,3.07905e+07,4.72301e+06,9386.63,315.836,16746.4,828895,745350,43900.8,7.70986e+07,19.5422,0.343752,17.6877,0
0,41,1.2782e+07,10383.3,115.767,3.08103e+07,4.71823e+06,9250.64,311.691,16340.9,822096,738997,42860.9,7.71042e+07,19.2636,0.339103,15.0888,0.189764
0,42,1.2785e+07,10239.3,114.292,3.08299e+07,4.7135e+06,9117.67,307.809,15948.8,815184,732543,41855.3,7.71097e+07,18.9906,0.334737,16.179,0.516487
0,43,1.27883e+07,10099.2,112.92,3.08494e+07,4.70882e+06,8988.17,304.196,15570,808172,726000,40883.3,7.71152e+07,18.7243,0.330661,12.0715,0.961255
0,44,1.27917e+07,9963.32,111.652,3.08688e+07,4.7042e+06,8862.56,300.857,15204,801078,719384,39944.2,7.71206e+07,18.4655,0.32688,14.5114,0.116185
