index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,z:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
470,1.57059,4.76456,8.98977,1.69446,1.60724,0,0,0,0,0,0,15.562,15.1541,2.69263,0.13529,0.933025,0.829526,0.712257,1.02941,0.0423481,5.13863,0.0202923,0.360047,0.23882,-15148
