index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,2.85307e+06,4500.01,10357.7,2.75547e+06,5.82149e+06,6987.07,7864.22,1.03954e+06,208595,2.94665e+06,9.53817e+06,2.168,0.366804,4.44162,1.1097,0.833261,3.12973
0,782,2.85509e+06,4623.47,10315.3,2.75206e+06,5.82841e+06,7181.81,7817.02,1.03499e+06,210609,2.97816e+06,9.48933e+06,2.2278,0.366804,4.41965,6.14836,0.279988,3.11823
0,783,2.85702e+06,4751.22,10273.4,2.74866e+06,5.83503e+06,7383.44,7770.67,1.03047e+06,212803,3.01228e+06,9.44087e+06,2.28975,0.366804,4.39804,4.89308,0,2.08945
0,784,2.85885e+06,4883.31,10231.7,2.74526e+06,5.84134e+06,7591.94,7724.94,1.026e+06,215180,3.04902e+06,9.39279e+06,2.35383,0.366804,4.37668,1.07836,0.31785,5.9358
0,785,2.86058e+06,5019.77,10190,2.74186e+06,5.84735e+06,7807.31,7679.64,1.02157e+06,217743,3.08843e+06,9.34508e+06,2.42006,0.366804,4.35549,3.05147,0.0174058,6.96696
0,786,2.8622e+06,5160.59,10148.1,2.73847e+06,5.85305e+06,8029.52,7634.61,1.01717e+06,220492,3.13054e+06,9.29772e+06,2.48844,0.366804,4.33436,1.01798,0.802707,1.04712
0,787,2.86371e+06,5305.75,10105.8,2.73508e+06,5.85842e+06,8258.53,7589.7,1.0128e+06,223431,3.17536e+06,9.25069e+06,2.55896,0.366804,4.3132,2.31759,1.27821,5.49779
0,788,2.8651e+06,5455.21,10063,2.73171e+06,5.86348e+06,8494.27,7544.76,1.00846e+06,226560,3.22293e+06,9.20397e+06,2.6316,0.366804,4.29193,0.970566,0.549113,7.19657
0,789,2.86638e+06,5608.9,10019.2,2.72836e+06,5.86821e+06,8736.66,7499.64,1.00414e+06,229881,3.27327e+06,9.15752e+06,2.70633,0.366804,4.27046,0.832424,0.1823,2.0043
0,790,2.86753e+06,5766.75,9974.49,2.72502e+06,5.87261e+06,8985.57,7454.22,999848,233396,3.32639e+06,9.1113e+06,2.78313,0.366804,4.2487,2.50366,1.03061,7.60475
0,791,2.86855e+06,5928.64,9928.53,2.72171e+06,5.87669e+06,9240.85,7408.36,995566,237106,3.38233e+06,9.06528e+06,2.86195,0.366804,4.22659,2.60621,0,6.84077
0,792,2.86945e+06,6094.47,9881.19,2.71842e+06,5.88043e+06,9502.29,7361.96,991294,241011,3.44107e+06,9.01942e+06,2.94272,0.366804,4.20403,5.63039,0.770783,2.42546
