index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,781,0.00491718,0.60943,5.84303,6.64505e+06,917355,43.6237,18691.7,99577.7,10335.8,128186,9.35437e+06,0.00846284,3.66804,4.54622,0,4.72241,3.78775
0,782,0.00491718,0.609388,5.84213,6.64505e+06,917173,43.6157,18691.7,99557.9,10335.6,128183,9.35438e+06,0.00846129,3.66804,4.54622,0.162163,3.13131,3.87069
0,783,0.00491718,0.609366,5.84106,6.64505e+06,916991,43.6077,18691.7,99538.1,10335.4,128180,9.3544e+06,0.00845975,3.66804,4.54622,0.0926663,4.01861,4.48952
0,784,0.00491719,0.60935,5.83993,6.64505e+06,916809,43.5996,18691.7,99518.4,10335.1,128178,9.35441e+06,0.00845821,3.66804,4.54622,0,5.26781,8.50666
0,785,0.00491719,0.609336,5.83878,6.64505e+06,916628,43.5916,18691.7,99498.6,10334.9,128175,9.35443e+06,0.00845666,3.66804,4.54622,0,4.32616,3.9979
0,786,0.00491719,0.609323,5.83763,6.64505e+06,916446,43.5835,18691.7,99478.9,10334.7,128172,9.35444e+06,0.00845512,3.66804,4.54622,0.10597,3.66684,1.70073
0,787,0.00491719,0.60931,5.83647,6.64505e+06,916264,43.5755,18691.7,99459.2,10334.5,128170,9.35446e+06,0.00845358,3.66804,4.54622,0.0492208,2.3032,2.86448
0,788,0.00491719,0.609297,5.83531,6.64505e+06,916082,43.5674,18691.7,99439.4,10334.3,128167,9.35447e+06,0.00845204,3.66804,4.54622,0.0809744,3.21311,3.64922
0,789,0.00491719,0.609285,5.83416,6.64505e+06,915900,43.5594,18691.7,99419.7,10334.1,128164,9.35449e+06,0.00845049,3.66804,4.54622,0.0241272,0.894257,8.90248
0,790,0.0049172,0.609272,5.833,6.64505e+06,915719,43.5513,18691.7,99400,10333.9,128162,9.3545e+06,0.00844895,3.66804,4.54622,0.124013,2.64994,7.67785
0,791,0.0049172,0.60926,5.83184,6.64505e+06,915537,43.5433,18691.7,99380.2,10333.6,128159,9.35452e+06,0.00844741,3.66804,4.54622,0.0722056,2.952,5.73399
0,792,0.0049172,0.609247,5.83069,6.64505e+06,915355,43.5353,18691.7,99360.5,10333.4,128157,9.35453e+06,0.00844587,3.66804,4.54622,0.221529,3.28825,6.11828
0,793,0.0049172,0.609235,5.82953,6.64505e+06,915174,43.5272,18691.7,99340.8,10333.2,128154,9.35455e+06,0.00844433,3.66804,4.54622,0.127835,2.73707,5.25463
0,794,0.0049172,0.609222,5.82837,6.64505e+06,914992,43.5192,18691.7,99321.1,10333,128151,9.35456e+06,0.00844279,3.66804,4.54622,0.00853599,6.20935,1.09151
0,795,0.0049172,0.609209,5.82722,6.64505e+06,914811,43.5111,18691.7,99301.4,10332.8,128149,9.35458e+06,0.00844125,3.66804,4.54622,0.162831,2.52484,5.22741
0,796,0.0049172,0.609197,5.82606,6.64505e+06,914629,43.5031,18691.7,99281.7,10332.6,128146,9.35459e+06,0.00843971,3.66804,4.54622,0.0487435,5.45411,9.07563
0,797,0.00491721,0.609184,5.8249,6.64505e+06,914448,43.4951,18691.7,99262,10332.3,128143,9.35461e+06,0.00843817,3.66804,4.54622,0.242744,0.169995,4.67453
0,798,0.00491721,0.609172,5.82375,6.64505e+06,914266,43.4871,18691.7,99242.3,10332.1,128141,9.35462e+06,0.00843664,3.66804,4.54622,0.150942,1.13671,3.16443
0,799,0.00491721,0.609159,5.82259,6.64505e+06,914085,43.479,18691.7,99222.6,10331.9,128138,9.35464e+06,0.0084351,3.66804,4.54622,0.228555,3.9059,5.49521
0,800,0.00491721,0.609147,5.82144,6.64505e+06,913904,43.471,18691.7,99202.9,10331.7,128135,9.35465e+06,0.00843356,3.66804,4.54622,0,5.55113,2.88385
0,801,0.00491721,0.609134,5.82028,6.64505e+06,913722,43.463,18691.7,99183.2,10331.5,128133,9.35467e+06,0.00843202,3.66804,4.54622,0.0248912,3.35974,8.59031
0,802,0.00491721,0.609122,5.81913,6.64505e+06,913541,43.455,18691.7,99163.5,10331.3,128130,9.35468e+06,0.00843049,3.66804,4.54621,0,3.4249,1.60451
0,803,0.00491722,0.609109,5.81797,6.64505e+06,913360,43.447,18691.7,99143.9,10331.1,128127,9.3547e+06,0.00842895,3.66804,4.54621,0,5.3583,3.75371
0,804,0.00491722,0.609096,5.81682,6.64505e+06,913178,43.4389,18691.7,99124.2,10330.9,128125,9.35471e+06,0.00842742,3.66804,4.54621,0,1.69417,3.6762
0,805,0.00491722,0.609084,5.81566,6.64505e+06,912997,43.4309,18691.7,99104.5,10330.6,128122,9.35473e+06,0.00842588,3.66804,4.54621,0,4.21042,5.90726
0,806,0.00491722,0.609071,5.81451,6.64505e+06,912816,43.4229,18691.7,99084.8,10330.4,128119,9.35474e+06,0.00842434,3.66804,4.54621,0.0903849,4.86219,1.80265
0,807,0.00491722,0.609059,5.81336,6.64505e+06,912635,43.4149,18691.7,99065.2,10330.2,128117,9.35476e+06,0.00842281,3.66804,4.54621,0,4.52882,5.65949
0,808,0.00491722,0.609046,5.8122,6.64505e+06,912454,43.4069,18691.7,99045.5,10330,128114,9.35477e+06,0.00842128,3.66804,4.54621,0,2.97347,5.81653
0,809,0.00491722,0.609034,5.81105,6.64505e+06,912273,43.3989,18691.7,99025.9,10329.8,128111,9.35479e+06,0.00841974,3.66804,4.54621,0,0.821934,5.76601
0,810,0.00491723,0.609021,5.8099,6.64505e+06,912092,43.3909,18691.7,99006.2,10329.6,128109,9.3548e+06,0.00841821,3.66804,4.54621,0,2.47746,8.65682
0,811,0.00491723,0.609009,5.80874,6.64505e+06,911911,43.3829,18691.7,98986.6,10329.4,128106,9.35482e+06,0.00841667,3.66804,4.54621,0.113602,4.56406,3.32908
0,812,0.00491723,0.608996,5.80759,6.64505e+06,911730,43.3749,18691.7,98966.9,10329.1,128104,9.35483e+06,0.00841514,3.66804,4.54621,0.136909,2.92771,3.35488
0,813,0.00491723,0.608984,5.80644,6.64505e+06,911549,43.3669,18691.7,98947.3,10328.9,128101,9.35485e+06,0.00841361,3.66804,4.54621,0.0084666,4.98158,2.86989
0,814,0.00491723,0.608971,5.80529,6.64505e+06,911368,43.3589,18691.7,98927.7,10328.7,128098,9.35486e+06,0.00841208,3.66804,4.54621,0.0229799,1.69966,4.68272
0,815,0.00491723,0.608959,5.80414,6.64505e+06,911188,43.3509,18691.7,98908,10328.5,128096,9.35488e+06,0.00841055,3.66804,4.54621,0.108203,1.78621,3.46421
0,816,0.00491724,0.608946,5.80298,6.64505e+06,911007,43.3429,18691.7,98888.4,10328.3,128093,9.35489e+06,0.00840901,3.66804,4.54621,0,4.79866,4.3877
0,817,0.00491724,0.608934,5.80183,6.64505e+06,910826,43.3349,18691.7,98868.8,10328.1,128090,9.35491e+06,0.00840748,3.66804,4.54621,0,4.16138,6.69125
0,818,0.00491724,0.608921,5.80068,6.64505e+06,910646,43.3269,18691.7,98849.2,10327.9,128088,9.35492e+06,0.00840595,3.66804,4.54621,0.0323877,8.24977,9.07554
