time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:VAC_JAP__IASR__inc,VAC_JAP__IASR__inc,high95:VAC_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
781,2.98261e+06,2.98261e+06,2.98261e+06,3703.78,3703.78,3703.78,18567.2,18567.2,18567.2,2.73778e+06,2.73778e+06,2.73778e+06,5.07439e+06,5.07439e+06,5.07439e+06,4810.58,4810.58,4810.58,13372.1,13372.1,13372.1,1.02336e+06,1.02336e+06,1.02336e+06,373475,373475,373475,5.16978e+06,5.16978e+06,5.16978e+06,9.65796e+06,9.65796e+06,9.65796e+06,1.65042,1.65042,1.65042,3.66804e-17,3.66804e-17,3.66804e-17,7.74394,7.74394,7.74394
782,2.97891e+06,2.97891e+06,2.97891e+06,3606.67,3606.67,3606.67,18650,18650,18650,2.73382e+06,2.73382e+06,2.73382e+06,5.07245e+06,5.07245e+06,5.07245e+06,4688.74,4688.74,4688.74,13431,13431,13431,1.03935e+06,1.03935e+06,1.03935e+06,367319,367319,367319,5.08214e+06,5.08214e+06,5.08214e+06,9.81227e+06,9.81227e+06,9.81227e+06,1.60777,1.60777,1.60777,3.66804e-17,3.66804e-17,3.66804e-17,7.78407,7.78407,7.78407
783,2.97525e+06,2.97525e+06,2.97525e+06,3513.24,3513.24,3513.24,18706.2,18706.2,18706.2,2.72969e+06,2.72969e+06,2.72969e+06,5.07109e+06,5.07109e+06,5.07109e+06,4571.44,4571.44,4571.44,13469.4,13469.4,13469.4,1.05495e+06,1.05495e+06,1.05495e+06,361195,361195,361195,4.99518e+06,4.99518e+06,4.99518e+06,9.96255e+06,9.96255e+06,9.96255e+06,1.56667,1.56667,1.56667,3.66804e-17,3.66804e-17,3.66804e-17,7.81281,7.81281,7.81281
784,2.97167e+06,2.97167e+06,2.97167e+06,3423.52,3423.52,3423.52,18735.9,18735.9,18735.9,2.72542e+06,2.72542e+06,2.72542e+06,5.07034e+06,5.07034e+06,5.07034e+06,4459.03,4459.03,4459.03,13487.7,13487.7,13487.7,1.0701e+06,1.0701e+06,1.0701e+06,355109,355109,355109,4.90897e+06,4.90897e+06,4.90897e+06,1.01082e+07,1.01082e+07,1.01082e+07,1.52717,1.52717,1.52717,3.66804e-17,3.66804e-17,3.66804e-17,7.83014,7.83014,7.83014
785,2.96819e+06,2.96819e+06,2.96819e+06,3337.6,3337.6,3337.6,18739.4,18739.4,18739.4,2.72102e+06,2.72102e+06,2.72102e+06,5.07022e+06,5.07022e+06,5.07022e+06,4351.7,4351.7,4351.7,13485.9,13485.9,13485.9,1.08474e+06,1.08474e+06,1.08474e+06,349068,349068,349068,4.8236e+06,4.8236e+06,4.8236e+06,1.02488e+07,1.02488e+07,1.02488e+07,1.48935,1.48935,1.48935,3.66804e-17,3.66804e-17,3.66804e-17,7.83616,7.83616,7.83616
786,2.96483e+06,2.96483e+06,2.96483e+06,3255.62,3255.62,3255.62,18717.1,18717.1,18717.1,2.71652e+06,2.71652e+06,2.71652e+06,5.07075e+06,5.07075e+06,5.07075e+06,4249.63,4249.63,4249.63,13464.7,13464.7,13464.7,1.09883e+06,1.09883e+06,1.09883e+06,343077,343077,343077,4.73913e+06,4.73913e+06,4.73913e+06,1.03837e+07,1.03837e+07,1.03837e+07,1.45326,1.45326,1.45326,3.66804e-17,3.66804e-17,3.66804e-17,7.83106,7.83106,7.83106
787,2.96162e+06,2.96162e+06,2.96162e+06,3177.66,3177.66,3177.66,18670,18670,18670,2.71193e+06,2.71193e+06,2.71193e+06,5.07194e+06,5.07194e+06,5.07194e+06,4152.94,4152.94,4152.94,13424.6,13424.6,13424.6,1.11232e+06,1.11232e+06,1.11232e+06,337143,337143,337143,4.65566e+06,4.65566e+06,4.65566e+06,1.05125e+07,1.05125e+07,1.05125e+07,1.41894,1.41894,1.41894,3.66804e-17,3.66804e-17,3.66804e-17,7.81514,7.81514,7.81514
788,2.95857e+06,2.95857e+06,2.95857e+06,3103.84,3103.84,3103.84,18599.1,18599.1,18599.1,2.70726e+06,2.70726e+06,2.70726e+06,5.0738e+06,5.0738e+06,5.0738e+06,4061.73,4061.73,4061.73,13366.4,13366.4,13366.4,1.12516e+06,1.12516e+06,1.12516e+06,331271,331271,331271,4.57324e+06,4.57324e+06,4.57324e+06,1.06348e+07,1.06348e+07,1.06348e+07,1.38645,1.38645,1.38645,3.66804e-17,3.66804e-17,3.66804e-17,7.78878,7.78878,7.78878
789,2.9557e+06,2.9557e+06,2.9557e+06,3034.21,3034.21,3034.21,18505.5,18505.5,18505.5,2.70253e+06,2.70253e+06,2.70253e+06,5.07634e+06,5.07634e+06,5.07634e+06,3976.08,3976.08,3976.08,13290.9,13290.9,13290.9,1.13731e+06,1.13731e+06,1.13731e+06,325468,325468,325468,4.49197e+06,4.49197e+06,4.49197e+06,1.07502e+07,1.07502e+07,1.07502e+07,1.35581,1.35581,1.35581,3.66804e-17,3.66804e-17,3.66804e-17,7.75249,7.75249,7.75249
790,2.95303e+06,2.95303e+06,2.95303e+06,2968.85,2968.85,2968.85,18390.8,18390.8,18390.8,2.69776e+06,2.69776e+06,2.69776e+06,5.07957e+06,5.07957e+06,5.07957e+06,3896.06,3896.06,3896.06,13199.2,13199.2,13199.2,1.14874e+06,1.14874e+06,1.14874e+06,319739,319739,319739,4.41191e+06,4.41191e+06,4.41191e+06,1.08584e+07,1.08584e+07,1.08584e+07,1.32705,1.32705,1.32705,3.66804e-17,3.66804e-17,3.66804e-17,7.70679,7.70679,7.70679
