index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,782,315223,33.7887,1196.51,6.21722e+06,4.77341e+06,380.273,17522.8,549981,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.295424,3.5608,7.48854
0,783,315223,33.7879,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549981,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.00545873,3.00139,7.0203
0,784,315223,33.7876,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.246799,3.4381,6.28121
0,785,315223,33.7876,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.446631,3.31578,5.47701
0,786,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,3.97578,6.4829
0,787,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,2.46998,1.99336
0,788,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.127276,2.68755,2.2691
0,789,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.261309,2.49003,4.79908
0,790,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,2.7137,8.07955
0,791,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.0351191,3.6742,3.92142
0,792,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,2.01025,5.18748
0,793,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.072864,1.65399,3.2307
0,794,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,2.59389,7.4531
0,795,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,1.10548,3.93747
0,796,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.160757,3.49915,2.26723
0,797,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.278377,5.60121,4.15003
0,798,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.152789,3.08792,4.02228
0,799,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,7.18851,3.88865
0,800,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.244129,4.26929,4.03493
0,801,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,2.53726,1.94331
0,802,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.01509,1.78791,5.75594
0,803,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0.420355,3.05358,1.8949
0,804,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,3.60048,6.83656
0,805,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,0.262193,6.30724
0,806,315223,33.7875,1196.51,6.21722e+06,4.77341e+06,380.274,17522.8,549982,19785,249322,9.01255e+06,0.0792125,3.42962,4.55151,0,3.77164,0.766369
