index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,782,1.86837e+06,2153.8,6972.55,4.12133e+06,6.78651e+06,5917.65,11795.8,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0,1.45944,5.56144
0,783,1.86837e+06,2153.78,6972.49,4.12133e+06,6.78651e+06,5917.68,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.02342,0.814347,5.76294
0,784,1.86837e+06,2153.77,6972.47,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0,2.0588,5.92199
0,785,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.130183,1.94165,4.02219
0,786,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.60357,1.05302,4.94366
0,787,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,3.0282,2.54856,5.28396
0,788,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.06769,2.19255,5.17449
0,789,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,4.1806,1.17272,4.46857
0,790,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.663648,0.787762,5.18553
0,791,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.72357,0.916257,5.6539
0,792,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.23061,2.04961,4.08734
0,793,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.91985,2.31639,4.96075
0,794,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.11757,0,4.74495
0,795,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.58382,1.58791,6.5022
0,796,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.03982,1.96749,7.22143
0,797,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.857837,4.4985,3.99149
0,798,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.12378,3.16538,4.86292
0,799,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.54766,0,9.30481
0,800,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.34382,1.90957,4.84043
0,801,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.6464,1.44929,1.41268
0,802,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.24225,3.4508,3.14632
0,803,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.3264,1.51971,5.19917
0,804,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.51362,2.93229,5.00687
0,805,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.25302,0.0324802,5.60092
0,806,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,3.44116,2.88319,3.67935
0,807,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,3.68221,1.08446,4.84619
0,808,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.35423,0,5.55652
0,809,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.52198,1.19765,7.5121
0,810,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.99839,1.45964,3.85773
0,811,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.49496,2.91935,4.47994
0,812,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.61818,0.0833859,4.40914
0,813,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0,0.298902,9.94488
0,814,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.701801,2.11019,3.82699
0,815,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.34682,1.79501,4.09416
0,816,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.587693,3.76838,5.39364
0,817,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.46204,4.41005,4.68727
0,818,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0,4.01907,0.953407
0,819,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.13685,1.18776,2.96316
0,820,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.00652049,3.06401,1.87609
0,821,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.641376,0.471684,2.10253
0,822,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,1.94752,0.745057,2.7482
0,823,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0,1.5602,2.41652
0,824,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.50648,3.2518,3.15811
0,825,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.960912,0.149729,3.5033
0,826,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,2.12783,3.03986,3.89985
0,827,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,3.585,1.8818,4.03387
0,828,1.86837e+06,2153.76,6972.46,4.12133e+06,6.78651e+06,5917.69,11795.9,937785,200963,2.71167e+06,8.54348e+06,1.54412,1.87804,4.56345,0.0601573,1.1047,1.45251
