time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:VAC_JAP__IASR__inc,VAC_JAP__IASR__inc,high95:VAC_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
782,2.34713e+06,2.34713e+06,2.34713e+06,3870.24,3870.24,3870.24,8747.98,8747.98,8747.98,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.46,7839.46,7839.46,10028,10028,10028,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
783,2.34713e+06,2.34713e+06,2.34713e+06,3870.3,3870.3,3870.3,8748.08,8748.08,8748.08,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.4,7839.4,7839.4,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
784,2.34713e+06,2.34713e+06,2.34713e+06,3870.31,3870.31,3870.31,8748.11,8748.11,8748.11,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.38,7839.38,7839.38,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
785,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.12,8748.12,8748.12,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.38,7839.38,7839.38,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
786,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.12,8748.12,8748.12,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
787,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
788,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
789,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
790,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
791,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
792,2.34713e+06,2.34713e+06,2.34713e+06,3870.32,3870.32,3870.32,8748.13,8748.13,8748.13,3.47646e+06,3.47646e+06,3.47646e+06,6.26462e+06,6.26462e+06,6.26462e+06,7839.37,7839.37,7839.37,10027.9,10027.9,10027.9,933473,933473,933473,279841,279841,279841,3.84942e+06,3.84942e+06,3.84942e+06,8.4595e+06,8.4595e+06,8.4595e+06,2.24013,2.24013,2.24013,1.19578,1.19578,1.19578,4.5653,4.5653,4.5653
