index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:VAC_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:VAC_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,782,2.50182e+06,5839.13,8189.07,3.23869e+06,6.1435e+06,10892.7,8232.56,868017,348582,4.86585e+06,7.80433e+06,3.20014,0.957358,3.99341,0.64456,2.76038,7.80631
0,783,2.50161e+06,5841.55,8186.07,3.23982e+06,6.14139e+06,10894.6,8232.86,866396,350098,4.88644e+06,7.78981e+06,3.20138,0.957358,3.99247,3.12148,0,2.63064
0,784,2.50141e+06,5842.43,8184.17,3.24101e+06,6.13923e+06,10893.4,8234.36,864820,351564,4.9063e+06,7.77578e+06,3.20176,0.957358,3.99209,1.27676,1.01543,2.63558
0,785,2.50122e+06,5841.79,8183.39,3.24224e+06,6.13703e+06,10889.4,8237.1,863294,352979,4.92541e+06,7.76226e+06,3.20129,0.957358,3.99228,2.99211,0,5.75459
0,786,2.50102e+06,5839.63,8183.76,3.24351e+06,6.13479e+06,10882.4,8241.09,861818,354343,4.94375e+06,7.74926e+06,3.19996,0.957358,3.99305,2.24426,0.666676,3.96701
0,787,2.50083e+06,5835.96,8185.3,3.24483e+06,6.1325e+06,10872.5,8246.36,860396,355652,4.96129e+06,7.73681e+06,3.19779,0.957358,3.99441,3.50223,0,4.00884
0,788,2.50064e+06,5830.79,8188.02,3.2462e+06,6.13018e+06,10859.7,8252.93,859029,356905,4.97801e+06,7.72492e+06,3.19478,0.957358,3.99636,3.13068,0.202316,5.5283
0,789,2.50045e+06,5824.13,8191.95,3.2476e+06,6.12783e+06,10844.2,8260.81,857719,358101,4.9939e+06,7.71362e+06,3.19094,0.957358,3.99893,2.79532,2.43486,4.18765
0,790,2.50026e+06,5816.02,8197.11,3.24905e+06,6.12544e+06,10825.8,8270.03,856469,359239,5.00893e+06,7.70292e+06,3.18628,0.957358,4.00211,0.866697,1.27797,4.9797
0,791,2.50008e+06,5806.46,8203.51,3.25053e+06,6.12301e+06,10804.7,8280.59,855282,360316,5.02309e+06,7.69285e+06,3.18081,0.957358,4.00592,3.24656,0,5.87497
0,792,2.4999e+06,5795.48,8211.16,3.25205e+06,6.12056e+06,10780.9,8292.52,854158,361333,5.03635e+06,7.68342e+06,3.17454,0.957358,4.01036,4.95457,0.474727,3.15897
0,793,2.49973e+06,5783.09,8220.09,3.25361e+06,6.11808e+06,10754.4,8305.82,853101,362288,5.04872e+06,7.67465e+06,3.1675,0.957358,4.01544,3.90826,0.677664,3.5019
0,794,2.49956e+06,5769.34,8230.31,3.2552e+06,6.11557e+06,10725.3,8320.5,852112,363179,5.06016e+06,7.66657e+06,3.15968,0.957358,4.02117,2.21079,0.378134,5.38545
0,795,2.4994e+06,5754.25,8241.83,3.25682e+06,6.11304e+06,10693.7,8336.57,851194,364006,5.07068e+06,7.65918e+06,3.15111,0.957358,4.02755,2.04039,1.11228,3.18074
0,796,2.49923e+06,5737.83,8254.65,3.25847e+06,6.11049e+06,10659.6,8354.05,850348,364769,5.08026e+06,7.65251e+06,3.14181,0.957358,4.03459,0.628326,1.22971,6.49536
0,797,2.49907e+06,5720.14,8268.79,3.26014e+06,6.10792e+06,10623.1,8372.92,849577,365465,5.08889e+06,7.64657e+06,3.13179,0.957358,4.04229,3.82727,0.776727,6.40915
0,798,2.49892e+06,5701.2,8284.24,3.26185e+06,6.10532e+06,10584.2,8393.21,848882,366096,5.09657e+06,7.64139e+06,3.12108,0.957358,4.05065,2.44158,0.497587,6.37281
0,799,2.49877e+06,5681.04,8301.02,3.26357e+06,6.10272e+06,10543,8414.9,848266,366659,5.10328e+06,7.63697e+06,3.10968,0.957358,4.05967,3.59261,1.87319,3.87542
0,800,2.49862e+06,5659.69,8319.12,3.26532e+06,6.10009e+06,10499.7,8438,847730,367155,5.10904e+06,7.63333e+06,3.09763,0.957358,4.06936,4.95858,0,4.46628
0,801,2.49848e+06,5637.21,8338.55,3.26708e+06,6.09745e+06,10454.2,8462.5,847276,367584,5.11382e+06,7.63049e+06,3.08493,0.957358,4.07971,4.7516,0,0.849935
