time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:VAC_JAP__IASR__inc,VAC_JAP__IASR__inc,high95:VAC_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
782,1.85003e+06,1.85003e+06,1.85003e+06,18.1116,18.1116,18.1116,3451.19,3451.19,3451.19,4.88159e+06,4.88159e+06,4.88159e+06,2.59469e+07,2.59469e+07,2.59469e+07,149.93,149.93,149.93,6008.19,6008.19,6008.19,322019,322019,322019,1004.94,1004.94,1004.94,9081.47,9081.47,9081.47,581341,581341,581341,0.289586,0.289586,0.289586,1.55357,1.55357,1.55357,6.90095,6.90095,6.90095
783,1.84977e+06,1.84977e+06,1.84977e+06,19.5355,19.5355,19.5355,3449.39,3449.39,3449.39,4.88051e+06,4.88051e+06,4.88051e+06,2.59506e+07,2.59506e+07,2.59506e+07,161.754,161.754,161.754,6004.17,6004.17,6004.17,321903,321903,321903,1083.03,1083.03,1083.03,9789.21,9789.21,9789.21,581033,581033,581033,0.312357,0.312357,0.312357,1.55357,1.55357,1.55357,6.8969,6.8969,6.8969
784,1.8495e+06,1.8495e+06,1.8495e+06,21.0794,21.0794,21.0794,3447.35,3447.35,3447.35,4.87944e+06,4.87944e+06,4.87944e+06,2.59543e+07,2.59543e+07,2.59543e+07,174.577,174.577,174.577,5999.76,5999.76,5999.76,321770,321770,321770,1167.66,1167.66,1167.66,10556.4,10556.4,10556.4,580694,580694,580694,0.337048,0.337048,0.337048,1.55357,1.55357,1.55357,6.89243,6.89243,6.89243
785,1.84922e+06,1.84922e+06,1.84922e+06,22.7536,22.7536,22.7536,3445.07,3445.07,3445.07,4.87838e+06,4.87838e+06,4.87838e+06,2.59579e+07,2.59579e+07,2.59579e+07,188.487,188.487,188.487,5994.95,5994.95,5994.95,321616,321616,321616,1259.39,1259.39,1259.39,11388.1,11388.1,11388.1,580322,580322,580322,0.363827,0.363827,0.363827,1.55357,1.55357,1.55357,6.88749,6.88749,6.88749
786,1.84894e+06,1.84894e+06,1.84894e+06,24.57,24.57,24.57,3442.51,3442.51,3442.51,4.87734e+06,4.87734e+06,4.87734e+06,2.59614e+07,2.59614e+07,2.59614e+07,203.576,203.576,203.576,5989.68,5989.68,5989.68,321442,321442,321442,1358.85,1358.85,1358.85,12290,12290,12290,579914,579914,579914,0.392876,0.392876,0.392876,1.55357,1.55357,1.55357,6.88206,6.88206,6.88206
787,1.84866e+06,1.84866e+06,1.84866e+06,26.5393,26.5393,26.5393,3439.66,3439.66,3439.66,4.87632e+06,4.87632e+06,4.87632e+06,2.59649e+07,2.59649e+07,2.59649e+07,219.949,219.949,219.949,5983.93,5983.93,5983.93,321244,321244,321244,1466.71,1466.71,1466.71,13268.3,13268.3,13268.3,579465,579465,579465,0.424391,0.424391,0.424391,1.55357,1.55357,1.55357,6.87607,6.87607,6.87607
788,1.84837e+06,1.84837e+06,1.84837e+06,28.6765,28.6765,28.6765,3436.48,3436.48,3436.48,4.87533e+06,4.87533e+06,4.87533e+06,2.59682e+07,2.59682e+07,2.59682e+07,237.714,237.714,237.714,5977.65,5977.65,5977.65,321022,321022,321022,1583.69,1583.69,1583.69,14329.4,14329.4,14329.4,578975,578975,578975,0.458586,0.458586,0.458586,1.55357,1.55357,1.55357,6.86949,6.86949,6.86949
789,1.84807e+06,1.84807e+06,1.84807e+06,30.9953,30.9953,30.9953,3432.97,3432.97,3432.97,4.87435e+06,4.87435e+06,4.87435e+06,2.59714e+07,2.59714e+07,2.59714e+07,256.993,256.993,256.993,5970.81,5970.81,5970.81,320772,320772,320772,1710.58,1710.58,1710.58,15480.7,15480.7,15480.7,578437,578437,578437,0.495691,0.495691,0.495691,1.55357,1.55357,1.55357,6.86227,6.86227,6.86227
790,1.84777e+06,1.84777e+06,1.84777e+06,33.5118,33.5118,33.5118,3429.07,3429.07,3429.07,4.87339e+06,4.87339e+06,4.87339e+06,2.59746e+07,2.59746e+07,2.59746e+07,277.914,277.914,277.914,5963.33,5963.33,5963.33,320493,320493,320493,1848.24,1848.24,1848.24,16729.8,16729.8,16729.8,577849,577849,577849,0.535958,0.535958,0.535958,1.55357,1.55357,1.55357,6.85435,6.85435,6.85435
791,1.84746e+06,1.84746e+06,1.84746e+06,36.2407,36.2407,36.2407,3424.77,3424.77,3424.77,4.87246e+06,4.87246e+06,4.87246e+06,2.59776e+07,2.59776e+07,2.59776e+07,300.62,300.62,300.62,5955.19,5955.19,5955.19,320182,320182,320182,1997.59,1997.59,1997.59,18085.3,18085.3,18085.3,577206,577206,577206,0.579656,0.579656,0.579656,1.55357,1.55357,1.55357,6.84567,6.84567,6.84567
792,1.84714e+06,1.84714e+06,1.84714e+06,39.2025,39.2025,39.2025,3420.02,3420.02,3420.02,4.87156e+06,4.87156e+06,4.87156e+06,2.59804e+07,2.59804e+07,2.59804e+07,325.258,325.258,325.258,5946.32,5946.32,5946.32,319836,319836,319836,2159.63,2159.63,2159.63,19556.1,19556.1,19556.1,576504,576504,576504,0.627075,0.627075,0.627075,1.55357,1.55357,1.55357,6.83617,6.83617,6.83617
793,1.84682e+06,1.84682e+06,1.84682e+06,42.4157,42.4157,42.4157,3414.79,3414.79,3414.79,4.87069e+06,4.87069e+06,4.87069e+06,2.59832e+07,2.59832e+07,2.59832e+07,351.993,351.993,351.993,5936.65,5936.65,5936.65,319452,319452,319452,2335.43,2335.43,2335.43,21152.1,21152.1,21152.1,575737,575737,575737,0.678531,0.678531,0.678531,1.55357,1.55357,1.55357,6.82578,6.82578,6.82578
794,1.84648e+06,1.84648e+06,1.84648e+06,45.9019,45.9019,45.9019,3409.05,3409.05,3409.05,4.86984e+06,4.86984e+06,4.86984e+06,2.59857e+07,2.59857e+07,2.59857e+07,380.997,380.997,380.997,5926.12,5926.12,5926.12,319028,319028,319028,2526.16,2526.16,2526.16,22883.9,22883.9,22883.9,574900,574900,574900,0.734359,0.734359,0.734359,1.55357,1.55357,1.55357,6.81442,6.81442,6.81442
795,1.84614e+06,1.84614e+06,1.84614e+06,49.6807,49.6807,49.6807,3402.73,3402.73,3402.73,4.86904e+06,4.86904e+06,4.86904e+06,2.59882e+07,2.59882e+07,2.59882e+07,412.461,412.461,412.461,5914.67,5914.67,5914.67,318559,318559,318559,2733.08,2733.08,2733.08,24762.8,24762.8,24762.8,573987,573987,573987,0.794922,0.794922,0.794922,1.55357,1.55357,1.55357,6.80201,6.80201,6.80201
796,1.84578e+06,1.84578e+06,1.84578e+06,53.7793,53.7793,53.7793,3395.81,3395.81,3395.81,4.86826e+06,4.86826e+06,4.86826e+06,2.59904e+07,2.59904e+07,2.59904e+07,446.58,446.58,446.58,5902.2,5902.2,5902.2,318043,318043,318043,2957.51,2957.51,2957.51,26801,26801,26801,572992,572992,572992,0.860606,0.860606,0.860606,1.55357,1.55357,1.55357,6.78847,6.78847,6.78847
797,1.84542e+06,1.84542e+06,1.84542e+06,58.2219,58.2219,58.2219,3388.23,3388.23,3388.23,4.86753e+06,4.86753e+06,4.86753e+06,2.59924e+07,2.59924e+07,2.59924e+07,483.568,483.568,483.568,5888.64,5888.64,5888.64,317474,317474,317474,3200.89,3200.89,3200.89,29011.7,29011.7,29011.7,571908,571908,571908,0.931823,0.931823,0.931823,1.55357,1.55357,1.55357,6.7737,6.7737,6.7737
