time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.48732e+07,1.48732e+07,1.48732e+07,1066.3,1066.3,1066.3,902.221,902.221,902.221,2.51776e+06,2.51776e+06,2.51776e+06,2.0769e+06,2.0769e+06,2.0769e+06,2849.55,2849.55,2849.55,2497.71,2497.71,2497.71,1.07233e+08,1.07233e+08,1.07233e+08,0,0,0,0,0,0
1,1.48757e+07,1.48757e+07,1.48757e+07,1085.8,1085.8,1085.8,918.855,918.855,918.855,2.51787e+06,2.51787e+06,2.51787e+06,2.077e+06,2.077e+06,2.077e+06,2901.89,2901.89,2901.89,2543.48,2543.48,2543.48,1.0723e+08,1.0723e+08,1.0723e+08,1.94641,1.94641,1.94641,1.29026,1.29026,1.29026
2,1.48779e+07,1.48779e+07,1.48779e+07,1105.82,1105.82,1105.82,935.806,935.806,935.806,2.518e+06,2.518e+06,2.518e+06,2.0771e+06,2.0771e+06,2.0771e+06,2955.34,2955.34,2955.34,2590.34,2590.34,2590.34,1.07237e+08,1.07237e+08,1.07237e+08,1.98223,1.98223,1.98223,1.31401,1.31401,1.31401
3,1.48798e+07,1.48798e+07,1.48798e+07,1126.15,1126.15,1126.15,953.01,953.01,953.01,2.51813e+06,2.51813e+06,2.51813e+06,2.07721e+06,2.07721e+06,2.07721e+06,3009.63,3009.63,3009.63,2637.92,2637.92,2637.92,1.07243e+08,1.07243e+08,1.07243e+08,2.01871,2.01871,2.01871,1.33819,1.33819,1.33819
4,1.48813e+07,1.48813e+07,1.48813e+07,1146.78,1146.78,1146.78,970.466,970.466,970.466,2.51827e+06,2.51827e+06,2.51827e+06,2.07732e+06,2.07732e+06,2.07732e+06,3064.75,3064.75,3064.75,2686.21,2686.21,2686.21,1.0725e+08,1.0725e+08,1.0725e+08,2.05575,2.05575,2.05575,1.36274,1.36274,1.36274
5,1.48825e+07,1.48825e+07,1.48825e+07,1167.69,1167.69,1167.69,988.154,988.154,988.154,2.51842e+06,2.51842e+06,2.51842e+06,2.07745e+06,2.07745e+06,2.07745e+06,3120.61,3120.61,3120.61,2735.16,2735.16,2735.16,1.07257e+08,1.07257e+08,1.07257e+08,2.09331,2.09331,2.09331,1.38763,1.38763,1.38763
6,1.48832e+07,1.48832e+07,1.48832e+07,1188.86,1188.86,1188.86,1006.06,1006.06,1006.06,2.51858e+06,2.51858e+06,2.51858e+06,2.07758e+06,2.07758e+06,2.07758e+06,3177.17,3177.17,3177.17,2784.71,2784.71,2784.71,1.07264e+08,1.07264e+08,1.07264e+08,2.13136,2.13136,2.13136,1.41285,1.41285,1.41285
7,1.48837e+07,1.48837e+07,1.48837e+07,1210.25,1210.25,1210.25,1024.15,1024.15,1024.15,2.51875e+06,2.51875e+06,2.51875e+06,2.07772e+06,2.07772e+06,2.07772e+06,3234.36,3234.36,3234.36,2834.82,2834.82,2834.82,1.07272e+08,1.07272e+08,1.07272e+08,2.16986,2.16986,2.16986,1.43836,1.43836,1.43836
8,1.48837e+07,1.48837e+07,1.48837e+07,1231.85,1231.85,1231.85,1042.43,1042.43,1042.43,2.51893e+06,2.51893e+06,2.51893e+06,2.07787e+06,2.07787e+06,2.07787e+06,3292.12,3292.12,3292.12,2885.44,2885.44,2885.44,1.0728e+08,1.0728e+08,1.0728e+08,2.20877,2.20877,2.20877,1.46414,1.46414,1.46414
9,1.48834e+07,1.48834e+07,1.48834e+07,1253.63,1253.63,1253.63,1060.86,1060.86,1060.86,2.51912e+06,2.51912e+06,2.51912e+06,2.07802e+06,2.07802e+06,2.07802e+06,3350.37,3350.37,3350.37,2936.51,2936.51,2936.51,1.07289e+08,1.07289e+08,1.07289e+08,2.24803,2.24803,2.24803,1.49017,1.49017,1.49017
10,1.48827e+07,1.48827e+07,1.48827e+07,1275.56,1275.56,1275.56,1079.43,1079.43,1079.43,2.51932e+06,2.51932e+06,2.51932e+06,2.07818e+06,2.07818e+06,2.07818e+06,3409.04,3409.04,3409.04,2987.97,2987.97,2987.97,1.07298e+08,1.07298e+08,1.07298e+08,2.28759,2.28759,2.28759,1.5164,1.5164,1.5164
