index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
189,1.37683,5.11319,4.72612,1.86808,1.83399,0,0,17.7801,17.8698,2.4812,0.0253512,0.899519,0.566125,0.266438,-1.00362,-0.181957,0.224506,0.242408,-4549.66
