index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
246,1.2766,5.04464,4.80661,1.37994,1.32684,0,0,9.99365,10.5053,3.52025,0.0671126,0.909733,0.979084,0.605177,0.937574,0.620131,0.172191,0.185893,-4651.95
