index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
441,1.30578,5.52518,5.60595,3.00648,2.84867,0,0,20.9729,21.3661,2.57806,0.112581,0.643806,0.112334,0.393688,-2.19255,-2.15319,0.260509,0.183449,-19282.9
