time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,4.31441e+06,4.31441e+06,4.31441e+06,509.783,509.783,509.783,606.092,606.092,606.092,309273,309273,309273,372587,372587,372587,3134.89,3134.89,3134.89,3669.08,3669.08,3669.08,1.21704e+08,1.21704e+08,1.21704e+08,0,0,0,0,0,0
1,4.31607e+06,4.31607e+06,4.31607e+06,513.562,513.562,513.562,610.552,610.552,610.552,309281,309281,309281,372597,372597,372597,3158.29,3158.29,3158.29,3695.81,3695.81,3695.81,1.21703e+08,1.21703e+08,1.21703e+08,0.939697,0.939697,0.939697,2.6638,2.6638,2.6638
2,4.31757e+06,4.31757e+06,4.31757e+06,517.759,517.759,517.759,615.449,615.449,615.449,309289,309289,309289,372607,372607,372607,3184.01,3184.01,3184.01,3725.35,3725.35,3725.35,1.2171e+08,1.2171e+08,1.2171e+08,0.94705,0.94705,0.94705,2.68423,2.68423,2.68423
3,4.31889e+06,4.31889e+06,4.31889e+06,522.257,522.257,522.257,620.707,620.707,620.707,309298,309298,309298,372619,372619,372619,3211.58,3211.58,3211.58,3757.09,3757.09,3757.09,1.21717e+08,1.21717e+08,1.21717e+08,0.955016,0.955016,0.955016,2.70642,2.70642,2.70642
4,4.32001e+06,4.32001e+06,4.32001e+06,527.03,527.03,527.03,626.296,626.296,626.296,309308,309308,309308,372630,372630,372630,3240.86,3240.86,3240.86,3790.85,3790.85,3790.85,1.21724e+08,1.21724e+08,1.21724e+08,0.963514,0.963514,0.963514,2.73013,2.73013,2.73013
5,4.32093e+06,4.32093e+06,4.32093e+06,532.041,532.041,532.041,632.171,632.171,632.171,309318,309318,309318,372643,372643,372643,3271.62,3271.62,3271.62,3826.36,3826.36,3826.36,1.21732e+08,1.21732e+08,1.21732e+08,0.972488,0.972488,0.972488,2.75521,2.75521,2.75521
6,4.32164e+06,4.32164e+06,4.32164e+06,537.252,537.252,537.252,638.286,638.286,638.286,309330,309330,309330,372656,372656,372656,3303.61,3303.61,3303.61,3863.32,3863.32,3863.32,1.2174e+08,1.2174e+08,1.2174e+08,0.981867,0.981867,0.981867,2.78145,2.78145,2.78145
7,4.32213e+06,4.32213e+06,4.32213e+06,542.619,542.619,542.619,644.589,644.589,644.589,309341,309341,309341,372669,372669,372669,3336.59,3336.59,3336.59,3901.44,3901.44,3901.44,1.21748e+08,1.21748e+08,1.21748e+08,0.991578,0.991578,0.991578,2.80863,2.80863,2.80863
8,4.32239e+06,4.32239e+06,4.32239e+06,548.097,548.097,548.097,651.022,651.022,651.022,309354,309354,309354,372683,372683,372683,3370.26,3370.26,3370.26,3940.37,3940.37,3940.37,1.21756e+08,1.21756e+08,1.21756e+08,1.00154,1.00154,1.00154,2.83653,2.83653,2.83653
9,4.32243e+06,4.32243e+06,4.32243e+06,553.635,553.635,553.635,657.526,657.526,657.526,309367,309367,309367,372698,372698,372698,3404.31,3404.31,3404.31,3979.74,3979.74,3979.74,1.21765e+08,1.21765e+08,1.21765e+08,1.01166,1.01166,1.01166,2.86487,2.86487,2.86487
10,4.32225e+06,4.32225e+06,4.32225e+06,559.179,559.179,559.179,664.036,664.036,664.036,309381,309381,309381,372713,372713,372713,3438.43,3438.43,3438.43,4019.16,4019.16,4019.16,1.21774e+08,1.21774e+08,1.21774e+08,1.02185,1.02185,1.02185,2.89339,2.89339,2.89339
11,4.32184e+06,4.32184e+06,4.32184e+06,564.673,564.673,564.673,670.482,670.482,670.482,309395,309395,309395,372729,372729,372729,3472.25,3472.25,3472.25,4058.22,4058.22,4058.22,1.21783e+08,1.21783e+08,1.21783e+08,1.032,1.032,1.032,2.9218,2.9218,2.9218
12,4.32121e+06,4.32121e+06,4.32121e+06,570.057,570.057,570.057,676.794,676.794,676.794,309410,309410,309410,372745,372745,372745,3505.41,3505.41,3505.41,4096.48,4096.48,4096.48,1.21792e+08,1.21792e+08,1.21792e+08,1.04201,1.04201,1.04201,2.94979,2.94979,2.94979
13,4.32037e+06,4.32037e+06,4.32037e+06,575.27,575.27,575.27,682.897,682.897,682.897,309426,309426,309426,372762,372762,372762,3537.54,3537.54,3537.54,4133.49,4133.49,4133.49,1.21801e+08,1.21801e+08,1.21801e+08,1.05177,1.05177,1.05177,2.97704,2.97704,2.97704
14,4.31932e+06,4.31932e+06,4.31932e+06,580.249,580.249,580.249,688.715,688.715,688.715,309442,309442,309442,372779,372779,372779,3568.24,3568.24,3568.24,4168.8,4168.8,4168.8,1.21811e+08,1.21811e+08,1.21811e+08,1.06116,1.06116,1.06116,3.00322,3.00322,3.00322
15,4.31808e+06,4.31808e+06,4.31808e+06,584.932,584.932,584.932,694.174,694.174,694.174,309458,309458,309458,372796,372796,372796,3597.14,3597.14,3597.14,4201.94,4201.94,4201.94,1.21821e+08,1.21821e+08,1.21821e+08,1.07006,1.07006,1.07006,3.028,3.028,3.028
16,4.31666e+06,4.31666e+06,4.31666e+06,589.255,589.255,589.255,699.197,699.197,699.197,309475,309475,309475,372813,372813,372813,3623.85,3623.85,3623.85,4232.47,4232.47,4232.47,1.21831e+08,1.21831e+08,1.21831e+08,1.07837,1.07837,1.07837,3.05105,3.05105,3.05105
17,4.31509e+06,4.31509e+06,4.31509e+06,593.159,593.159,593.159,703.713,703.713,703.713,309493,309493,309493,372831,372831,372831,3648,3648,3648,4259.94,4259.94,4259.94,1.21841e+08,1.21841e+08,1.21841e+08,1.08597,1.08597,1.08597,3.07204,3.07204,3.07204
18,4.31336e+06,4.31336e+06,4.31336e+06,596.587,596.587,596.587,707.652,707.652,707.652,309510,309510,309510,372848,372848,372848,3669.23,3669.23,3669.23,4283.94,4283.94,4283.94,1.21851e+08,1.21851e+08,1.21851e+08,1.09275,1.09275,1.09275,3.09066,3.09066,3.09066
19,4.31152e+06,4.31152e+06,4.31152e+06,599.484,599.484,599.484,710.952,710.952,710.952,309528,309528,309528,372865,372865,372865,3687.21,3687.21,3687.21,4304.07,4304.07,4304.07,1.21862e+08,1.21862e+08,1.21862e+08,1.0986,1.0986,1.0986,3.10663,3.10663,3.10663
20,4.30958e+06,4.30958e+06,4.30958e+06,601.805,601.805,601.805,713.555,713.555,713.555,309546,309546,309546,372883,372883,372883,3701.65,3701.65,3701.65,4320,4320,4320,1.21872e+08,1.21872e+08,1.21872e+08,1.10345,1.10345,1.10345,3.11968,3.11968,3.11968
21,4.30757e+06,4.30757e+06,4.30757e+06,603.508,603.508,603.508,715.414,715.414,715.414,309564,309564,309564,372900,372900,372900,3712.29,3712.29,3712.29,4331.43,4331.43,4331.43,1.21883e+08,1.21883e+08,1.21883e+08,1.10719,1.10719,1.10719,3.12958,3.12958,3.12958
22,4.30551e+06,4.30551e+06,4.30551e+06,604.559,604.559,604.559,716.49,716.49,716.49,309583,309583,309583,372916,372916,372916,3718.94,3718.94,3718.94,4338.13,4338.13,4338.13,1.21894e+08,1.21894e+08,1.21894e+08,1.10977,1.10977,1.10977,3.13613,3.13613,3.13613
23,4.30344e+06,4.30344e+06,4.30344e+06,604.936,604.936,604.936,716.755,716.755,716.755,309601,309601,309601,372933,372933,372933,3721.44,3721.44,3721.44,4339.91,4339.91,4339.91,1.21905e+08,1.21905e+08,1.21905e+08,1.11113,1.11113,1.11113,3.13918,3.13918,3.13918
24,4.30137e+06,4.30137e+06,4.30137e+06,604.624,604.624,604.624,716.191,716.191,716.191,309620,309620,309620,372948,372948,372948,3719.7,3719.7,3719.7,4336.68,4336.68,4336.68,1.21915e+08,1.21915e+08,1.21915e+08,1.11124,1.11124,1.11124,3.13865,3.13865,3.13865
25,4.29934e+06,4.29934e+06,4.29934e+06,603.617,603.617,603.617,714.795,714.795,714.795,309638,309638,309638,372963,372963,372963,3713.69,3713.69,3713.69,4328.41,4328.41,4328.41,1.21926e+08,1.21926e+08,1.21926e+08,1.11007,1.11007,1.11007,3.13447,3.13447,3.13447
26,4.29737e+06,4.29737e+06,4.29737e+06,601.922,601.922,601.922,712.575,712.575,712.575,309657,309657,309657,372978,372978,372978,3703.43,3703.43,3703.43,4315.14,4315.14,4315.14,1.21937e+08,1.21937e+08,1.21937e+08,1.10764,1.10764,1.10764,3.12665,3.12665,3.12665
27,4.2955e+06,4.2955e+06,4.2955e+06,599.555,599.555,599.555,709.55,709.55,709.55,309675,309675,309675,372992,372992,372992,3689.03,3689.03,3689.03,4297,4297,4297,1.21947e+08,1.21947e+08,1.21947e+08,1.10394,1.10394,1.10394,3.11526,3.11526,3.11526
28,4.29374e+06,4.29374e+06,4.29374e+06,596.541,596.541,596.541,705.754,705.754,705.754,309693,309693,309693,373005,373005,373005,3670.64,3670.64,3670.64,4274.17,4274.17,4274.17,1.21958e+08,1.21958e+08,1.21958e+08,1.09904,1.09904,1.09904,3.10041,3.10041,3.10041
29,4.29213e+06,4.29213e+06,4.29213e+06,592.915,592.915,592.915,701.23,701.23,701.23,309711,309711,309711,373017,373017,373017,3648.47,3648.47,3648.47,4246.92,4246.92,4246.92,1.21968e+08,1.21968e+08,1.21968e+08,1.09297,1.09297,1.09297,3.08226,3.08226,3.08226
30,4.29069e+06,4.29069e+06,4.29069e+06,588.723,588.723,588.723,696.032,696.032,696.032,309729,309729,309729,373028,373028,373028,3622.8,3622.8,3622.8,4215.57,4215.57,4215.57,1.21978e+08,1.21978e+08,1.21978e+08,1.08581,1.08581,1.08581,3.06103,3.06103,3.06103
31,4.28943e+06,4.28943e+06,4.28943e+06,584.014,584.014,584.014,690.222,690.222,690.222,309747,309747,309747,373039,373039,373039,3593.94,3593.94,3593.94,4180.51,4180.51,4180.51,1.21988e+08,1.21988e+08,1.21988e+08,1.07766,1.07766,1.07766,3.03698,3.03698,3.03698
32,4.28838e+06,4.28838e+06,4.28838e+06,578.849,578.849,578.849,683.873,683.873,683.873,309764,309764,309764,373048,373048,373048,3562.25,3562.25,3562.25,4142.15,4142.15,4142.15,1.21998e+08,1.21998e+08,1.21998e+08,1.0686,1.0686,1.0686,3.01038,3.01038,3.01038
