index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
291,1.66225,5.48973,4.78666,1.72723,1.76989,0,0,25.6518,24.2544,1.70928,0.00193627,0.600613,0.979997,0.160052,0.223526,-2.1381,0.140052,0.168867,-5088.5
