time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,7.82492e+06,7.82492e+06,7.82492e+06,2993.19,2993.19,2993.19,2564.35,2564.35,2564.35,4.71364e+06,4.71364e+06,4.71364e+06,3.71745e+06,3.71745e+06,3.71745e+06,2872.05,2872.05,2872.05,2893.15,2893.15,2893.15,1.10441e+08,1.10441e+08,1.10441e+08,0,0,0,0,0,0
1,7.82766e+06,7.82766e+06,7.82766e+06,3041.2,3041.2,3041.2,2605.06,2605.06,2605.06,4.71382e+06,4.71382e+06,4.71382e+06,3.71758e+06,3.71758e+06,3.71758e+06,2917.15,2917.15,2917.15,2939.19,2939.19,2939.19,1.10438e+08,1.10438e+08,1.10438e+08,6.82016,6.82016,6.82016,6.98008,6.98008,6.98008
2,7.83012e+06,7.83012e+06,7.83012e+06,3084.71,3084.71,3084.71,2640.85,2640.85,2640.85,4.71401e+06,4.71401e+06,4.71401e+06,3.71773e+06,3.71773e+06,3.71773e+06,2958.32,2958.32,2958.32,2979.01,2979.01,2979.01,1.10444e+08,1.10444e+08,1.10444e+08,6.92272,6.92272,6.92272,7.08301,7.08301,7.08301
3,7.83234e+06,7.83234e+06,7.83234e+06,3124.07,3124.07,3124.07,2671.94,2671.94,2671.94,4.71424e+06,4.71424e+06,4.71424e+06,3.71789e+06,3.71789e+06,3.71789e+06,2995.56,2995.56,2995.56,3013.55,3013.55,3013.55,1.1045e+08,1.1045e+08,1.1045e+08,7.01564,7.01564,7.01564,7.17243,7.17243,7.17243
4,7.83434e+06,7.83434e+06,7.83434e+06,3159.75,3159.75,3159.75,2699.02,2699.02,2699.02,4.71448e+06,4.71448e+06,4.71448e+06,3.71806e+06,3.71806e+06,3.71806e+06,3029.32,3029.32,3029.32,3043.62,3043.62,3043.62,1.10456e+08,1.10456e+08,1.10456e+08,7.0998,7.0998,7.0998,7.25017,7.25017,7.25017
5,7.83614e+06,7.83614e+06,7.83614e+06,3192.14,3192.14,3192.14,2722.68,2722.68,2722.68,4.71475e+06,4.71475e+06,4.71475e+06,3.71822e+06,3.71822e+06,3.71822e+06,3059.99,3059.99,3059.99,3069.89,3069.89,3069.89,1.10462e+08,1.10462e+08,1.10462e+08,7.17615,7.17615,7.17615,7.31797,7.31797,7.31797
6,7.83777e+06,7.83777e+06,7.83777e+06,3221.63,3221.63,3221.63,2743.43,2743.43,2743.43,4.71504e+06,4.71504e+06,4.71504e+06,3.7184e+06,3.7184e+06,3.7184e+06,3087.91,3087.91,3087.91,3092.95,3092.95,3092.95,1.10469e+08,1.10469e+08,1.10469e+08,7.24557,7.24557,7.24557,7.37732,7.37732,7.37732
7,7.83924e+06,7.83924e+06,7.83924e+06,3248.54,3248.54,3248.54,2761.73,2761.73,2761.73,4.71535e+06,4.71535e+06,4.71535e+06,3.71857e+06,3.71857e+06,3.71857e+06,3113.4,3113.4,3113.4,3113.29,3113.29,3113.29,1.10475e+08,1.10475e+08,1.10475e+08,7.30884,7.30884,7.30884,7.42953,7.42953,7.42953
8,7.84056e+06,7.84056e+06,7.84056e+06,3273.19,3273.19,3273.19,2777.96,2777.96,2777.96,4.71568e+06,4.71568e+06,4.71568e+06,3.71873e+06,3.71873e+06,3.71873e+06,3136.76,3136.76,3136.76,3131.35,3131.35,3131.35,1.10482e+08,1.10482e+08,1.10482e+08,7.3667,7.3667,7.3667,7.47572,7.47572,7.47572
9,7.84176e+06,7.84176e+06,7.84176e+06,3295.85,3295.85,3295.85,2792.48,2792.48,2792.48,4.71603e+06,4.71603e+06,4.71603e+06,3.7189e+06,3.7189e+06,3.7189e+06,3158.23,3158.23,3158.23,3147.52,3147.52,3147.52,1.10489e+08,1.10489e+08,1.10489e+08,7.41979,7.41979,7.41979,7.51687,7.51687,7.51687
10,7.84283e+06,7.84283e+06,7.84283e+06,3316.77,3316.77,3316.77,2805.55,2805.55,2805.55,4.71639e+06,4.71639e+06,4.71639e+06,3.71906e+06,3.71906e+06,3.71906e+06,3178.07,3178.07,3178.07,3162.11,3162.11,3162.11,1.10496e+08,1.10496e+08,1.10496e+08,7.46871,7.46871,7.46871,7.55382,7.55382,7.55382
11,7.84379e+06,7.84379e+06,7.84379e+06,3336.17,3336.17,3336.17,2817.44,2817.44,2817.44,4.71678e+06,4.71678e+06,4.71678e+06,3.71922e+06,3.71922e+06,3.71922e+06,3196.48,3196.48,3196.48,3175.4,3175.4,3175.4,1.10503e+08,1.10503e+08,1.10503e+08,7.51398,7.51398,7.51398,7.58729,7.58729,7.58729
12,7.84465e+06,7.84465e+06,7.84465e+06,3354.24,3354.24,3354.24,2828.34,2828.34,2828.34,4.71718e+06,4.71718e+06,4.71718e+06,3.71937e+06,3.71937e+06,3.71937e+06,3213.64,3213.64,3213.64,3187.62,3187.62,3187.62,1.1051e+08,1.1051e+08,1.1051e+08,7.55608,7.55608,7.55608,7.61788,7.61788,7.61788
13,7.84542e+06,7.84542e+06,7.84542e+06,3371.15,3371.15,3371.15,2838.43,2838.43,2838.43,4.7176e+06,4.7176e+06,4.7176e+06,3.71952e+06,3.71952e+06,3.71952e+06,3229.72,3229.72,3229.72,3198.96,3198.96,3198.96,1.10518e+08,1.10518e+08,1.10518e+08,7.59539,7.59539,7.59539,7.64611,7.64611,7.64611
14,7.84609e+06,7.84609e+06,7.84609e+06,3387.04,3387.04,3387.04,2847.85,2847.85,2847.85,4.71803e+06,4.71803e+06,4.71803e+06,3.71967e+06,3.71967e+06,3.71967e+06,3244.83,3244.83,3244.83,3209.58,3209.58,3209.58,1.10525e+08,1.10525e+08,1.10525e+08,7.63228,7.63228,7.63228,7.67239,7.67239,7.67239
15,7.84668e+06,7.84668e+06,7.84668e+06,3402.03,3402.03,3402.03,2856.72,2856.72,2856.72,4.71848e+06,4.71848e+06,4.71848e+06,3.71981e+06,3.71981e+06,3.71981e+06,3259.1,3259.1,3259.1,3219.6,3219.6,3219.6,1.10533e+08,1.10533e+08,1.10533e+08,7.66702,7.66702,7.66702,7.69706,7.69706,7.69706
16,7.84719e+06,7.84719e+06,7.84719e+06,3416.21,3416.21,3416.21,2865.11,2865.11,2865.11,4.71893e+06,4.71893e+06,4.71893e+06,3.71995e+06,3.71995e+06,3.71995e+06,3272.62,3272.62,3272.62,3229.12,3229.12,3229.12,1.1054e+08,1.1054e+08,1.1054e+08,7.69985,7.69985,7.69985,7.72039,7.72039,7.72039
17,7.84762e+06,7.84762e+06,7.84762e+06,3429.66,3429.66,3429.66,2873.11,2873.11,2873.11,4.7194e+06,4.7194e+06,4.7194e+06,3.72008e+06,3.72008e+06,3.72008e+06,3285.46,3285.46,3285.46,3238.22,3238.22,3238.22,1.10548e+08,1.10548e+08,1.10548e+08,7.73098,7.73098,7.73098,7.74259,7.74259,7.74259
18,7.84797e+06,7.84797e+06,7.84797e+06,3442.43,3442.43,3442.43,2880.74,2880.74,2880.74,4.71988e+06,4.71988e+06,4.71988e+06,3.72021e+06,3.72021e+06,3.72021e+06,3297.65,3297.65,3297.65,3246.95,3246.95,3246.95,1.10555e+08,1.10555e+08,1.10555e+08,7.76052,7.76052,7.76052,7.76381,7.76381,7.76381
