time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,2.52698e+06,2.52698e+06,2.52698e+06,1633.1,1633.1,1633.1,2289.79,2289.79,2289.79,640049,640049,640049,999107,999107,999107,2950.49,2950.49,2950.49,3482.55,3482.55,3482.55,1.22532e+08,1.22532e+08,1.22532e+08,0,0,0,0,0,0
1,2.52946e+06,2.52946e+06,2.52946e+06,1649.95,1649.95,1649.95,2312.73,2312.73,2312.73,640065,640065,640065,999134,999134,999134,2980.16,2980.16,2980.16,3516.7,3516.7,3516.7,1.22529e+08,1.22529e+08,1.22529e+08,1.43207,1.43207,1.43207,1.82524,1.82524,1.82524
2,2.53187e+06,2.53187e+06,2.53187e+06,1655.64,1655.64,1655.64,2320.11,2320.11,2320.11,640097,640097,640097,999180,999180,999180,2989.26,2989.26,2989.26,3526.85,3526.85,3526.85,1.22536e+08,1.22536e+08,1.22536e+08,1.44049,1.44049,1.44049,1.83551,1.83551,1.83551
3,2.53423e+06,2.53423e+06,2.53423e+06,1658.57,1658.57,1658.57,2323.96,2323.96,2323.96,640136,640136,640136,999236,999236,999236,2993.38,2993.38,2993.38,3531.67,3531.67,3531.67,1.22542e+08,1.22542e+08,1.22542e+08,1.44361,1.44361,1.44361,1.8393,1.8393,1.8393
4,2.53657e+06,2.53657e+06,2.53657e+06,1660.86,1660.86,1660.86,2327.07,2327.07,2327.07,640180,640180,640180,999297,999297,999297,2996.36,2996.36,2996.36,3535.37,3535.37,3535.37,1.22548e+08,1.22548e+08,1.22548e+08,1.44546,1.44546,1.44546,1.84166,1.84166,1.84166
5,2.53888e+06,2.53888e+06,2.53888e+06,1663,1663,1663,2330.02,2330.02,2330.02,640227,640227,640227,999363,999363,999363,2999.1,2999.1,2999.1,3538.86,3538.86,3538.86,1.22554e+08,1.22554e+08,1.22554e+08,1.44702,1.44702,1.44702,1.84372,1.84372,1.84372
6,2.54116e+06,2.54116e+06,2.54116e+06,1665.11,1665.11,1665.11,2332.95,2332.95,2332.95,640278,640278,640278,999435,999435,999435,3001.82,3001.82,3001.82,3542.33,3542.33,3542.33,1.22561e+08,1.22561e+08,1.22561e+08,1.44852,1.44852,1.44852,1.84574,1.84574,1.84574
7,2.54341e+06,2.54341e+06,2.54341e+06,1667.24,1667.24,1667.24,2335.89,2335.89,2335.89,640333,640333,640333,999511,999511,999511,3004.58,3004.58,3004.58,3545.85,3545.85,3545.85,1.22567e+08,1.22567e+08,1.22567e+08,1.45003,1.45003,1.45003,1.84776,1.84776,1.84776
8,2.54563e+06,2.54563e+06,2.54563e+06,1669.38,1669.38,1669.38,2338.85,2338.85,2338.85,640391,640391,640391,999592,999592,999592,3007.38,3007.38,3007.38,3549.4,3549.4,3549.4,1.22573e+08,1.22573e+08,1.22573e+08,1.45156,1.45156,1.45156,1.8498,1.8498,1.8498
9,2.54782e+06,2.54782e+06,2.54782e+06,1671.53,1671.53,1671.53,2341.83,2341.83,2341.83,640452,640452,640452,999677,999677,999677,3010.22,3010.22,3010.22,3553.01,3553.01,3553.01,1.2258e+08,1.2258e+08,1.2258e+08,1.4531,1.4531,1.4531,1.85186,1.85186,1.85186
10,2.54998e+06,2.54998e+06,2.54998e+06,1673.7,1673.7,1673.7,2344.82,2344.82,2344.82,640516,640516,640516,999768,999768,999768,3013.12,3013.12,3013.12,3556.66,3556.66,3556.66,1.22586e+08,1.22586e+08,1.22586e+08,1.45466,1.45466,1.45466,1.85394,1.85394,1.85394
11,2.55211e+06,2.55211e+06,2.55211e+06,1675.88,1675.88,1675.88,2347.83,2347.83,2347.83,640584,640584,640584,999862,999862,999862,3016.06,3016.06,3016.06,3560.35,3560.35,3560.35,1.22592e+08,1.22592e+08,1.22592e+08,1.45624,1.45624,1.45624,1.85603,1.85603,1.85603
12,2.55421e+06,2.55421e+06,2.55421e+06,1678.07,1678.07,1678.07,2350.85,2350.85,2350.85,640655,640655,640655,999961,999961,999961,3019.03,3019.03,3019.03,3564.07,3564.07,3564.07,1.22599e+08,1.22599e+08,1.22599e+08,1.45784,1.45784,1.45784,1.85815,1.85815,1.85815
13,2.55628e+06,2.55628e+06,2.55628e+06,1680.27,1680.27,1680.27,2353.88,2353.88,2353.88,640729,640729,640729,1.00006e+06,1.00006e+06,1.00006e+06,3022.05,3022.05,3022.05,3567.83,3567.83,3567.83,1.22605e+08,1.22605e+08,1.22605e+08,1.45945,1.45945,1.45945,1.86027,1.86027,1.86027
