index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1802,1.16378,8.62374,8.07661,0.830035,6.56332,0,0,12.7685,3.16009,2.44021,0.244888,0.69424,0.967129,0.0481942,3.31491,3.12058,0.10572,0.288393,-5040.82
