index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,6.06826e+06,1399.52,1718.63,1.591e+06,2.07396e+06,2434.77,2710.2,1.16967e+08,0,0,0,0
0,1,6.07014e+06,1424.73,1749.05,1.59105e+06,2.07404e+06,2478.27,2758.25,1.16965e+08,4.68417,1.98432,3.95457,1.99475
0,2,6.07164e+06,1450.86,1780.82,1.59111e+06,2.07413e+06,2523.5,2808.13,1.16972e+08,4.7691,2.01993,7.79653,2.72639
0,3,6.07277e+06,1477.65,1813.43,1.59118e+06,2.07423e+06,2569.94,2859.39,1.16979e+08,4.85667,2.0567,4.27665,2.8328
0,4,6.0735e+06,1504.98,1846.72,1.59125e+06,2.07433e+06,2617.37,2911.78,1.16987e+08,4.94631,2.09437,2.0862,3.09103
0,5,6.07384e+06,1532.69,1880.48,1.59133e+06,2.07445e+06,2665.54,2964.99,1.16995e+08,5.03756,2.13273,2.9998,1.61111
0,6,6.07377e+06,1560.63,1914.49,1.59142e+06,2.07456e+06,2714.16,3018.66,1.17003e+08,5.1299,2.17154,7.50728,2.51934
0,7,6.07331e+06,1588.6,1948.52,1.59151e+06,2.07469e+06,2762.94,3072.44,1.17012e+08,5.22277,2.21054,4.27816,2.57342
0,8,6.07245e+06,1616.43,1982.32,1.59161e+06,2.07482e+06,2811.55,3125.92,1.17021e+08,5.31557,2.24945,4.5398,0
0,9,6.07119e+06,1643.92,2015.62,1.59172e+06,2.07496e+06,2859.65,3178.71,1.17031e+08,5.40767,2.28797,4.70637,3.78239
0,10,6.06955e+06,1670.85,2048.15,1.59183e+06,2.0751e+06,2906.88,3230.34,1.1704e+08,5.4984,2.3258,1.80026,1.44881
0,11,6.06753e+06,1697.02,2079.6,1.59194e+06,2.07525e+06,2952.86,3280.39,1.17051e+08,5.58704,2.36262,4.36894,5.4436
0,12,6.06516e+06,1722.2,2109.7,1.59206e+06,2.0754e+06,2997.21,3328.37,1.17061e+08,5.67288,2.39809,5.76058,4.53263
0,13,6.06244e+06,1746.16,2138.14,1.59219e+06,2.07556e+06,3039.53,3373.82,1.17072e+08,5.75516,2.43187,2.9312,0.472839
0,14,6.0594e+06,1768.68,2164.63,1.59232e+06,2.07572e+06,3079.42,3416.27,1.17084e+08,5.83314,2.46361,6.35454,0.128596
0,15,6.05606e+06,1789.53,2188.86,1.59246e+06,2.07588e+06,3116.49,3455.25,1.17095e+08,5.90606,2.49299,4.87752,3.22666
